ff_id,INT15,INT15_SE,city
1571,-1.371,0.627,5
1572,0.324,0.32,5
1573,-1.038,0.532,5
1576,1.791,0.322,5
1577,0.33,0.335,5
1578,-1.371,0.627,5
1579,1.183,0.308,5
1580,-0.2,0.368,5
1582,-0.334,0.382,5
1583,0.33,0.314,5
1586,0.696,0.292,5
1587,-1.044,0.539,5
1588,1.534,0.318,5
1589,0.833,0.298,5
1591,-1.371,0.627,5
1592,-1.052,0.621,5
1594,-1.371,0.627,5
1596,0.635,0.318,5
1597,0.324,0.319,5
1598,0.257,0.35,5
1599,-1.044,0.539,5
1601,-0.513,0.432,5
1602,-0.31,0.392,5
1604,0.786,0.304,5
1605,1.774,0.319,5
1606,-0.17,0.372,5
1607,-1.371,0.627,5
1608,-0.405,0.398,5
1609,0.717,0.312,5
1610,-0.52,0.419,5
1611,-0.356,0.381,5
1612,-0.417,0.409,5
1614,-0.074,0.37,5
1616,0.481,0.317,5
1619,-0.853,0.505,5
1620,1.388,0.307,5
1622,2.214,0.336,5
1623,-1.038,0.532,5
1624,-1.371,0.627,5
1627,-0.803,0.48,5
1629,0.013,0.363,5
1630,0.259,0.337,5
1632,0.097,0.337,5
1635,-1.371,0.627,5
1636,1.559,0.311,5
1639,1.433,0.307,5
1641,1.586,0.309,5
1642,-1.371,0.627,5
1643,-1.371,0.627,5
1644,-0.774,0.455,5
1647,-0.2,0.381,5
1649,1.538,0.313,5
1650,0.423,0.316,5
1654,-0.041,0.362,5
1655,-0.569,0.431,5
1656,-0.975,0.528,5
1657,0.614,0.321,5
1659,0.232,0.334,5
1660,1.641,0.319,5
1661,0.768,0.294,5
1664,1.738,0.321,6
1666,1.835,0.321,6
1667,0.529,0.327,6
1668,0.137,0.331,6
1670,0.909,0.307,6
1671,-1.241,0.631,6
1672,0.332,0.319,6
1675,2.699,0.391,6
1676,0.985,0.308,6
1677,-0.975,0.528,6
1680,1.032,0.307,6
1682,-0.419,0.415,6
1685,-0.882,0.507,6
1686,-1.044,0.539,6
1687,-0.011,0.362,6
1690,-0.221,0.38,6
1691,0.233,0.339,6
1692,-1.371,0.627,6
1693,-1.371,0.627,6
1694,0.475,0.322,6
1697,-0.958,0.51,6
1698,-0.593,0.453,6
1699,0.192,0.324,6
1701,0.543,0.309,6
1702,-0.182,0.389,6
1703,0.573,0.327,6
1704,-1.044,0.539,6
1706,0.648,0.313,6
1708,-0.853,0.505,6
1710,-0.358,0.365,6
1711,1.588,0.312,6
1712,0.086,0.332,6
1713,1.902,0.316,6
1714,1.041,0.31,6
1715,0.437,0.318,6
1716,-1.371,0.627,6
1717,-1.371,0.627,6
1719,-1.371,0.627,6
1720,0.042,0.342,6
1721,0.493,0.326,6
1722,0.311,0.322,6
1723,0.06,0.34,6
1724,0.069,0.358,6
1725,-1.038,0.532,6
1726,-1.371,0.627,6
1727,0.569,0.307,6
1728,-0.014,0.33,6
1729,-0.853,0.505,6
1730,-0.803,0.48,6
1731,0.554,0.32,6
1734,0.042,0.331,6
1735,-0.958,0.51,6
1736,-0.011,0.361,6
1738,-0.975,0.528,6
1739,0.729,0.308,6
1741,-1.371,0.627,6
1742,-0.843,0.491,6
1744,-0.259,0.377,6
1745,0.378,0.312,6
1746,0.952,0.301,6
1748,0.039,0.323,6
1749,-1.371,0.627,6
1751,2.276,0.34,6
1752,-0.02,0.364,6
1753,-0.714,0.453,6
1754,-1.371,0.627,6
1755,-0.385,0.387,6
1756,0.686,0.31,6
1758,0.095,0.334,6
1760,-0.975,0.528,6
1761,-1.044,0.539,6
1762,0.174,0.336,6
1764,1.832,0.328,6
1765,0.075,0.366,6
1767,-1.094,0.551,6
1769,-0.044,0.333,6
1771,-1.371,0.627,6
1772,0.91,0.303,6
1773,-0.528,0.442,6
1775,1.817,0.327,6
1776,-1.371,0.627,6
1777,-0.257,0.372,6
1778,-0.058,0.376,6
1779,0.395,0.327,6
1780,-1.371,0.627,6
1782,-0.083,0.351,6
1783,-0.447,0.429,6
1784,0.672,0.327,6
1785,0.345,0.333,6
1786,0.322,0.319,6
1788,-0.047,0.346,6
1789,0.588,0.307,6
1790,0.649,0.318,6
1791,1.988,0.325,6
1793,0.213,0.334,6
1794,-1.371,0.627,6
1795,-1.044,0.539,6
1796,-0.774,0.455,6
1797,0.175,0.337,6
1798,0.564,0.305,6
1799,-0.875,0.485,6
1801,0.065,0.352,6
1802,-0.672,0.469,6
1803,0.836,0.315,6
1804,0.42,0.322,6
1807,-1.2,0.624,6
1808,0.426,0.306,6
1809,-1.038,0.532,6
1810,1.009,0.318,6
1811,1.668,0.323,6
1813,1.274,0.306,6
1814,-0.626,0.448,6
1815,-1.371,0.627,6
1816,0.718,0.3,6
1817,0.167,0.319,6
1819,1.371,0.308,6
1820,0.906,0.323,6
1821,0.307,0.337,6
1822,0.896,0.307,6
1823,-0.248,0.374,6
1826,0.262,0.329,6
1827,-0.517,0.405,6
1828,0.668,0.311,6
1829,-0.173,0.377,6
1830,-0.495,0.435,6
1831,-0.449,0.406,6
1832,-1.044,0.539,6
1833,0.604,0.312,6
1836,-0.843,0.491,6
1837,0.561,0.297,6
1838,0.096,0.338,6
1839,-0.419,0.412,6
1841,-1.094,0.551,6
1842,-0.625,0.437,6
1843,1.353,0.305,6
1845,-0.803,0.48,6
1846,-0.495,0.435,6
1847,-0.305,0.412,6
1849,0.067,0.351,6
1850,-1.371,0.627,6
1851,0.509,0.316,6
1852,-0.299,0.398,6
1853,-1.371,0.627,6
1854,-0.315,0.38,6
1855,0.765,0.295,6
1856,0.743,0.317,6
1857,-1.044,0.539,6
1858,-0.656,0.461,6
1859,0.238,0.344,6
1860,0.523,0.31,6
1861,1.171,0.3,6
1862,1.884,0.316,6
1863,0.426,0.317,6
1866,0.537,0.325,6
1867,-1.371,0.627,6
1868,-0.301,0.42,6
1869,1.237,0.304,6
1872,0.975,0.311,6
1873,0.928,0.313,6
1874,-0.026,0.33,6
1875,-0.824,0.5,6
1876,-1.371,0.627,6
1879,0.207,0.342,6
1882,-0.819,0.487,6
1883,-1.371,0.627,6
1884,1.033,0.301,6
1885,1.179,0.314,6
1886,0.586,0.311,6
1888,-0.408,0.391,6
1890,0.272,0.335,6
1891,-1.044,0.539,6
1892,-0.112,0.364,6
1893,1.005,0.308,6
1894,-0.114,0.359,6
1895,0.851,0.305,6
1897,0.346,0.341,6
1898,1.678,0.312,6
1899,0.045,0.338,6
1900,0.062,0.338,6
1901,1.669,0.311,6
1903,0.316,0.331,6
1904,-0.509,0.431,6
1905,1.285,0.31,6
1906,-0.52,0.419,6
1907,1.014,0.316,6
1909,-1.371,0.627,6
1910,0.79,0.316,6
1911,0.553,0.327,6
1912,0.038,0.352,6
1913,-0.566,0.438,6
1914,-0.824,0.5,6
1915,0.275,0.336,6
1916,0.14,0.351,6
1919,0.39,0.313,6
1920,1.449,0.303,6
1921,-1.371,0.627,6
1922,-0.233,0.4,6
1923,0.009,0.346,6
1924,-0.401,0.396,6
1925,0.253,0.328,6
1926,-0.186,0.37,6
1927,0.789,0.293,6
1928,-0.665,0.424,6
1929,0.582,0.305,6
1930,0.697,0.32,6
1932,0.649,0.308,6
1934,-0.958,0.51,6
1935,0.164,0.358,6
1936,1.815,0.314,6
1937,-0.329,0.41,6
1938,-1.371,0.627,6
1939,-0.319,0.382,6
1941,0.232,0.322,6
1942,-0.853,0.505,6
1943,0.733,0.3,6
1944,-0.367,0.41,6
1945,-0.028,0.35,6
1946,-1.371,0.627,6
1947,0.743,0.293,6
1948,0.88,0.317,6
1951,0.141,0.352,6
1952,-1.044,0.539,6
1953,-0.252,0.364,6
1954,0.355,0.345,6
1955,0.497,0.324,6
1958,0.186,0.332,6
1959,1.076,0.308,6
1960,0.2,0.324,6
1961,0.951,0.303,6
1962,-1.371,0.627,6
1965,0.767,0.32,6
1966,0.07,0.348,6
1967,-0.625,0.463,6
1969,-0.235,0.399,6
1970,0.043,0.359,6
1971,1.888,0.315,6
1972,0.059,0.351,6
1973,-0.236,0.375,6
1974,-1.371,0.627,6
1975,1.267,0.303,6
1976,-1.371,0.627,6
1978,0.317,0.339,6
1981,-0.17,0.371,6
1982,0.576,0.33,6
1984,-1.371,0.627,6
1985,-0.672,0.469,6
1987,-0.625,0.463,6
1989,-0.672,0.469,6
1990,-0.013,0.361,6
1991,-0.625,0.437,6
1992,0.709,0.325,6
1993,0.91,0.347,6
1994,1.192,0.308,6
1995,-0.108,0.357,6
1996,-0.226,0.361,6
1997,0.19,0.341,6
1998,-0.093,0.379,6
1999,0.976,0.306,6
2000,0.153,0.339,6
2002,-0.958,0.51,7
2003,-0.056,0.369,7
2004,-0.397,0.407,7
2005,0.752,0.31,7
2006,2.089,0.334,7
2007,0.691,0.319,7
2009,-0.681,0.466,7
2010,0.339,0.331,7
2011,-0.673,0.462,7
2012,-0.384,0.385,7
2014,-0.841,0.487,7
2016,0.052,0.355,7
2019,1.273,0.305,7
2020,-0.731,0.501,7
2021,1.163,0.311,7
2022,1.865,0.315,7
2025,0.298,0.323,7
2026,-0.656,0.461,7
2027,-0.488,0.43,7
2029,-1.371,0.627,7
2030,1.615,0.317,7
2031,-1.371,0.627,7
2032,-1.371,0.627,7
2034,-0.035,0.371,7
2035,0.365,0.331,7
2036,-0.332,0.399,7
2037,0.461,0.31,7
2039,0.105,0.341,7
2040,-1.371,0.627,7
2041,1.345,0.31,7
2042,0.688,0.32,7
2043,-0.405,0.398,7
2044,-0.32,0.384,7
2045,-0.004,0.371,7
2047,1.285,0.311,7
2050,-0.088,0.358,7
2051,-0.975,0.528,7
2052,0.095,0.337,7
2054,0.075,0.346,7
2056,-0.086,0.336,7
2057,-0.17,0.371,7
2058,-0.349,0.416,7
2059,0.101,0.341,7
2061,-0.415,0.416,7
2062,-0.597,0.437,7
2063,-1.371,0.627,7
2064,-0.62,0.455,7
2067,0.119,0.352,7
2068,0.259,0.33,7
2069,-1.038,0.532,7
2070,0.187,0.349,7
2072,-0.019,0.354,7
2074,-0.188,0.387,7
2076,0.234,0.338,7
2077,-0.975,0.528,7
2079,-0.629,0.417,7
2080,-1.371,0.627,7
2082,-1.371,0.627,7
2083,0.038,0.33,7
2084,-0.656,0.461,7
2085,0.98,0.306,7
2088,0.626,0.32,7
2089,0.23,0.335,7
2090,-0.202,0.399,7
2092,0.557,0.312,7
2093,-1.371,0.627,7
2095,-1.371,0.627,7
2096,-0.279,0.38,7
2099,0.007,0.364,7
2102,-0.446,0.396,7
2103,-0.546,0.425,7
2104,-0.975,0.528,7
2105,0.283,0.35,7
2106,-1.371,0.627,7
2107,1.41,0.306,7
2109,-1.044,0.539,7
2110,0.634,0.305,7
2111,1.409,0.307,7
2113,-0.235,0.399,7
2114,-0.192,0.374,7
2115,-0.027,0.342,7
2116,-0.471,0.378,7
2117,-1.371,0.627,7
2118,-0.543,0.408,7
2119,0.038,0.367,7
2120,0.258,0.325,7
2121,0.075,0.349,7
2122,2.76,0.39,7
2123,0.033,0.396,7
2124,0.99,0.31,7
2126,-0.673,0.462,7
2127,1.843,0.315,7
2128,0.545,0.324,7
2129,0.128,0.342,7
2130,-0.882,0.507,7
2132,0.333,0.334,7
2133,0.238,0.323,7
2136,-0.107,0.352,7
2137,-0.528,0.442,7
2138,-1.044,0.539,7
2139,-0.843,0.491,7
2140,0.975,0.301,7
2141,1.622,0.316,7
2142,0.099,0.351,7
2144,-0.433,0.422,7
2146,0.027,0.333,7
2147,1.545,0.306,7
2148,-0.975,0.528,7
2149,1.679,0.32,7
2150,0.234,0.348,7
2151,0.223,0.35,7
2152,0.446,0.309,7
2153,0.836,0.319,7
2160,2.078,0.331,7
2161,0.981,0.314,7
2162,1.831,0.312,7
2163,-0.681,0.466,7
2164,-0.317,0.408,7
2165,0.784,0.31,7
2171,-1.371,0.627,7
2173,-1.371,0.627,7
2174,0.807,0.313,7
2175,1.804,0.322,7
2177,-1.371,0.627,7
2178,-0.079,0.35,7
2179,0.72,0.319,7
2180,-0.005,0.366,7
2181,0.297,0.344,7
2182,0.223,0.344,7
2183,-0.882,0.507,7
2185,0.993,0.303,7
2187,0.26,0.318,7
2188,0.706,0.329,7
2189,-1.371,0.627,7
2190,-0.672,0.469,7
2191,0.538,0.328,7
2192,0.535,0.317,7
2193,0.117,0.346,7
2195,0.577,0.299,7
2196,0.303,0.342,7
2199,-1.371,0.627,7
2200,1.994,0.326,7
2202,0.605,0.322,7
2204,0.885,0.304,7
2206,1.388,0.307,7
2207,-0.569,0.431,7
2208,-0.647,0.457,7
2209,-1.371,0.627,7
2210,-1.371,0.627,7
2211,-0.803,0.48,7
2212,0.45,0.304,7
2213,0.019,0.347,7
2214,0.629,0.308,7
2216,-1.371,0.627,7
2217,0.712,0.32,7
2218,0.017,0.37,7
2219,1.377,0.309,7
2221,0.084,0.34,7
2222,1.586,0.309,7
2224,-1.2,0.624,7
2225,1.001,0.297,7
2228,0.67,0.315,7
2229,-0.575,0.442,7
2230,-0.853,0.505,7
2232,0.905,0.307,7
2233,0.377,0.335,7
2234,-0.417,0.409,7
2235,0.548,0.303,7
2236,-0.098,0.343,7
2237,-0.819,0.487,7
2239,-1.371,0.627,7
2240,1.25,0.311,7
2241,-0.803,0.48,7
2242,-0.625,0.463,7
2244,1.89,0.314,7
2245,0.229,0.338,7
2246,2.385,0.347,7
2247,0.587,0.307,7
2248,1.168,0.305,7
2249,-1.371,0.627,7
2250,-0.207,0.383,7
2251,1.009,0.312,7
2253,0.909,0.3,7
2254,-1.371,0.627,7
2256,0.802,0.319,7
2257,-0.975,0.528,7
2258,1.851,0.319,7
2259,-0.731,0.501,7
2260,-0.36,0.383,7
2263,-0.334,0.382,7
2264,0.394,0.33,7
2265,-1.371,0.627,7
2268,-0.882,0.507,7
2269,-0.183,0.382,7
2270,0.171,0.343,7
2272,-1.371,0.627,7
2273,0.79,0.314,7
2274,2.32,0.344,7
2275,-0.882,0.507,7
2277,-0.389,0.378,7
2279,1.138,0.308,7
2280,0.433,0.31,7
2282,-0.299,0.398,7
2283,-0.656,0.461,7
2284,0.445,0.338,7
2287,1.262,0.313,7
2288,-0.803,0.48,7
2290,0.149,0.352,7
2291,-0.013,0.366,7
2293,0.387,0.313,7
2294,1.177,0.311,7
2296,-0.975,0.528,7
2297,0.608,0.321,7
2298,-0.283,0.4,7
2300,1.942,0.317,7
2301,-0.017,0.353,7
2302,-0.593,0.453,7
2303,-0.371,0.41,7
2304,-0.936,0.546,7
2306,0.978,0.314,7
2307,-1.094,0.551,7
2308,-0.625,0.437,7
2309,-0.853,0.505,7
2310,-0.672,0.469,7
2311,-0.853,0.505,7
2313,0.624,0.299,7
2314,-0.338,0.412,7
2315,2.371,0.34,7
2317,0.287,0.33,7
2319,-0.105,0.353,7
2320,1.432,0.31,7
2321,-1.044,0.539,7
2322,-0.386,0.388,7
2324,1.083,0.319,7
2326,-0.056,0.369,7
2327,0.038,0.327,7
2328,0.545,0.331,8
2329,0.426,0.313,8
2330,-1.371,0.627,8
2331,-0.975,0.528,8
2333,1.681,0.315,8
2334,-0.843,0.491,8
2335,-1.371,0.627,8
2337,-0.882,0.507,8
2338,-0.625,0.463,8
2339,-0.647,0.449,8
2340,1.22,0.304,8
2341,-1.371,0.627,8
2342,-0.841,0.487,8
2344,0.536,0.308,8
2345,0.023,0.339,8
2346,-1.094,0.551,8
2347,-0.629,0.417,8
2349,-0.681,0.448,8
2350,-1.371,0.627,8
2351,0.591,0.314,8
2352,0.504,0.33,8
2353,-0.625,0.437,8
2355,2.256,0.345,8
2357,-0.819,0.487,8
2358,2.001,0.32,8
2359,0.249,0.317,8
2360,0.103,0.334,8
2363,-1.038,0.532,8
2364,0.46,0.322,8
2365,0.307,0.34,8
2370,-0.194,0.354,8
2371,0.617,0.306,8
2372,-0.853,0.505,8
2375,-0.218,0.382,8
2378,0.296,0.325,8
2379,0.11,0.351,8
2380,-1.371,0.627,8
2381,0.345,0.307,8
2382,-0.629,0.417,8
2383,-0.199,0.356,8
2385,-0.625,0.437,8
2388,1.732,0.311,8
2389,-0.017,0.348,8
2392,0.98,0.313,8
2393,-1.371,0.627,8
2394,0.651,0.321,8
2395,-1.371,0.627,8
2396,1.581,0.312,8
2397,-1.311,0.636,8
2398,-1.371,0.627,8
2399,-1.371,0.627,8
2400,0.794,0.324,8
2402,-0.566,0.438,8
2403,0.716,0.32,8
2404,1.521,0.308,8
2405,0.082,0.337,8
2406,0.864,0.305,8
2408,-0.288,0.376,8
2409,-0.015,0.353,8
2410,0.8,0.297,8
2411,0.43,0.309,8
2412,-1.371,0.627,8
2414,0.879,0.302,8
2415,0.268,0.336,8
2416,-0.385,0.387,8
2417,0.47,0.315,8
2419,0.539,0.312,8
2420,-1.371,0.627,8
2421,-0.305,0.364,8
2422,0.776,0.313,8
2423,-0.625,0.463,8
2425,0.984,0.296,8
2426,-0.626,0.448,8
2427,-0.546,0.429,8
2428,1.373,0.306,8
2429,-1.371,0.627,8
2430,-0.053,0.342,8
2431,0.993,0.314,8
2433,-1.371,0.627,8
2434,0.622,0.312,8
2435,-0.404,0.402,8
2436,-1.371,0.627,8
2437,0.799,0.321,8
2438,0.338,0.322,8
2440,0.847,0.318,8
2442,-1.038,0.532,8
2443,1.014,0.316,8
2446,-0.013,0.366,8
2447,-1.371,0.627,8
2448,0.304,0.332,8
2449,-0.404,0.402,8
2450,0.569,0.301,8
2451,1.159,0.316,8
2452,-0.047,0.375,8
2454,0.019,0.349,8
2455,-0.853,0.505,8
2456,0.686,0.304,8
2457,1.034,0.308,8
2458,-0.301,0.397,8
2459,-0.32,0.384,8
2460,0.203,0.347,8
2461,0.34,0.325,8
2462,-0.975,0.528,8
2463,-0.288,0.376,8
2464,2.611,0.37,8
2465,0.182,0.334,8
2466,0.082,0.337,8
2469,1.239,0.305,8
2471,-0.647,0.449,8
2472,1.96,0.325,8
2473,0.304,0.33,8
2475,1.337,0.312,8
2476,-0.975,0.528,8
2477,1.228,0.31,8
2479,0.385,0.308,8
2480,0.018,0.354,8
2482,0.082,0.348,8
2483,1.057,0.304,8
2485,-0.747,0.476,8
2486,2.107,0.338,8
2487,-1.371,0.627,8
2490,0.651,0.3,8
2491,0.001,0.351,8
2492,-0.286,0.397,8
2493,-0.605,0.424,8
2494,0.7,0.297,8
2495,1.329,0.312,8
2496,1.243,0.303,8
2497,-0.047,0.359,8
2498,-0.451,0.391,8
2499,-1.044,0.539,8
2500,-1.371,0.627,8
2501,0.372,0.313,8
2502,-1.371,0.627,8
2504,0.599,0.311,8
2505,1.66,0.31,8
2507,-0.056,0.369,8
2508,-0.401,0.396,8
2509,0.537,0.324,8
2510,1.969,0.317,8
2511,1.078,0.314,8
2512,-0.488,0.43,8
2513,0.729,0.319,8
2516,1.227,0.308,8
2517,-0.875,0.485,8
2518,2.494,0.351,8
2519,-1.371,0.627,8
2520,0.231,0.326,8
2521,-0.708,0.468,8
2522,-0.333,0.41,8
2523,-0.187,0.359,8
2524,-0.647,0.457,8
2525,0.825,0.315,8
2526,-0.401,0.396,8
2527,0.029,0.357,8
2529,1.291,0.305,8
2530,-0.673,0.462,8
2531,0.167,0.345,8
2533,-0.026,0.342,8
2534,0.866,0.322,8
2537,-1.371,0.627,8
2539,-0.482,0.408,8
2540,0.743,0.31,8
2541,0.015,0.361,8
2542,-0.824,0.5,8
2543,0.165,0.33,8
2544,-1.371,0.627,8
2545,-1.371,0.627,8
2546,0.377,0.329,8
2548,-0.207,0.383,8
2549,0.185,0.317,8
2550,0.426,0.324,8
2551,-0.206,0.382,8
2553,-0.517,0.405,8
2554,0.878,0.304,8
2555,0.561,0.314,8
2556,1.347,0.312,8
2557,-1.371,0.627,8
2558,0.03,0.35,8
2560,-1.371,0.627,8
2561,-1.371,0.627,8
2562,-1.044,0.539,8
2563,0.198,0.33,8
2567,1.698,0.316,8
2569,0.763,0.302,8
2570,0.626,0.306,8
2571,-0.853,0.505,8
2572,-0.133,0.376,8
2573,0.888,0.316,8
2574,1.016,0.318,8
2576,-0.202,0.399,8
2577,0.946,0.296,8
2579,0.737,0.315,8
2581,-0.875,0.485,8
2582,0.636,0.318,8
2583,0.399,0.307,8
2584,1.41,0.306,8
2587,1.58,0.317,8
2588,-0.04,0.362,8
2590,0.231,0.335,8
2591,-0.387,0.431,8
2592,0.716,0.319,8
2594,-0.026,0.354,8
2595,0.798,0.316,8
2597,-1.371,0.627,8
2598,-0.604,0.425,8
2600,0.94,0.311,8
2601,-0.882,0.507,8
2605,-0.167,0.377,8
2607,1.017,0.31,8
2608,0.165,0.352,8
2609,-0.853,0.505,8
2611,1.486,0.308,8
2612,0.68,0.316,8
2614,-0.309,0.387,8
2615,1.37,0.31,8
2618,-1.044,0.539,8
2619,2.031,0.322,8
2621,0.227,0.315,8
2622,0.401,0.336,8
2623,-0.047,0.362,8
2625,-1.371,0.627,8
2626,1.274,0.314,8
2628,-0.853,0.505,8
2629,-0.681,0.446,8
2631,0.35,0.331,8
2632,0.184,0.333,8
2633,-0.488,0.427,8
2634,0.626,0.319,8
2635,0.106,0.345,8
2637,-0.803,0.48,8
2638,-0.596,0.445,8
2640,0.582,0.311,8
2641,0.648,0.331,8
2642,-1.371,0.627,8
2644,0.291,0.341,8
2645,0.914,0.306,8
2646,-0.406,0.391,8
2648,0.386,0.33,8
2649,-1.044,0.539,8
2650,-0.338,0.412,8
2651,-0.517,0.405,8
2652,-0.346,0.391,8
2653,-0.418,0.408,8
2654,0.367,0.318,8
2655,0.699,0.302,8
2656,-0.418,0.408,8
2657,0.28,0.308,8
2659,0.776,0.313,9
2660,-0.446,0.396,9
2661,1.017,0.31,9
2662,0.776,0.31,9
2663,-0.673,0.462,9
2664,-0.528,0.442,9
2666,-0.543,0.408,9
2667,-0.803,0.48,9
2668,-1.038,0.532,9
2669,-0.625,0.463,9
2670,0.091,0.349,9
2671,1.422,0.313,9
2673,-0.202,0.399,9
2674,-1.044,0.539,9
2675,0.432,0.319,9
2676,-0.117,0.35,9
2677,-1.371,0.627,9
2678,0.364,0.31,9
2679,0.774,0.31,9
2680,1.243,0.311,9
2681,1.393,0.31,9
2682,0.566,0.314,9
2683,0.874,0.314,9
2684,-0.07,0.37,9
2686,-0.444,0.412,9
2687,0.169,0.318,9
2688,0.054,0.329,9
2689,-0.512,0.401,9
2690,0.099,0.342,9
2691,-0.48,0.397,9
2692,0.66,0.303,9
2693,1.174,0.308,9
2694,0.481,0.321,9
2695,-0.137,0.379,9
2697,-0.647,0.457,9
2698,1.416,0.304,9
2699,-1.094,0.551,9
2700,0.229,0.315,9
2701,1.101,0.305,9
2703,0.288,0.313,9
2704,-0.082,0.408,9
2706,0.077,0.354,9
2707,0.213,0.337,9
2708,-0.958,0.51,9
2711,-0.153,0.349,9
2712,0.252,0.337,9
2713,0.183,0.337,9
2715,0.457,0.313,9
2717,3.176,0.465,9
2719,0.451,0.318,9
2720,-0.455,0.425,9
2722,0.558,0.327,9
2723,-0.288,0.376,9
2724,-1.371,0.627,9
2725,0.093,0.343,9
2726,-0.875,0.485,9
2729,-0.853,0.505,9
2730,-1.371,0.627,9
2731,0.626,0.321,9
2732,-0.049,0.36,9
2733,1.26,0.307,9
2734,0.005,0.373,9
2736,-0.158,0.367,9
2737,0.382,0.316,9
2738,1.638,0.315,9
2739,0.333,0.35,9
2740,0.095,0.354,9
2741,-0.843,0.491,9
2742,1.546,0.314,9
2743,0.26,0.317,9
2744,-0.04,0.38,9
2745,0.874,0.295,9
2746,0.903,0.302,9
2747,0.921,0.311,9
2748,0.481,0.327,9
2750,1.285,0.311,9
2751,1.709,0.32,9
2752,-1.371,0.627,9
2753,0.431,0.325,9
2754,1.134,0.303,9
2756,1.307,0.306,9
2758,-0.841,0.487,9
2759,-0.519,0.403,9
2761,0.102,0.331,9
2762,1.198,0.313,9
2763,0.421,0.342,9
2764,0.817,0.315,9
2765,1.425,0.31,9
2766,0.347,0.326,9
2767,-0.747,0.476,9
2768,-1.371,0.627,9
2769,-0.631,0.443,9
2770,-0.975,0.528,9
2771,-0.147,0.386,9
2772,0.503,0.318,9
2773,0.096,0.354,9
2774,-0.975,0.528,9
2775,-0.199,0.396,9
2777,-0.673,0.462,9
2779,-1.371,0.627,9
2780,0.415,0.332,9
2781,0.946,0.317,9
2782,-0.405,0.398,9
2784,0.479,0.33,9
2785,-1.371,0.627,9
2786,-0.629,0.417,9
2787,-0.882,0.507,9
2790,-0.439,0.417,9
2791,1.449,0.311,9
2792,-1.371,0.627,9
2793,-0.539,0.459,9
2794,0.236,0.348,9
2795,-1.371,0.627,9
2796,1.488,0.313,9
2797,-0.633,0.43,9
2799,-0.333,0.411,9
2800,-0.509,0.431,9
2801,1.438,0.301,9
2802,1.039,0.314,9
2804,-1.371,0.627,9
2805,1.25,0.316,9
2806,0.112,0.35,9
2807,0.3,0.328,9
2808,0.956,0.305,9
2809,-0.012,0.366,9
2810,-1.2,0.624,9
2811,0.725,0.325,9
2812,2.583,0.358,9
2813,1.849,0.316,9
2814,-0.958,0.51,9
2815,0.147,0.325,9
2816,1.163,0.312,9
2817,-0.558,0.422,9
2818,1.472,0.307,9
2819,1.526,0.311,9
2820,0.577,0.299,9
2821,-0.297,0.371,9
2823,1.226,0.305,9
2824,-1.371,0.627,9
2825,-0.138,0.377,9
2827,-1.044,0.539,9
2828,-0.596,0.445,9
2830,1.691,0.315,9
2832,0.513,0.312,9
2833,0.081,0.337,9
2835,0.324,0.319,9
2836,0.103,0.334,9
2837,-0.921,0.539,9
2838,-1.371,0.627,9
2839,-1.044,0.539,9
2840,-1.094,0.551,9
2842,0.141,0.339,9
2843,-0.007,0.348,9
2844,-1.371,0.627,9
2845,-0.672,0.469,9
2846,-0.819,0.487,9
2847,-0.128,0.361,9
2848,1.066,0.312,9
2849,1.648,0.313,9
2850,-0.028,0.348,9
2851,-1.371,0.627,9
2854,-0.714,0.453,9
2855,-1.371,0.627,9
2857,0.847,0.318,9
2858,-0.743,0.465,9
2859,-0.958,0.51,9
2860,0.443,0.309,9
2861,-0.672,0.469,9
2862,-1.371,0.627,9
10197,0.444,0.298,9
2865,0.157,0.342,9
2866,0.149,0.354,9
2869,-0.843,0.491,9
2870,-1.094,0.551,9
2871,-1.371,0.627,9
2872,-1.371,0.627,9
2874,-0.644,0.454,9
2875,0.885,0.313,9
2876,0.581,0.326,9
2877,-0.647,0.457,9
2878,0.496,0.327,9
2880,0.406,0.334,9
2881,1.687,0.311,9
2882,-0.629,0.417,9
2883,0.616,0.299,9
2884,-1.094,0.551,9
2885,0.425,0.303,9
2886,-1.044,0.539,9
2889,-0.843,0.491,9
2890,0.751,0.305,9
2892,0.898,0.312,9
2893,-0.747,0.473,9
2894,-1.038,0.532,9
2895,0.175,0.329,9
2896,-1.094,0.551,9
2897,0.003,0.331,9
2898,-1.371,0.627,9
2901,1.913,0.322,9
2904,-0.843,0.491,9
2906,-1.044,0.539,9
2907,0.297,0.327,9
2908,-1.371,0.627,9
2909,-1.371,0.627,9
2911,0.193,0.319,9
2912,-0.477,0.413,9
2913,-0.958,0.51,9
2914,-0.853,0.505,9
2915,0.803,0.41,9
2916,0.651,0.317,9
2917,0.261,0.336,9
2918,-0.247,0.396,9
2919,-0.478,0.411,9
2922,-0.117,0.35,9
2923,0.278,0.323,9
2924,-1.044,0.539,9
2925,0.512,0.303,9
2926,0.282,0.334,9
2927,0.067,0.354,9
2928,-0.633,0.43,9
2929,0.652,0.301,9
2930,-0.239,0.367,9
2931,0.333,0.33,9
2933,0.671,0.328,9
2934,0.574,0.308,9
2936,-0.078,0.345,9
2937,0.212,0.316,9
2939,-0.622,0.456,9
2940,-1.044,0.539,9
2941,-1.371,0.627,9
2942,-1.371,0.627,9
2943,-1.044,0.539,9
2944,1,0.297,9
2945,-0.295,0.369,9
