ff_id,INT15,INT15_SE,city
715,-1.044,0.539,3
717,0.732,0.322,3
719,-0.824,0.5,3
720,1.01,0.313,3
721,0.269,0.328,3
722,-1.371,0.627,3
723,0.271,0.337,3
724,1.56,0.313,3
727,0.758,0.305,3
733,1.419,0.307,3
734,-0.882,0.507,3
735,0.486,0.33,3
737,1.345,0.309,3
739,-0.803,0.48,3
740,-0.1,0.381,3
741,0.712,0.32,3
742,0.958,0.31,3
743,-0.246,0.372,3
744,0.72,0.298,3
746,0.145,0.355,3
747,0.448,0.323,3
749,-1.044,0.539,3
750,0.337,0.335,3
751,-0.269,0.393,3
753,-1.371,0.627,3
754,0.082,0.359,3
759,-0.629,0.417,3
760,0.493,0.332,3
761,2,0.329,3
762,1.589,0.32,3
763,-0.819,0.487,3
764,-0.975,0.528,3
765,-0.245,0.387,3
767,-0.291,0.401,3
768,-0.958,0.51,3
769,-0.625,0.437,3
770,-1.038,0.532,3
771,0.532,0.308,3
772,1.572,0.309,3
773,0.005,0.373,3
774,0.88,0.301,3
780,-0.841,0.487,3
781,0.287,0.315,3
782,-1.371,0.627,3
783,-0.252,0.364,3
784,-0.003,0.339,3
787,-1.371,0.627,3
789,-0.486,0.429,3
790,0.322,0.332,3
791,-1.044,0.539,3
798,-1.038,0.532,3
800,0.242,0.344,3
801,0.294,0.344,3
802,-1.371,0.627,3
804,0.093,0.343,3
805,-0.119,0.361,3
806,0.162,0.337,3
807,0.928,0.315,3
808,-1.371,0.627,3
809,1.328,0.313,3
810,-0.472,0.416,3
811,-0.543,0.431,3
812,1.128,0.306,3
813,-0.673,0.462,3
814,-0.824,0.5,3
815,0.241,0.33,3
816,0.061,0.357,3
817,0.681,0.31,3
818,-0.975,0.528,3
820,-1.038,0.532,3
821,-0.568,0.432,3
822,-0.853,0.505,3
823,1.506,0.315,3
824,1.268,0.304,3
825,1.176,0.302,3
826,0.286,0.33,3
827,-0.395,0.391,3
828,0.601,0.304,3
829,0.414,0.318,3
830,-1.371,0.627,3
831,-1.371,0.627,3
835,-0.17,0.371,3
836,-0.803,0.48,3
838,0.428,0.309,3
839,1.305,0.305,3
840,-1.371,0.627,3
841,-0.853,0.505,3
842,0.759,0.302,3
843,0.862,0.314,3
844,0.242,0.319,3
847,-0.853,0.505,3
848,0.017,0.35,3
849,-1.094,0.551,3
850,0.317,0.321,3
851,-0.263,0.379,3
852,-0.743,0.465,3
853,0.671,0.306,3
854,0.48,0.317,3
855,0.162,0.345,3
856,-0.975,0.528,3
858,-1.241,0.631,3
859,-0.183,0.358,3
860,-0.423,0.396,3
862,-1.371,0.627,3
863,1.664,0.311,3
865,-0.882,0.507,3
866,0.197,0.343,3
867,1.374,0.301,3
869,0.806,0.319,3
870,0.253,0.337,3
871,0.146,0.317,3
872,-0.151,0.354,3
873,-1.044,0.539,3
874,1.034,0.308,3
875,-0.145,0.352,3
880,-0.593,0.453,3
882,-0.413,0.384,3
883,0.332,0.335,3
884,-0.743,0.462,3
887,-0.566,0.438,3
888,1.066,0.313,3
889,0.926,0.309,3
890,0.146,0.343,3
10177,-1.044,0.539,3
892,-0.422,0.414,3
893,0.519,0.299,3
894,0.043,0.373,3
895,-0.484,0.435,3
896,-1.371,0.627,3
897,1.92,0.316,3
898,1.108,0.299,3
899,0.497,0.319,3
900,-0.568,0.432,3
901,-0.568,0.432,3
902,1.363,0.313,3
903,0.437,0.312,3
905,0.412,0.335,3
906,1.99,0.319,3
908,0.164,0.333,3
910,-1.371,0.627,3
911,-0.819,0.522,3
912,-0.207,0.369,3
913,-1.371,0.627,3
914,0.156,0.347,3
915,-0.111,0.367,3
917,-0.163,0.384,3
919,-0.102,0.374,3
921,0.137,0.331,3
922,-0.558,0.422,3
923,-0.882,0.507,3
924,0.334,0.339,3
925,-0.631,0.443,3
926,0.1,0.348,3
928,-1.371,0.627,3
929,-0.657,0.503,3
930,-0.065,0.348,3
932,0.687,0.308,3
933,-0.013,0.339,3
934,1.07,0.306,3
935,0.481,0.309,3
936,0.876,0.311,3
937,-0.439,0.417,3
938,-0.233,0.4,3
10184,1.483,0.314,3
940,0.199,0.339,3
941,-0.975,0.528,3
943,-0.841,0.487,3
945,0.326,0.332,3
946,0.619,0.326,3
947,0.826,0.302,3
948,1.472,0.306,3
949,-0.037,0.336,3
950,0.017,0.37,3
951,0.066,0.349,3
952,0.185,0.317,3
953,0.199,0.34,3
954,0.914,0.315,3
956,0.489,0.335,3
958,-0.034,0.37,3
959,-0.882,0.507,3
960,0.531,0.314,3
961,1.743,0.315,3
962,0.805,0.312,3
963,1.168,0.308,3
964,0.757,0.316,3
965,-0.566,0.438,3
966,0.362,0.318,3
967,-1.371,0.627,3
968,-0.014,0.336,3
969,0.128,0.332,3
971,-0.958,0.51,3
972,-1.371,0.627,3
973,0.982,0.308,3
975,0.45,0.311,3
976,-1.044,0.539,3
977,-1.371,0.627,3
978,-0.202,0.399,3
979,0.998,0.314,3
981,-1.371,0.627,3
982,0.234,0.339,3
983,-0.408,0.391,3
984,-1.044,0.539,3
985,-0.083,0.346,3
986,-0.62,0.455,3
987,-1.371,0.627,3
988,-0.005,0.362,3
989,2.54,0.372,3
990,-0.647,0.457,3
991,1.031,0.306,3
992,-0.054,0.354,3
993,1.168,0.313,3
994,0.084,0.34,3
996,-0.302,0.406,4
10019,-0.232,0.391,4
998,1.236,0.312,4
10100,-0.528,0.442,4
10153,0.559,0.308,4
10023,0.25,0.337,4
10033,-0.102,0.385,4
10001,0.348,0.315,4
10107,-0.841,0.487,4
10187,0.636,0.32,4
1011,-0.841,0.487,4
10014,0.296,0.335,4
10136,0.295,0.329,4
10137,0.165,0.345,4
10018,0.418,0.319,4
1019,1.982,0.317,4
10148,0.349,0.34,4
1022,-1.044,0.539,4
1025,-1.371,0.627,4
10128,0.48,0.316,4
1027,1.394,0.316,4
1028,0.307,0.337,4
10115,-0.593,0.453,4
10021,-0.803,0.48,4
10185,-1.094,0.551,4
10013,0.978,0.307,4
10237,0.839,0.318,4
1035,-1.371,0.627,4
10047,-1.371,0.627,4
10064,0.3,0.311,4
1039,0.69,0.292,4
10015,1.174,0.305,4
1041,0.905,0.316,4
10011,0.893,0.348,4
10152,-0.24,0.369,4
1045,-1.044,0.539,4
1046,0.635,0.313,4
10034,-0.472,0.411,4
10050,1.005,0.304,4
1051,0.867,0.314,4
10165,1.196,0.305,4
1054,0.463,0.306,4
10089,-0.497,0.416,4
10055,0.132,0.34,4
1058,-0.593,0.453,4
1059,0.129,0.318,4
10032,-0.346,0.391,4
10039,0.906,0.312,4
1063,0.885,0.31,4
10012,-0.251,0.356,4
10063,0.561,0.308,4
10170,1.494,0.308,4
10084,0.142,0.346,4
10046,-1.044,0.539,4
10027,0.419,0.33,4
1071,-0.007,0.348,4
1072,-0.236,0.37,4
1073,-0.305,0.364,4
1074,-1.371,0.627,4
10009,0.501,0.302,4
10083,1.03,0.309,4
10085,0.207,0.33,4
10077,0.921,0.312,4
10004,0.947,0.303,4
10104,0.245,0.349,4
10081,-1.371,0.627,4
10054,-0.543,0.431,4
10076,-0.672,0.469,4
10036,0.458,0.318,4
10078,0.141,0.327,4
10088,-0.672,0.469,4
10030,0.84,0.32,4
1091,-1.094,0.551,4
10005,-0.309,0.377,4
10114,0.423,0.321,4
1095,-0.165,0.367,4
10090,0.542,0.32,4
1099,0.432,0.324,4
10164,1.055,0.309,4
1101,-0.212,0.404,4
10048,2.457,0.345,4
10190,-0.349,0.416,4
1104,0.268,0.339,4
1105,-1.044,0.539,4
10010,-0.446,0.396,4
1108,-0.274,0.394,4
10201,-0.015,0.347,4
1110,-0.288,0.376,4
1111,1.039,0.306,4
10154,0.48,0.325,4
10003,0.383,0.317,4
10075,-1.371,0.627,4
10176,-1.094,0.551,4
10038,1.634,0.309,4
10053,0.835,0.311,4
10116,-0.656,0.461,4
1122,1.37,0.301,4
10236,1.206,0.302,4
10096,-0.882,0.507,4
10043,0.712,0.32,4
1128,1.185,0.299,4
10127,0.43,0.323,4
10173,0.631,0.3,4
10074,-0.125,0.38,4
1133,0.481,0.312,4
1134,-0.882,0.507,4
1135,0.03,0.363,4
10210,0.464,0.331,4
10024,0.094,0.346,4
1139,1.014,0.304,4
10022,-0.593,0.453,4
1141,-0.011,0.362,4
1143,-0.259,0.361,4
10026,-1.371,0.627,4
10188,-0.417,0.409,4
1146,0.369,0.321,4
1147,-0.574,0.435,4
1148,0.959,0.315,4
1149,-0.625,0.463,4
10007,0.97,0.312,4
10079,-0.278,0.399,4
10159,-0.301,0.397,4
1155,-1.371,0.627,4
1156,0.744,0.316,4
10131,-0.824,0.5,4
10120,0.096,0.339,4
1161,-0.342,0.395,4
10125,1.151,0.306,4
1163,-0.118,0.352,4
10008,-0.625,0.463,4
10146,-0.037,0.336,4
10130,0.957,0.314,4
1171,-1.044,0.539,4
10052,-0.274,0.411,4
1175,0.797,0.31,4
1177,-0.264,0.384,4
10141,0.181,0.34,4
10095,-0.157,0.374,4
10045,-1.371,0.627,4
10037,-0.52,0.419,4
1183,-0.134,0.386,4
1184,0.262,0.329,4
10144,-1.371,0.627,4
1187,-0.853,0.505,4
1188,-0.882,0.507,4
10109,1.001,0.302,4
10183,-1.354,0.641,4
1191,-0.047,0.375,4
1193,0.184,0.328,4
1194,1.421,0.313,4
10031,0.922,0.305,4
10178,-0.708,0.468,4
10151,-0.257,0.392,4
10042,-0.036,0.372,4
1199,0.438,0.315,4
10117,0.73,0.31,4
10099,-0.875,0.485,4
1204,1.145,0.316,4
10020,0.509,0.3,4
10069,-0.328,0.378,4
10145,-1.371,0.627,4
10066,-0.433,0.422,4
10025,1.274,0.307,4
10110,0.174,0.321,4
10056,0.031,0.353,4
1213,0.656,0.314,4
1214,0.623,0.311,4
10098,0.125,0.336,4
10057,0.477,0.306,4
10006,0.211,0.341,4
10126,0.242,0.34,4
10162,-0.353,0.382,4
10073,-0.622,0.456,4
10189,-0.386,0.388,4
10060,-1.371,0.627,4
10062,-0.237,0.393,4
10142,-1.371,0.627,4
1230,0.381,0.317,4
10101,-1.052,0.621,4
10065,-0.647,0.457,4
10061,0.023,0.348,4
10103,-1.371,0.627,4
1236,0.251,0.34,4
1237,-1.371,0.627,4
1238,-0.047,0.355,4
10051,-0.439,0.417,4
1240,1.586,0.309,4
1242,1.281,0.309,4
1244,0.364,0.315,4
10093,0.91,0.301,4
10092,-1.371,0.627,4
10149,-0.134,0.386,4
10041,0.115,0.33,4
10169,-0.747,0.476,4
1252,-1.371,0.627,4
10070,0.769,0.319,4
1255,1.35,0.312,4
1256,0.205,0.329,4
1257,-1.371,0.627,4
1260,0.45,0.304,4
1261,-1.044,0.539,4
1262,-0.352,0.404,4
10059,1.097,0.304,4
1264,0.608,0.308,4
1266,0.841,0.317,4
10068,-0.626,0.448,4
1268,-0.058,0.341,4
10058,-0.026,0.364,4
1271,1.256,0.309,4
1273,-1.371,0.627,4
10168,0.202,0.313,4
1276,1.689,0.307,4
10035,0.315,0.323,4
1278,-0.629,0.417,4
10172,-1.371,0.627,4
10186,-1.371,0.627,4
10016,-0.853,0.505,4
10002,1.332,0.313,4
10040,0.419,0.332,4
10080,0.27,0.339,4
10071,0.514,0.313,4
10191,-1.371,0.627,4
1288,0.233,0.334,4
1289,0.284,0.321,4
1290,0.155,0.339,4
10028,1.311,0.315,4
10086,0.26,0.32,4
10017,-0.647,0.457,4
10067,1.991,0.319,4
1297,-1.371,0.627,4
1299,-1.044,0.539,4
10049,1.223,0.316,4
10072,-0.647,0.457,4
1304,-0.203,0.371,4
1306,-1.311,0.636,4
1307,0.639,0.299,4
10155,-0.244,0.36,4
1309,0.487,0.33,4
10121,-1.094,0.551,4
10087,0.767,0.315,4
10029,0.072,0.337,4
10044,-1.044,0.539,4
10082,-1.044,0.539,4
1316,0.203,0.337,4
1317,0.56,0.322,4
1318,-1.371,0.627,4
1319,0.872,0.295,4
1320,-0.558,0.422,4
1321,0.038,0.367,4
1322,-0.517,0.405,5
1323,-0.449,0.406,5
1324,-0.681,0.466,5
1325,0.352,0.325,5
1327,-0.306,0.386,5
1328,-0.245,0.386,5
1329,2.377,0.341,5
1331,-0.975,0.528,5
1332,-0.346,0.391,5
1333,-1.044,0.539,5
1335,-0.419,0.412,5
1336,0.095,0.337,5
1338,0.768,0.308,5
1339,-0.882,0.507,5
1341,-0.137,0.379,5
1342,-0.819,0.487,5
1343,0.304,0.332,5
1344,0.132,0.333,5
1346,-0.666,0.471,5
1348,0.726,0.304,5
1349,-0.085,0.351,5
1350,0.712,0.32,5
1351,0.497,0.307,5
1353,-0.121,0.361,5
1355,0.086,0.345,5
1356,-0.803,0.48,5
1357,0.013,0.355,5
1358,-1.371,0.627,5
1359,0.229,0.333,5
1360,0.247,0.334,5
1364,0.813,0.318,5
1365,0.126,0.364,5
1366,0.387,0.305,5
1368,-0.52,0.419,5
1369,-0.374,0.391,5
1370,-1.371,0.627,5
1375,1.168,0.307,5
1376,-0.107,0.353,5
1377,0.77,0.305,5
1378,-0.528,0.442,5
1379,0.058,0.336,5
1380,-0.101,0.375,5
1383,0.937,0.306,5
1384,-0.329,0.41,5
1385,-1.038,0.532,5
1386,-1.2,0.624,5
1387,-0.625,0.463,5
1388,0.918,0.307,5
1390,0.223,0.321,5
1392,1.355,0.317,5
1393,-0.309,0.396,5
1394,1.007,0.306,5
1396,1.339,0.303,5
1397,3.176,0.465,5
1398,0.646,0.3,5
1400,-0.246,0.396,5
1401,0.657,0.328,5
1402,0.486,0.336,5
1403,0.068,0.342,5
1404,0.505,0.317,5
1405,0.92,0.311,5
1406,1.469,0.314,5
1407,0.098,0.35,5
1408,-1.371,0.627,5
1409,-0.385,0.387,5
1410,1.089,0.306,5
1411,-0.357,0.414,5
1412,-1.371,0.627,5
1413,0.177,0.331,5
1415,-0.294,0.372,5
1417,1.121,0.303,5
1418,-1.371,0.627,5
1419,0.556,0.305,5
1421,0.325,0.328,5
1422,-0.137,0.362,5
1424,-0.647,0.457,5
1426,-1.044,0.539,5
1427,-0.528,0.442,5
1428,-0.69,0.458,5
1430,-1.371,0.627,5
1431,0.529,0.31,5
1432,-0.053,0.35,5
1433,-0.512,0.401,5
1435,-0.597,0.437,5
1437,-0.257,0.392,5
1438,-1.371,0.627,5
1439,-0.747,0.476,5
1440,-1.371,0.627,5
1441,-1.371,0.627,5
1442,-0.603,0.426,5
1443,-1.371,0.627,5
1446,-0.843,0.491,5
1447,-0.409,0.413,5
1448,1.018,0.314,5
1449,-0.528,0.442,5
1450,-1.371,0.627,5
1451,-1.371,0.627,5
1452,-0.339,0.395,5
1453,-1.371,0.627,5
1454,0.014,0.357,5
1455,1.104,0.306,5
1456,0.403,0.322,5
1457,-1.371,0.627,5
1458,-1.044,0.539,5
1459,-1.094,0.551,5
1461,1.607,0.312,5
1462,-0.155,0.375,5
1463,-1.371,0.627,5
1464,-0.255,0.384,5
1465,0.016,0.346,5
1468,0.957,0.316,5
1469,0.051,0.354,5
1470,-0.015,0.353,5
1471,-1.094,0.551,5
1475,0.475,0.331,5
1476,1.285,0.311,5
1478,0.161,0.352,5
1481,0.161,0.351,5
1482,-0.672,0.469,5
1484,-0.358,0.365,5
1487,-0.882,0.507,5
1489,-0.747,0.476,5
1490,-1.371,0.627,5
1493,0.834,0.303,5
1494,2.248,0.334,5
1497,0.881,0.306,5
1499,0.015,0.361,5
1501,0.898,0.307,5
1502,-1.371,0.627,5
1503,-1.2,0.624,5
1505,1.08,0.303,5
1507,-1.371,0.627,5
1508,-0.656,0.461,5
1509,-1.371,0.627,5
1511,0.357,0.304,5
1512,-1.371,0.627,5
1513,-1.371,0.627,5
1517,-1.044,0.539,5
1518,0.273,0.325,5
1519,-0.882,0.507,5
1521,0.088,0.362,5
1522,-1.371,0.627,5
1524,-0.139,0.367,5
1525,-0.471,0.378,5
1527,-1.371,0.627,5
1528,-0.625,0.463,5
1532,-0.329,0.41,5
1533,0.197,0.343,5
1534,-1.368,0.63,5
1535,-0.626,0.448,5
1537,0.018,0.354,5
1538,0.105,0.327,5
1540,0.427,0.302,5
1541,-0.382,0.389,5
1542,1.434,0.316,5
1543,0.498,0.318,5
1548,-0.382,0.4,5
1549,-0.656,0.461,5
1550,-1.094,0.551,5
1551,0.657,0.319,5
1552,-0.401,0.396,5
1553,-1.094,0.551,5
1554,2.142,0.334,5
1555,-0.303,0.389,5
1558,-0.625,0.463,5
1559,1.148,0.314,5
1561,-0.251,0.386,5
1563,-1.371,0.627,5
1565,1.185,0.314,5
1566,-0.316,0.39,5
1567,0.97,0.301,5
1568,0.431,0.314,5
1569,-1.371,0.627,5
