ff_id,PAF,PAF_SE,city
1,0.073,0.376,1
2,-0.465,0.34,1
4,-1.662,0.306,1
5,-1.122,0.327,1
6,0.933,0.464,1
7,-1.033,0.327,1
8,-0.312,0.348,1
11,-0.901,0.33,1
13,-0.686,0.339,1
16,1.56,0.606,1
19,-1.117,0.322,1
20,-1.006,0.32,1
21,-0.269,0.361,1
22,-0.417,0.336,1
24,0.592,0.424,1
26,-0.72,0.331,1
28,0.426,0.402,1
29,0.206,0.39,1
30,-1.575,0.308,1
31,0.521,0.426,1
38,-1.216,0.324,1
41,0.526,0.41,1
42,-0.51,0.337,1
43,-1.29,0.317,1
45,1.56,0.606,1
47,-1.402,0.317,1
48,-1.606,0.305,1
49,1.089,0.502,1
52,-0.631,0.337,1
54,-0.237,0.343,1
55,-1.69,0.316,1
58,-0.42,0.343,1
59,1.56,0.606,1
61,0.215,0.386,1
63,0.136,0.385,1
66,-0.521,0.346,1
68,0.768,0.446,1
69,-0.012,0.368,1
70,1.56,0.606,1
71,1.56,0.606,1
73,-0.939,0.322,1
74,-0.239,0.355,1
75,-0.124,0.362,1
77,-0.242,0.35,1
78,-2.412,0.3,1
79,0.478,0.408,1
81,-0.006,0.372,1
82,-0.673,0.341,1
83,-0.605,0.335,1
84,0.046,0.357,1
86,-0.506,0.338,1
87,0.337,0.403,1
88,-0.745,0.327,1
89,-0.392,0.353,1
91,-0.973,0.33,1
95,0.066,0.366,1
96,-0.717,0.325,1
97,-1.875,0.305,1
98,-0.421,0.344,1
100,-0.835,0.334,1
101,-0.42,0.33,1
102,0.195,0.389,1
103,-0.884,0.326,1
104,-1.169,0.328,1
105,-0.935,0.323,1
106,0.823,0.463,1
107,-0.861,0.329,1
109,0.319,0.403,1
110,-0.403,0.345,1
112,-0.401,0.349,1
114,-0.384,0.348,1
116,0.938,0.465,1
117,-0.953,0.324,1
118,-0.442,0.337,1
120,-0.138,0.357,1
122,0.352,0.385,1
126,0.9,0.477,1
127,1.56,0.606,1
128,0.601,0.425,1
130,0.976,0.494,1
132,0.062,0.366,1
133,0.103,0.37,1
135,0.029,0.364,1
136,-0.17,0.36,1
137,-0.719,0.326,1
139,-1.452,0.316,1
144,0.463,0.421,1
146,-0.233,0.355,1
147,0.572,0.421,1
148,0.009,0.371,1
151,-0.211,0.361,1
156,0.145,0.386,1
158,-0.014,0.367,1
159,-0.355,0.341,1
160,-0.596,0.335,1
161,-0.369,0.354,1
162,0.441,0.385,1
164,0.393,0.411,1
165,-0.449,0.347,1
166,-0.216,0.344,1
167,-0.54,0.345,1
168,-1.606,0.31,1
170,-2.63,0.303,1
171,0.115,0.385,1
172,0.15,0.382,1
173,-0.146,0.366,1
175,0.17,0.387,1
178,1.56,0.606,1
179,-0.565,0.335,1
181,-1.165,0.317,1
182,-0.469,0.346,1
185,0.863,0.468,1
187,-0.445,0.328,1
188,-0.713,0.335,1
190,1.56,0.606,1
191,-0.773,0.329,1
194,0.997,0.501,1
195,0.823,0.463,1
197,-0.429,0.342,1
198,-0.049,0.373,1
200,-1.085,0.323,1
202,-1.022,0.323,1
203,-0.112,0.365,1
204,1.044,0.506,1
205,-1.39,0.314,1
207,1.039,0.489,1
209,0.007,0.372,1
210,-0.715,0.335,1
211,1.56,0.606,1
212,0.203,0.386,1
216,-1.467,0.313,1
217,-0.533,0.344,1
218,-0.033,0.367,1
219,1.56,0.606,1
221,0.371,0.402,1
222,-0.693,0.336,1
227,1.56,0.606,1
228,-0.534,0.342,1
231,-0.656,0.336,1
232,0.825,0.457,1
237,1.56,0.606,1
238,-0.687,0.332,1
239,-0.115,0.361,1
242,1.235,0.54,1
243,-0.751,0.328,1
244,-0.784,0.334,1
245,-0.52,0.336,1
246,-0.694,0.333,1
248,1.01,0.501,1
249,-0.336,0.353,1
250,-0.538,0.338,1
251,-0.231,0.357,1
252,0.711,0.436,1
253,1.56,0.606,1
254,0.889,0.476,1
255,1.23,0.537,1
259,-0.548,0.337,1
263,0.113,0.386,1
267,-1.183,0.319,1
269,-1.357,0.321,1
271,0.294,0.396,1
272,1.223,0.533,1
274,-0.917,0.324,1
275,-0.344,0.343,1
276,0.442,0.414,1
277,-0.765,0.332,1
278,-1.402,0.317,1
279,-1.151,0.317,1
280,-0.198,0.355,1
281,-1.341,0.321,1
287,-1.069,0.317,1
288,-0.741,0.33,1
291,-1.884,0.305,1
292,-1.671,0.315,1
293,-1.272,0.316,1
294,0.715,0.457,1
295,-0.001,0.379,1
296,-1.402,0.317,1
297,-1.42,0.317,1
298,-0.821,0.333,1
299,-1.119,0.319,1
301,-0.7,0.335,1
302,-0.684,0.325,1
304,-1.499,0.315,1
305,0.261,0.394,1
306,0.605,0.433,1
307,-0.006,0.365,1
309,-1.178,0.325,1
312,0.394,0.41,1
313,-1.726,0.308,1
315,0.166,0.384,1
317,-0.901,0.33,1
318,1.56,0.606,1
319,-1.23,0.321,1
320,-0.462,0.34,1
321,-1.518,0.315,1
322,-0.379,0.339,1
325,-1.647,0.312,1
326,-0.627,0.334,1
327,0.863,0.468,1
330,-0.075,0.364,1
331,-0.931,0.332,2
332,0.589,0.429,2
334,-0.907,0.331,2
335,0.351,0.394,2
336,-1.182,0.321,2
337,1.23,0.537,2
339,-1.468,0.318,2
340,-1.603,0.312,2
342,-0.084,0.367,2
343,-0.873,0.331,2
344,0.444,0.406,2
346,-0.112,0.357,2
348,-0.896,0.328,2
349,1.124,0.513,2
351,-1.122,0.325,2
353,-0.797,0.327,2
354,0.758,0.449,2
355,-0.44,0.345,2
357,0.332,0.396,2
358,-0.375,0.351,2
360,-1.033,0.325,2
364,1.56,0.606,2
366,1.56,0.606,2
367,-0.449,0.346,2
368,-0.38,0.35,2
369,-0.159,0.356,2
371,-0.782,0.335,2
375,-0.934,0.326,2
376,0.177,0.384,2
377,0.889,0.485,2
378,-0.077,0.356,2
379,0.157,0.39,2
380,-1.317,0.322,2
381,-0.062,0.359,2
383,0.089,0.377,2
385,-0.722,0.329,2
386,-0.347,0.339,2
388,0.976,0.494,2
389,0.441,0.411,2
390,-0.288,0.351,2
391,0.246,0.398,2
392,-1.106,0.325,2
395,1.137,0.515,2
397,0.225,0.395,2
398,-0.866,0.327,2
399,-0.891,0.333,2
401,0.87,0.484,2
402,-1.507,0.316,2
403,0.463,0.421,2
404,0.159,0.382,2
405,-0.182,0.355,2
407,-0.082,0.353,2
408,0.396,0.416,2
409,-1.162,0.315,2
410,-0.156,0.36,2
411,0.831,0.462,2
412,-0.524,0.335,2
413,-0.396,0.341,2
414,-0.311,0.345,2
415,0.829,0.46,2
417,0.454,0.405,2
421,0.976,0.494,2
423,0.966,0.495,2
425,-0.497,0.33,2
426,0.605,0.434,2
428,-1.643,0.313,2
429,-0.893,0.326,2
435,-1.029,0.315,2
437,0.9,0.477,2
439,1.039,0.489,2
441,-1.054,0.32,2
442,-0.399,0.346,2
443,0.213,0.391,2
444,0.97,0.489,2
445,0.823,0.463,2
446,0.768,0.45,2
448,-0.064,0.374,2
450,0.077,0.379,2
452,0.172,0.38,2
453,1.151,0.513,2
454,-0.38,0.345,2
455,-1.152,0.317,2
458,-0.931,0.332,2
459,1.56,0.606,2
460,-0.922,0.332,2
461,-0.505,0.341,2
462,1.56,0.606,2
464,-0.558,0.342,2
465,0.135,0.383,2
470,-0.073,0.36,2
471,0.825,0.459,2
472,-0.202,0.357,2
473,-0.055,0.369,2
474,0.394,0.41,2
475,0.415,0.412,2
478,-1.239,0.32,2
479,0.046,0.371,2
480,-0.855,0.33,2
481,0.633,0.439,2
482,1.235,0.54,2
483,0.038,0.379,2
484,-0.914,0.319,2
487,-1.019,0.323,2
489,1.56,0.606,2
491,0.73,0.453,2
492,0.463,0.421,2
493,-0.67,0.332,2
495,0.394,0.41,2
496,0.11,0.379,2
499,-1.343,0.313,2
503,0.37,0.406,2
504,1.56,0.606,2
505,-0.108,0.361,2
506,0.494,0.394,2
507,-0.401,0.344,2
509,1.56,0.606,2
510,-1.272,0.316,2
512,-0.866,0.325,2
513,-0.142,0.365,2
515,0.266,0.389,2
516,0.698,0.447,2
517,0.9,0.477,2
518,0.488,0.421,2
519,-0.265,0.348,2
522,-0.938,0.332,2
524,-1.287,0.32,2
525,1.23,0.537,2
526,-0.585,0.336,2
527,0.394,0.391,2
528,1.56,0.606,2
532,0.046,0.375,2
533,0.97,0.489,2
535,-0.706,0.338,2
538,-1.021,0.341,2
539,0.463,0.421,2
541,-0.661,0.333,2
542,-0.176,0.351,2
544,0.259,0.372,2
545,-1.046,0.316,2
546,-1.35,0.321,2
548,1.56,0.606,2
550,1.56,0.606,2
551,0.538,0.427,2
552,0.97,0.489,2
555,0.369,0.41,2
557,-1.157,0.319,2
558,-0.048,0.369,2
560,0.332,0.393,2
561,-0.209,0.346,2
562,-0.074,0.358,2
564,0.542,0.42,2
565,0.284,0.385,2
567,-0.196,0.364,2
568,-0.32,0.343,2
570,0.091,0.384,2
571,-0.574,0.34,2
573,0.112,0.379,2
575,0.221,0.397,2
576,-0.878,0.324,2
578,-2.017,0.319,2
579,-0.083,0.367,2
581,-1.14,0.312,2
582,1.56,0.606,2
583,-0.224,0.36,2
584,0.615,0.441,2
586,-1.006,0.326,2
587,0.275,0.387,2
588,0.691,0.445,2
589,1.56,0.606,2
591,0.966,0.495,2
593,0.559,0.423,2
595,0.442,0.414,2
596,-0.619,0.335,2
600,0.141,0.355,2
601,1.235,0.54,2
603,-1.315,0.314,2
604,-0.555,0.338,2
605,0.69,0.45,2
608,-0.137,0.36,2
609,-0.379,0.35,2
610,0.789,0.467,2
612,-1.1,0.325,2
613,-0.976,0.322,2
614,-0.55,0.339,2
617,-1.501,0.312,2
619,-1.014,0.321,2
622,-0.131,0.362,2
623,0.174,0.387,2
625,0.415,0.412,2
626,-0.439,0.345,2
627,1.177,0.538,2
628,0.024,0.375,2
632,0.406,0.408,2
634,0.339,0.404,2
635,0.04,0.368,2
636,-2.346,0.309,2
637,-1.419,0.315,2
638,-1.287,0.317,2
640,-0.451,0.34,2
642,-0.401,0.349,2
643,-0.073,0.367,2
646,0.864,0.47,2
647,1.219,0.532,2
648,0.417,0.41,2
649,-0.522,0.334,2
650,-0.469,0.34,2
651,-0.792,0.334,2
653,0.494,0.419,2
656,1.223,0.533,2
657,0.123,0.383,3
658,-0.478,0.335,3
659,-1.298,0.316,3
661,0.976,0.494,3
662,0.435,0.395,3
663,1.56,0.606,3
664,0.154,0.371,3
665,-0.675,0.338,3
666,-0.806,0.326,3
669,1.56,0.606,3
671,-0.495,0.346,3
672,-1.278,0.326,3
673,0.171,0.389,3
674,-1.786,0.301,3
675,1.56,0.606,3
676,-2.371,0.305,3
677,-0.334,0.35,3
679,-1.314,0.318,3
680,0.976,0.494,3
681,-0.269,0.347,3
682,0.437,0.423,3
685,-0.248,0.342,3
686,0.739,0.419,3
687,-1.048,0.318,3
688,-0.589,0.343,3
690,-1.156,0.327,3
691,0.443,0.403,3
692,0.208,0.389,3
693,-0.261,0.338,3
694,-0.031,0.366,3
697,-0.974,0.327,3
699,1.56,0.606,3
700,0.019,0.373,3
701,0.316,0.405,3
702,-0.896,0.329,3
703,-1.216,0.316,3
704,-0.492,0.343,3
706,-0.741,0.334,3
711,-0.551,0.337,3
715,-1.582,0.312,3
717,1.56,0.606,3
719,0.362,0.409,3
720,0.779,0.449,3
721,-0.76,0.322,3
722,0.392,0.414,3
723,0.256,0.393,3
724,-2.441,0.321,3
727,-0.737,0.33,3
733,-0.833,0.332,3
734,1.045,0.491,3
735,0.349,0.403,3
737,0.153,0.385,3
739,-0.071,0.353,3
740,-0.922,0.327,3
741,-0.538,0.336,3
742,-0.749,0.333,3
743,1.56,0.606,3
744,-0.997,0.322,3
746,1.56,0.606,3
747,-0.036,0.35,3
749,-0.246,0.356,3
750,-0.28,0.349,3
751,0.178,0.393,3
753,0.027,0.373,3
754,0.446,0.419,3
759,0.112,0.371,3
760,-0.837,0.326,3
761,0.413,0.414,3
762,-0.92,0.323,3
763,0.331,0.413,3
764,0.202,0.383,3
765,1.23,0.537,3
767,0.829,0.46,3
768,0.172,0.388,3
769,0.43,0.417,3
770,-0.307,0.352,3
771,-0.663,0.336,3
772,0.464,0.407,3
773,0.153,0.372,3
774,-0.63,0.335,3
780,0.351,0.404,3
781,-0.484,0.339,3
782,0.558,0.416,3
783,0.633,0.439,3
784,-1.087,0.331,3
787,0.826,0.461,3
789,1.235,0.54,3
790,1.56,0.606,3
791,0.17,0.395,3
798,0.188,0.369,3
800,0.739,0.419,3
801,0.903,0.48,3
802,0.614,0.434,3
804,0.759,0.459,3
805,0.739,0.419,3
806,-0.175,0.361,3
807,-0.281,0.355,3
808,-0.115,0.363,3
809,-1.089,0.328,3
810,0.415,0.412,3
811,-0.246,0.348,3
812,-1.214,0.319,3
813,0.966,0.495,3
814,1.56,0.606,3
815,0.013,0.364,3
816,1.56,0.606,3
817,-0.219,0.352,3
818,0.52,0.414,3
820,0.633,0.44,3
821,-0.255,0.351,3
822,0.29,0.385,3
823,-0.948,0.331,3
824,-1.41,0.322,3
825,-0.335,0.351,3
826,0.82,0.456,3
827,-0.82,0.328,3
828,-1.872,0.309,3
829,0.207,0.373,3
830,0.169,0.39,3
831,0.831,0.462,3
835,0.278,0.379,3
836,-0.375,0.352,3
838,-0.508,0.346,3
839,-1.672,0.31,3
840,-0.514,0.342,3
841,0.094,0.383,3
842,0.212,0.388,3
843,-0.676,0.335,3
844,-0.095,0.369,3
847,-0.048,0.361,3
848,1.124,0.513,3
849,0.264,0.396,3
850,0.522,0.427,3
851,0.184,0.388,3
852,-0.546,0.341,3
853,-1.239,0.323,3
854,-0.64,0.34,3
855,0.976,0.494,3
856,-0.454,0.348,3
858,0.767,0.445,3
859,-0.297,0.353,3
860,-0.043,0.373,3
862,1.235,0.54,3
863,1.039,0.489,3
865,0.417,0.424,3
866,-0.833,0.328,3
867,0.217,0.378,3
869,-0.794,0.333,3
870,-0.332,0.346,3
871,-0.399,0.344,3
872,-0.553,0.338,3
873,1.56,0.606,3
874,-1.906,0.314,3
875,-0.239,0.352,3
880,0.173,0.382,3
882,0.585,0.429,3
883,-0.57,0.338,3
884,-0.639,0.34,3
887,-0.431,0.35,3
888,-1.575,0.315,3
889,0.376,0.409,3
890,0.083,0.385,3
10177,0.332,0.396,3
892,0.426,0.413,3
893,0.077,0.378,3
894,1.235,0.54,3
895,-0.268,0.353,3
896,0.183,0.387,3
897,-1.496,0.305,3
898,-2.067,0.301,3
899,-0.533,0.327,3
900,-1.047,0.327,3
901,-1.126,0.319,3
902,-1.055,0.326,3
903,-0.542,0.338,3
905,0.251,0.385,3
906,-0.283,0.349,3
908,-1.014,0.321,3
910,0.082,0.38,3
911,1.039,0.489,3
912,-0.375,0.352,3
913,0.585,0.428,3
914,-0.038,0.368,3
915,1.235,0.54,3
917,1.56,0.606,3
919,0.446,0.409,3
921,0.322,0.397,3
922,0.331,0.407,3
923,0.331,0.392,3
924,0.354,0.399,3
925,0.706,0.449,3
926,0.317,0.382,3
928,0.269,0.397,3
929,1.039,0.489,3
930,0.113,0.382,3
932,0.187,0.385,3
933,-0.884,0.328,3
934,-1.188,0.321,3
935,-0.255,0.348,3
936,-0.83,0.325,3
937,1.56,0.606,3
938,-0.919,0.322,3
10184,-0.216,0.354,3
940,1.235,0.54,3
941,1.183,0.539,3
943,-0.844,0.334,3
945,-0.923,0.332,3
946,0.512,0.414,3
947,-0.841,0.329,3
948,-0.827,0.327,3
949,-0.708,0.325,3
950,0.227,0.377,3
951,-0.058,0.358,3
952,-0.9,0.326,3
953,-0.982,0.325,3
954,0.038,0.379,3
956,1.124,0.513,3
958,0.889,0.485,3
959,0.69,0.45,3
960,0.211,0.396,3
961,1.23,0.537,3
962,-0.321,0.347,3
963,-1.005,0.326,3
964,-0.173,0.353,3
965,-0.069,0.363,3
966,-0.891,0.327,3
967,1.56,0.606,3
968,-0.313,0.347,3
969,-0.296,0.35,3
971,-0.225,0.351,3
972,0.381,0.416,3
973,-1.011,0.314,3
975,-0.357,0.343,3
976,0.225,0.395,3
977,0.437,0.423,3
978,0.87,0.484,3
979,0.758,0.449,3
981,1.235,0.54,3
982,0.377,0.409,3
983,0.183,0.387,3
984,-0.906,0.331,3
985,-0.21,0.351,3
986,-0.664,0.335,3
987,1.56,0.606,3
988,0.142,0.387,3
989,-2.251,0.313,3
990,-0.032,0.365,3
991,0.638,0.437,3
992,-0.838,0.329,3
993,0.31,0.393,3
994,-0.515,0.339,3
996,0.394,0.41,4
10019,0.027,0.368,4
998,0.737,0.443,4
10100,-0.396,0.346,4
10153,-0.364,0.343,4
10023,-0.53,0.339,4
10033,0.582,0.404,4
10001,-1.497,0.316,4
10107,0.423,0.413,4
10187,1.137,0.515,4
1011,1.01,0.501,4
10014,0.715,0.457,4
10136,0.9,0.477,4
10137,0.669,0.444,4
10018,0.826,0.461,4
1019,-0.327,0.34,4
10148,-0.515,0.346,4
1022,-0.311,0.353,4
1025,0.571,0.434,4
10128,-0.192,0.356,4
1027,1.56,0.606,4
1028,0.22,0.384,4
10115,-0.767,0.332,4
10021,0.903,0.48,4
10185,-0.136,0.359,4
10013,-1.977,0.307,4
10237,0.473,0.42,4
1035,0.174,0.387,4
10047,-0.095,0.371,4
10064,-0.963,0.325,4
1039,-1.253,0.323,4
10015,-1.841,0.306,4
1041,0.074,0.38,4
10011,-2.057,0.305,4
10152,0.319,0.402,4
1045,0.699,0.451,4
1046,0.048,0.378,4
10034,0.103,0.386,4
10050,0.346,0.396,4
1051,-0.233,0.35,4
10165,-1.514,0.32,4
1054,-0.234,0.355,4
10089,0.373,0.407,4
10055,1.124,0.513,4
1058,0.487,0.425,4
1059,0.238,0.396,4
10032,1.23,0.537,4
10039,-1.512,0.316,4
1063,-1.289,0.321,4
10012,-0.381,0.348,4
10063,-0.052,0.354,4
10170,-1.439,0.313,4
10084,0.418,0.412,4
10046,1.045,0.491,4
10027,-0.138,0.353,4
1071,-0.463,0.343,4
1072,0.582,0.406,4
1073,-0.146,0.368,4
1074,0.464,0.401,4
10009,-0.559,0.337,4
10083,-0.893,0.324,4
10085,1.039,0.489,4
10077,-0.324,0.345,4
10004,-0.637,0.34,4
10104,0.512,0.429,4
10081,0.889,0.485,4
10054,0.154,0.371,4
10076,-0.172,0.354,4
10036,0.573,0.42,4
10078,-0.47,0.34,4
10088,-0.069,0.369,4
10030,-1.118,0.323,4
1091,-0.213,0.354,4
10005,-0.043,0.369,4
10114,0.085,0.373,4
1095,-0.706,0.331,4
10090,-0.343,0.345,4
1099,-0.849,0.33,4
10164,0.294,0.395,4
1101,-0.079,0.359,4
10048,-1.208,0.327,4
10190,-0.203,0.352,4
1104,1.223,0.533,4
1105,-0.693,0.334,4
10010,-0.228,0.358,4
1108,-0.611,0.333,4
10201,0.464,0.42,4
1110,-0.877,0.322,4
1111,-0.526,0.332,4
10154,1.56,0.606,4
10003,-1.535,0.314,4
10075,0.676,0.448,4
10176,0.246,0.391,4
10038,-0.819,0.324,4
10053,0.087,0.373,4
10116,1.56,0.606,4
1122,0.514,0.397,4
10236,-2.127,0.308,4
10096,0.64,0.441,4
10043,0.024,0.371,4
1128,-0.23,0.353,4
10127,-0.225,0.348,4
10173,-0.266,0.347,4
10074,-0.502,0.345,4
1133,0.272,0.397,4
1134,1.151,0.513,4
1135,1.045,0.491,4
10210,1.045,0.491,4
10024,1.23,0.537,4
1139,-0.642,0.335,4
10022,0.266,0.4,4
1141,0.972,0.491,4
1143,0.454,0.405,4
10026,0.903,0.48,4
10188,0.503,0.43,4
1146,-0.689,0.333,4
1147,0.075,0.375,4
1148,-1.125,0.326,4
1149,0.689,0.432,4
10007,-0.55,0.334,4
10079,0.891,0.478,4
10159,0.7,0.451,4
1155,0.581,0.406,4
1156,0.764,0.453,4
10131,-0.188,0.367,4
10120,0.245,0.387,4
1161,0.039,0.369,4
10125,0.614,0.434,4
1163,-0.26,0.353,4
10008,1.124,0.513,4
10146,0.997,0.501,4
10130,-0.165,0.359,4
1171,0.9,0.477,4
10052,-0.468,0.359,4
1175,-1.219,0.318,4
1177,0.569,0.408,4
10141,-0.092,0.364,4
10095,1.56,0.606,4
10045,1.56,0.606,4
10037,-0.827,0.33,4
1183,0.319,0.407,4
1184,-0.749,0.331,4
10144,0.972,0.491,4
1187,0.14,0.386,4
1188,-0.145,0.362,4
10109,-1.904,0.305,4
10183,-2.598,0.313,4
1191,0.37,0.406,4
1193,-0.552,0.335,4
1194,-0.257,0.353,4
10031,-1.445,0.312,4
10178,-1.269,0.321,4
10151,-0.844,0.331,4
10042,1.56,0.606,4
1199,-1.098,0.329,4
10117,0.206,0.372,4
10099,-0.122,0.36,4
1204,-0.642,0.328,4
10020,-1.198,0.322,4
10069,-0.038,0.369,4
10145,0.242,0.389,4
10066,-1.243,0.323,4
10025,1.23,0.537,4
10110,1.56,0.606,4
10056,-0.947,0.329,4
1213,0.04,0.377,4
1214,-0.336,0.345,4
10098,0.358,0.383,4
10057,-0.969,0.328,4
10006,0.969,0.49,4
10126,-2.012,0.31,4
10162,0.826,0.461,4
10073,1.56,0.606,4
10189,-0.519,0.335,4
10060,0.776,0.446,4
10062,0.465,0.419,4
10142,0.092,0.383,4
1230,-0.163,0.359,4
10101,-0.22,0.353,4
10065,0.933,0.464,4
10061,-0.011,0.365,4
10103,0.889,0.476,4
1236,1.045,0.491,4
1237,0.381,0.407,4
1238,0.235,0.395,4
10051,-1.434,0.32,4
1240,-0.28,0.346,4
1242,-0.011,0.366,4
1244,-0.073,0.363,4
10093,-0.635,0.328,4
10092,0.64,0.441,4
10149,0.82,0.456,4
10041,-0.641,0.342,4
10169,-0.478,0.333,4
1252,1.56,0.606,4
10070,0.741,0.441,4
1255,-1.102,0.321,4
1256,-0.102,0.354,4
1257,0.895,0.474,4
1260,-0.979,0.325,4
1261,1.219,0.532,4
1262,-0.017,0.367,4
10059,-1.901,0.309,4
1264,-1.261,0.319,4
1266,1.56,0.606,4
10068,-0.102,0.365,4
1268,0.086,0.381,4
10058,-0.28,0.349,4
1271,0.235,0.384,4
1273,-0.155,0.359,4
10168,-0.09,0.357,4
1276,0.721,0.448,4
10035,-0.947,0.324,4
1278,0.633,0.439,4
10172,0.9,0.477,4
10186,1.56,0.606,4
10016,-0.254,0.348,4
10002,-0.139,0.359,4
10040,0.938,0.465,4
10080,0.328,0.393,4
10071,-1.559,0.314,4
10191,0.218,0.394,4
1288,-1.098,0.323,4
1289,0.463,0.419,4
1290,-0.927,0.323,4
10028,0.976,0.494,4
10086,-0.643,0.339,4
10017,0.414,0.398,4
10067,-0.222,0.345,4
1297,0.433,0.408,4
1299,1.56,0.606,4
10049,-0.014,0.358,4
10072,1.56,0.606,4
1304,0.633,0.441,4
1306,0.094,0.381,4
1307,0.494,0.394,4
10155,0.64,0.441,4
1309,1.56,0.606,4
10121,1.56,0.606,4
10087,-1.798,0.31,4
10029,0.338,0.398,4
10044,0.042,0.377,4
10082,0.633,0.439,4
1316,0.042,0.378,4
1317,-0.133,0.367,4
1318,1.56,0.606,4
1319,-1.518,0.315,4
1320,-0.422,0.34,4
1321,1.235,0.54,4
1322,-0.564,0.339,5
1323,0.676,0.43,5
1324,0.313,0.394,5
1325,-0.217,0.361,5
1327,1.56,0.606,5
1328,-1.263,0.321,5
1329,-2.379,0.312,5
1331,0.641,0.436,5
1332,0.625,0.44,5
1333,-0.354,0.352,5
1335,-0.916,0.332,5
1336,-1.578,0.315,5
1338,-0.829,0.331,5
1339,1.56,0.606,5
1341,-0.005,0.373,5
1342,1.223,0.533,5
1343,-0.77,0.327,5
1344,-0.004,0.369,5
1346,0.737,0.443,5
1348,-0.25,0.349,5
1349,-0.281,0.345,5
1350,-0.284,0.35,5
1351,-0.497,0.341,5
1353,-0.356,0.345,5
1355,0.256,0.384,5
1356,0.515,0.416,5
1357,-0.489,0.347,5
1358,1.044,0.506,5
1359,0.831,0.462,5
1360,-0.138,0.359,5
1364,-0.504,0.338,5
1365,0.002,0.367,5
1366,0.04,0.379,5
1368,-0.33,0.346,5
1369,1.039,0.489,5
1370,0.29,0.397,5
1375,-1.687,0.314,5
1376,1.048,0.505,5
1377,0.298,0.398,5
1378,0.299,0.39,5
1379,-0.336,0.347,5
1380,-1.099,0.33,5
1383,-0.275,0.354,5
1384,1.56,0.606,5
1385,1.56,0.606,5
1386,1.235,0.54,5
1387,-0.561,0.34,5
1388,-1.766,0.306,5
1390,-0.436,0.347,5
1392,0.87,0.484,5
1393,0.113,0.386,5
1394,-0.931,0.332,5
1396,-0.512,0.342,5
1397,-2.356,0.323,5
1398,-0.456,0.345,5
1400,-0.4,0.337,5
1401,-0.364,0.349,5
1402,1.56,0.606,5
1403,-0.905,0.327,5
1404,-0.431,0.339,5
1405,-0.736,0.334,5
1406,-1.317,0.315,5
1407,-0.38,0.348,5
1408,1.56,0.606,5
1409,0.008,0.372,5
1410,-1.486,0.311,5
1411,1.56,0.606,5
1412,1.56,0.606,5
1413,-0.783,0.332,5
1415,0.355,0.401,5
1417,-1.808,0.316,5
1418,1.56,0.606,5
1419,-0.814,0.334,5
1421,-0.381,0.348,5
1422,-0.482,0.337,5
1424,-0.231,0.351,5
1426,0.465,0.419,5
1427,0.463,0.402,5
1428,-0.274,0.354,5
1430,1.56,0.606,5
1431,-0.203,0.345,5
1432,0.285,0.389,5
1433,1.235,0.54,5
1435,0.094,0.383,5
1437,0.329,0.395,5
1438,0.745,0.442,5
1439,1.56,0.606,5
1440,1.219,0.532,5
1441,-0.081,0.37,5
1442,0.478,0.412,5
1443,1.56,0.606,5
1446,0.159,0.38,5
1447,1.56,0.606,5
1448,0.309,0.395,5
1449,0.388,0.403,5
1450,0.864,0.47,5
1451,1.56,0.606,5
1452,-0.317,0.351,5
1453,0.443,0.424,5
1454,-0.466,0.344,5
1455,0.614,0.435,5
1456,1.223,0.533,5
1457,-0.664,0.337,5
1458,0.633,0.439,5
1459,0.448,0.417,5
1461,0.089,0.363,5
1462,-0.1,0.356,5
1463,0.016,0.38,5
1464,-0.17,0.356,5
1465,-0.061,0.359,5
1468,-1.486,0.315,5
1469,1.039,0.489,5
1470,0.658,0.44,5
1471,0.033,0.379,5
1475,0.87,0.484,5
1476,-0.529,0.339,5
1478,0.299,0.385,5
1481,0.633,0.439,5
1482,1.124,0.513,5
1484,-0.79,0.331,5
1487,0.105,0.369,5
1489,0.789,0.467,5
1490,1.137,0.515,5
1493,-0.027,0.372,5
1494,-1.776,0.306,5
1497,-0.176,0.359,5
1499,0.01,0.359,5
1501,-0.32,0.343,5
1502,-1.185,0.318,5
1503,0.712,0.439,5
1505,-2.244,0.31,5
1507,1.56,0.606,5
1508,1.56,0.606,5
1509,1.56,0.606,5
1511,-0.195,0.349,5
1512,1.56,0.606,5
1513,-0.286,0.35,5
1517,1.137,0.515,5
1518,0.277,0.397,5
1519,-0.109,0.355,5
1521,1.56,0.606,5
1522,0.389,0.402,5
1524,-0.398,0.347,5
1525,0.633,0.439,5
1527,1.044,0.506,5
1528,0.633,0.44,5
1532,0.114,0.378,5
1533,0.825,0.457,5
1534,1.56,0.606,5
1535,0.402,0.411,5
1537,0.111,0.376,5
1538,-1.145,0.315,5
1540,-1.096,0.323,5
1541,0.976,0.494,5
1542,-0.718,0.324,5
1543,-0.267,0.354,5
1548,0.685,0.431,5
1549,0.997,0.501,5
1550,-0.226,0.355,5
1551,0.522,0.424,5
1552,-0.187,0.357,5
1553,-0.034,0.371,5
1554,1.137,0.515,5
1555,0.466,0.414,5
1558,1.56,0.606,5
1559,-0.346,0.347,5
1561,-0.92,0.333,5
1563,1.56,0.606,5
1565,-0.879,0.323,5
1566,-0.209,0.357,5
1567,0.543,0.416,5
1568,-0.386,0.346,5
1569,1.223,0.533,5
