ff_id,SC15,SC15_SE,SC9,SC9_SE,PAF,PAF_SE,city
660,0.178,0.989,0.865,0.686,0.142,0.993,3
661,-0.046,0.469,0.212,0.566,0.877,0.469,3
662,-0.482,0.461,-0.027,0.508,0.331,0.38,3
663,1.268,0.686,0.165,0.53,1.662,0.609,3
664,0.292,0.515,-1.34,0.475,0.145,0.363,3
665,-0.207,0.471,-0.08,0.98,-0.649,0.331,3
666,-2.535,0.502,-0.146,0.546,-0.992,0.318,3
667,0.071,0.985,0.343,0.564,0.056,0.991,3
668,-0.024,0.985,-0.119,0.541,-0.02,0.99,3
669,0.068,0.482,-0.702,0.472,1.342,0.546,3
671,0.077,0.486,-1.613,0.511,-0.456,0.34,3
672,-0.38,0.463,-0.52,0.468,-1.243,0.319,3
673,-0.049,0.473,0.005,0.981,0.178,0.383,3
674,-0.778,0.449,-1.637,0.478,-1.8,0.295,3
675,1.134,0.66,-1.367,0.476,1.589,0.595,3
676,-1.751,0.438,-0.757,0.474,-2.375,0.298,3
677,-0.139,0.472,0.178,0.563,-0.32,0.343,3
679,-0.135,0.477,-1.681,0.481,-1.289,0.311,3
680,-1.45,0.447,0.755,0.662,0.657,0.443,3
681,0.119,0.487,0.001,0.981,-0.265,0.34,3
682,-0.781,0.443,-0.154,0.514,0.312,0.402,3
683,-0.165,0.983,-0.802,0.458,-0.132,0.989,3
685,-0.041,0.479,-0.462,0.476,-0.253,0.334,3
686,0.516,0.53,-0.09,0.504,0.719,0.407,3
687,-1.083,0.453,-0.71,0.475,-1.107,0.311,3
688,-0.807,0.441,0.135,0.559,-0.628,0.335,3
690,0.082,0.499,-0.372,0.502,-1.097,0.321,3
691,0.337,0.501,0.472,0.591,0.447,0.396,3
692,0.193,0.489,-0.444,0.478,0.221,0.383,3
693,-0.448,0.459,0.042,0.523,-0.318,0.328,3
694,0.031,0.483,0.308,0.574,-0.023,0.359,3
697,-0.862,0.45,-0.059,0.552,-1.006,0.32,3
699,-1.154,0.458,-0.991,0.469,1.075,0.506,3
700,0.38,0.522,0.879,0.683,0.082,0.37,3
701,-0.006,0.477,0.855,0.679,0.284,0.394,3
702,-0.475,0.454,0.035,0.539,-0.881,0.322,3
703,-0.972,0.44,-1.919,0.5,-1.259,0.309,3
704,0.704,0.577,0.888,0.685,-0.39,0.34,3
705,-0.137,0.983,-0.664,0.465,-0.109,0.989,3
706,-0.873,0.449,0.752,0.662,-0.764,0.325,3
707,-0.223,0.983,-1.084,0.464,-0.178,0.989,3
710,-0.195,0.983,-0.949,0.465,-0.156,0.989,3
711,-0.683,0.448,-0.376,0.471,-0.588,0.328,3
713,0.178,0.989,0.865,0.686,0.142,0.993,3
715,-1.175,0.443,-0.309,0.98,-1.605,0.305,3
717,0.518,0.518,-0.059,0.541,1.464,0.566,3
718,0.178,0.989,0.865,0.686,0.142,0.993,3
719,-0.54,0.462,-0.693,0.495,0.268,0.393,3
720,0.51,0.531,-0.431,0.496,0.769,0.439,3
721,0.581,0.56,0.083,0.526,-0.698,0.316,3
722,0.457,0.53,0.897,0.686,0.435,0.41,3
723,0.851,0.6,0.009,0.521,0.345,0.394,3
724,-1.162,0.434,-0.366,0.98,-2.438,0.313,3
726,-0.015,0.984,-0.073,0.499,-0.012,0.99,3
727,-0.941,0.447,-2.311,0.568,-0.817,0.322,3
728,-0.468,0.986,-2.274,0.568,-0.374,0.991,3
729,0.092,0.986,0.448,0.592,0.074,0.991,3
732,0.178,0.989,0.865,0.686,0.142,0.993,3
733,-0.291,0.47,-0.107,0.98,-0.821,0.325,3
734,0.329,0.497,-0.603,0.456,0.971,0.469,3
735,-0.034,0.476,-0.112,0.538,0.334,0.395,3
737,-0.308,0.458,0.098,0.528,0.113,0.374,3
739,0.807,0.592,0.91,0.688,-0.009,0.348,3
740,-0.635,0.457,0.137,0.559,-0.943,0.32,3
741,-0.174,0.466,-0.011,0.555,-0.54,0.329,3
742,0.127,0.502,-1.198,0.464,-0.697,0.327,3
743,0.535,0.519,0.27,0.534,1.475,0.568,3
744,-0.247,0.462,-0.906,0.456,-0.989,0.315,3
745,-0.261,0.983,-1.268,0.465,-0.208,0.989,3
746,0.751,0.564,0.851,0.731,1.543,0.581,3
747,-1.112,0.45,0.753,0.662,-0.173,0.338,3
749,-0.451,0.457,-0.672,0.475,-0.27,0.348,3
750,-0.385,0.457,-0.086,0.98,-0.309,0.34,3
751,-0.039,0.476,0.443,0.588,0.19,0.387,3
753,0.84,0.598,0.917,0.69,0.112,0.371,3
754,-0.494,0.476,0.818,0.672,0.34,0.4,3
759,-0.501,0.458,-0.648,0.456,0.031,0.359,3
760,-0.279,0.469,0.303,0.558,-0.838,0.319,3
761,0.293,0.508,0.883,0.683,0.415,0.406,3
762,-0.345,0.468,-1.012,0.463,-0.935,0.315,3
763,0.417,0.526,0.339,0.577,0.37,0.409,3
764,0.095,0.487,0.86,0.679,0.205,0.376,3
765,1.031,0.637,-1.435,0.475,1.273,0.533,3
767,0.082,0.481,0.878,0.683,0.768,0.443,3
768,-0.942,0.442,-0.152,0.98,0.054,0.372,3
769,0.87,0.604,-0.574,0.463,0.538,0.423,3
770,-1.055,0.438,0.238,0.567,-0.382,0.342,3
771,-0.416,0.449,0.178,0.53,-0.652,0.329,3
772,-2.11,0.464,-0.923,0.463,0.17,0.379,3
773,0.743,0.583,-1.03,0.486,0.174,0.367,3
774,-0.283,0.469,-0.802,0.469,-0.625,0.328,3
776,-0.285,0.983,-1.386,0.467,-0.228,0.989,3
780,-0.408,0.459,0.822,0.673,0.272,0.388,3
781,-0.456,0.457,0.301,0.558,-0.508,0.332,3
782,0.945,0.618,0.202,0.983,0.635,0.418,3
783,0.399,0.506,0.901,0.686,0.67,0.436,3
784,-1.403,0.43,-0.621,0.504,-1.137,0.323,3
785,0.178,0.989,0.865,0.686,0.142,0.993,3
787,0.345,0.497,0.482,0.592,0.821,0.452,3
789,0.575,0.545,-0.243,0.517,1.208,0.522,3
790,1.283,0.693,0.332,0.986,1.671,0.612,3
791,0.275,0.498,0.031,0.558,0.229,0.393,3
796,-0.147,0.984,-0.716,0.513,-0.118,0.99,3
798,0.308,0.516,-1.062,0.462,0.163,0.36,3
799,0.178,0.989,0.865,0.686,0.142,0.993,3
800,0.952,0.616,-0.335,0.466,0.773,0.413,3
801,1.06,0.642,0.248,0.984,1.006,0.488,3
802,0.967,0.62,0.144,0.547,0.72,0.44,3
803,-0.032,0.984,-0.155,0.487,-0.025,0.99,3
804,0.519,0.532,-0.267,0.498,0.771,0.452,3
805,0.94,0.614,-0.503,0.457,0.769,0.413,3
806,-1.113,0.437,-1.624,0.478,-0.281,0.349,3
807,0.577,0.561,-2.213,0.559,-0.22,0.352,3
808,0.311,0.518,0.047,0.981,-0.064,0.36,3
809,-1.605,0.439,-0.63,0.504,-1.165,0.321,3
810,-0.262,0.459,0.207,0.531,0.368,0.401,3
811,0.204,0.493,0.447,0.588,-0.231,0.34,3
812,-1.106,0.443,0.133,0.528,-1.254,0.311,3
813,-0.211,0.463,0.857,0.679,0.842,0.466,3
814,1.219,0.676,-0.379,0.48,1.636,0.604,3
815,0.369,0.516,-0.098,0.539,0.038,0.358,3
816,1.347,0.703,1.018,0.709,1.706,0.618,3
817,0.284,0.515,0.034,0.981,-0.188,0.347,3
818,0.031,0.473,0.035,0.981,0.423,0.395,3
820,-1.177,0.446,-0.2,0.51,0.426,0.412,3
821,-0.487,0.458,-1.098,0.462,-0.309,0.341,3
822,0.332,0.518,-1.079,0.469,0.278,0.376,3
823,-0.588,0.452,-0.164,0.98,-0.937,0.324,3
824,-1.196,0.442,-1.604,0.51,-1.458,0.315,3
825,-0.526,0.451,-0.112,0.98,-0.347,0.343,3
826,-1.463,0.453,-1.572,0.477,0.502,0.414,3
827,-0.65,0.457,-0.701,0.474,-0.855,0.321,3
828,-1.556,0.431,-0.379,0.479,-1.902,0.302,3
829,-0.363,0.46,-0.051,0.98,0.126,0.36,3
830,-0.149,0.472,-0.889,0.479,0.157,0.382,3
831,0.521,0.537,0.386,0.564,0.833,0.452,3
833,-0.228,0.983,-1.109,0.456,-0.182,0.989,3
835,0.365,0.521,-0.363,0.489,0.28,0.372,3
836,0.691,0.577,0.096,0.982,-0.266,0.35,3
838,0.201,0.508,-0.548,0.502,-0.465,0.339,3
839,-1.295,0.433,-0.214,0.5,-1.694,0.303,3
840,-0.557,0.458,0.394,0.583,-0.532,0.334,3
841,0.866,0.602,0.923,0.691,0.204,0.385,3
842,-0.077,0.474,-0.546,0.496,0.19,0.379,3
843,-0.802,0.45,0.759,0.663,-0.716,0.327,3
844,-0.014,0.481,-0.556,0.476,-0.081,0.362,3
845,0.979,0.667,0.946,0.697,0.587,0.906,3
846,0.014,0.985,0.071,0.528,0.012,0.99,3
847,-0.418,0.458,-0.531,0.508,-0.097,0.351,3
848,1.194,0.666,0.988,0.703,1.266,0.526,3
849,0.918,0.611,0.933,0.693,0.383,0.401,3
850,-1.165,0.443,-1.114,0.462,0.327,0.401,3
851,0.76,0.586,-1.114,0.489,0.255,0.388,3
852,-0.8,0.449,0.764,0.664,-0.584,0.333,3
853,-1.008,0.443,-0.046,0.518,-1.252,0.316,3
854,0.241,0.511,0.845,0.677,-0.571,0.334,3
855,1.142,0.655,0.978,0.701,1.107,0.506,3
856,0.113,0.485,0.335,0.56,-0.372,0.345,3
858,-1.743,0.452,0.726,0.658,0.461,0.406,3
859,-1.05,0.437,0.752,0.662,-0.371,0.342,3
860,0.774,0.588,0.108,0.527,0.045,0.373,3
862,1.182,0.665,0.409,0.584,1.353,0.549,3
863,1.126,0.651,0.539,0.598,1.152,0.498,3
865,0.918,0.612,0.257,0.57,0.528,0.43,3
866,-0.111,0.476,0.281,0.571,-0.798,0.321,3
867,-0.112,0.475,-0.005,0.981,0.187,0.369,3
868,0.002,0.985,0.011,0.56,0.002,0.991,3
869,-0.888,0.447,-0.583,0.475,-0.855,0.325,3
870,-0.413,0.458,0.801,0.67,-0.355,0.338,3
871,0.155,0.505,-1.97,0.522,-0.388,0.337,3
872,-0.85,0.447,-0.597,0.501,-0.61,0.329,3
873,1.184,0.669,-0.777,0.463,1.616,0.6,3
874,-0.977,0.45,0.708,0.655,-1.888,0.306,3
875,-0.041,0.479,-0.522,0.491,-0.236,0.345,3
876,0.002,0.985,0.011,0.56,0.002,0.991,3
880,0.804,0.592,-0.325,0.479,0.247,0.381,3
882,1.017,0.629,0.953,0.696,0.714,0.438,3
883,-0.878,0.447,-1.316,0.465,-0.632,0.33,3
884,-0.541,0.452,-0.136,0.98,-0.655,0.333,3
885,0.071,0.985,0.343,0.564,0.056,0.991,3
887,-0.16,0.472,-0.054,0.981,-0.391,0.345,3
888,-1.308,0.437,-1.706,0.478,-1.621,0.308,3
889,-0.86,0.446,-0.404,0.502,0.251,0.392,3
890,0.196,0.489,0.024,0.558,0.14,0.383,3
10177,-0.326,0.458,-0.001,0.556,0.248,0.381,3
892,-0.05,0.47,-1.87,0.514,0.37,0.401,3
893,-0.481,0.459,-0.077,0.98,0.031,0.368,3
894,-0.26,0.457,0.031,0.981,1.046,0.497,3
895,-0.391,0.459,-0.084,0.98,-0.267,0.346,3
896,0.801,0.592,-0.431,0.476,0.259,0.385,3
897,-1.122,0.447,-1.036,0.484,-1.547,0.298,3
898,-0.919,0.445,0.707,0.655,-2.07,0.294,3
899,-0.783,0.45,0.764,0.664,-0.603,0.319,3
900,-0.293,0.462,-0.547,0.491,-1.029,0.32,3
901,-1.439,0.446,-0.495,0.507,-1.174,0.311,3
902,-0.509,0.455,-0.159,0.98,-1.051,0.319,3
903,-0.796,0.45,-0.023,0.519,-0.604,0.33,3
904,0.092,0.986,0.448,0.592,0.074,0.991,3
905,-0.105,0.474,-0.002,0.981,0.218,0.376,3
906,0.693,0.575,-0.112,0.524,-0.214,0.345,3
908,-1.416,0.444,-1.009,0.455,-1.095,0.313,3
910,-0.513,0.448,0.807,0.671,0.054,0.372,3
911,1.059,0.639,-0.313,0.497,1.125,0.494,3
912,0.68,0.573,-0.099,0.517,-0.269,0.35,3
913,0.524,0.532,0.488,0.592,0.633,0.427,3
914,-0.449,0.452,-0.107,0.495,-0.094,0.357,3
915,0.238,0.498,-0.003,0.52,1.144,0.511,3
917,-0.558,0.443,0.23,0.537,1.222,0.527,3
919,0.422,0.526,0.242,0.533,0.415,0.396,3
921,-1.433,0.432,-0.228,0.98,0.129,0.376,3
922,0.445,0.529,0.894,0.685,0.379,0.402,3
923,0.889,0.605,0.368,0.58,0.402,0.391,3
924,0.004,0.477,0.857,0.679,0.339,0.391,3
925,-0.021,0.471,-2.226,0.56,0.611,0.429,3
926,0.435,0.527,0.892,0.685,0.335,0.375,3
927,-0.411,0.985,-1.996,0.526,-0.328,0.99,3
928,0.26,0.853,0.876,0.685,0.291,0.4,3
929,-0.408,0.461,-1.822,0.509,0.845,0.456,3
930,-0.093,0.467,-0.385,0.488,0.106,0.375,3
932,0.269,0.497,0.096,0.543,0.183,0.376,3
933,-1.497,0.445,0.699,0.653,-0.96,0.32,3
934,-1.383,0.444,0.698,0.653,-1.253,0.313,3
935,-0.046,0.479,-0.555,0.502,-0.26,0.34,3
936,-1.816,0.454,-0.111,0.504,-0.961,0.317,3
937,0.717,0.559,0.301,0.542,1.522,0.578,3
938,-0.45,0.462,-1.018,0.495,-0.934,0.314,3
10184,0.752,0.584,0.483,0.592,-0.118,0.351,3
940,0.688,0.554,0.945,0.695,1.256,0.529,3
941,0.575,0.541,-0.833,0.47,1.145,0.52,3
943,-0.494,0.457,0.779,0.666,-0.839,0.326,3
945,-0.899,0.449,-0.957,0.514,-0.956,0.324,3
946,-0.035,0.476,-0.668,0.495,0.452,0.4,3
947,-0.242,0.464,-0.099,0.98,-0.826,0.322,3
948,0.619,0.565,0.87,0.681,-0.718,0.324,3
949,-0.111,0.477,-0.07,0.98,-0.722,0.317,3
950,0.848,0.598,0.247,0.569,0.284,0.373,3
951,-0.188,0.471,-0.639,0.456,-0.113,0.347,3
952,-1.345,0.448,-2.051,0.523,-0.953,0.318,3
953,-0.718,0.457,-1.904,0.499,-1.004,0.316,3
954,-0.398,0.452,0.815,0.672,0.025,0.371,3
956,0.979,0.627,-1.754,0.507,1.171,0.512,3
957,0.005,0.985,0.027,0.524,0.004,0.99,3
958,-0.032,0.467,0.871,0.681,0.813,0.463,3
959,0.988,0.625,0.133,0.528,0.793,0.457,3
960,0.823,0.596,-0.3,0.52,0.312,0.399,3
961,0.505,0.538,-1.477,0.507,1.162,0.513,3
962,-0.765,0.451,-0.154,0.98,-0.383,0.337,3
963,-1.176,0.441,-2.33,0.57,-1.076,0.319,3
964,-0.094,0.467,0.832,0.675,-0.162,0.346,3
965,-0.976,0.437,-0.023,0.519,-0.161,0.351,3
966,0.551,0.558,0.033,0.982,-0.814,0.321,3
967,1.208,0.674,-0.504,0.469,1.629,0.603,3
968,-0.229,0.461,0.816,0.672,-0.328,0.339,3
969,-0.574,0.45,-1.485,0.553,-0.352,0.34,3
970,0.178,0.989,0.865,0.686,0.142,0.993,3
971,0.729,0.582,0.112,0.982,-0.128,0.349,3
972,0.439,0.528,0.478,0.591,0.443,0.415,3
973,-2.489,0.49,-1.985,0.502,-1.214,0.306,3
975,-0.154,0.465,0.176,0.563,-0.368,0.335,3
976,0.814,0.594,-0.515,0.457,0.326,0.397,3
977,0.971,0.621,0.944,0.695,0.563,0.43,3
978,-1.019,0.44,-0.541,0.49,0.626,0.441,3
979,0.036,0.479,0.032,0.525,0.695,0.433,3
981,-0.615,0.453,-1.978,0.519,0.945,0.483,3
982,-0.843,0.449,-1.128,0.469,0.253,0.392,3
983,-1.211,0.445,-0.198,0.98,0.036,0.37,3
984,0.597,0.563,0.866,0.681,-0.802,0.327,3
985,0.152,0.49,-0.851,0.479,-0.226,0.342,3
986,-0.227,0.47,0.806,0.67,-0.648,0.327,3
987,1.294,0.691,0.449,0.57,1.676,0.612,3
988,-0.197,0.472,-1.861,0.498,0.094,0.376,3
989,-1.018,0.438,0.695,0.653,-2.199,0.306,3
990,-0.039,0.469,0.304,0.573,-0.033,0.358,3
991,-0.393,0.46,0.019,0.521,0.539,0.419,3
992,-0.253,0.463,-0.459,0.477,-0.812,0.322,3
993,-0.568,0.445,-0.537,0.468,0.211,0.379,3
994,-1.553,0.443,-0.215,0.511,-0.637,0.33,3
996,0.907,0.612,0.186,0.983,0.505,0.415,4
10019,-0.077,0.474,0.209,0.531,0.024,0.361,4
998,0.01,0.481,0.87,0.681,0.679,0.428,4
10100,-0.614,0.457,-1.607,0.478,-0.442,0.337,4
10153,-0.522,0.458,0.791,0.668,-0.407,0.334,4
10023,-0.997,0.441,0.749,0.661,-0.582,0.33,4
10033,0.942,0.614,0.17,0.533,0.631,0.4,4
1003,-0.157,0.983,-0.764,0.476,-0.126,0.989,4
10001,-0.301,0.461,-0.155,0.98,-1.469,0.308,4
10107,0.138,0.49,0.871,0.681,0.43,0.406,4
10187,0.495,0.515,0.925,0.691,1.141,0.504,4
1008,-0.147,0.984,-0.716,0.513,-0.118,0.99,4
1011,0.2,0.505,0.101,0.982,0.946,0.481,4
10014,0.349,0.498,0.9,0.686,0.753,0.453,4
10136,1.036,0.634,-0.114,0.495,1.004,0.485,4
10137,-0.03,0.476,0.122,0.53,0.617,0.43,4
10018,1.091,0.643,0.968,0.699,0.951,0.47,4
1019,-0.446,0.457,-0.022,0.554,-0.375,0.333,4
10148,0.149,0.49,0.191,0.564,-0.465,0.34,4
1022,-0.91,0.454,0.762,0.663,-0.369,0.343,4
1025,0.488,0.533,0.905,0.687,0.576,0.426,4
10128,-1.098,0.439,0.368,0.58,-0.29,0.345,4
1027,-0.314,0.454,0.865,0.68,1.289,0.537,4
1028,0.377,0.522,0.103,0.544,0.238,0.379,4
10115,-1.153,0.439,-2.324,0.569,-0.849,0.324,4
10021,-0.637,0.441,0.175,0.563,0.72,0.447,4
10185,-0.505,0.458,0.203,0.535,-0.177,0.35,4
10013,-2.131,0.444,0.266,0.571,-2.041,0.3,4
10237,0.32,0.519,-2.211,0.559,0.464,0.412,4
1035,-1.082,0.451,0.762,0.663,0.01,0.367,4
10047,0.718,0.579,-0.612,0.487,-0.012,0.369,4
10064,-1.217,0.448,0.718,0.656,-1.024,0.318,4
1039,-0.587,0.456,0.016,0.522,-1.24,0.316,4
10015,-0.773,0.456,0.349,0.578,-1.822,0.299,4
1041,-0.196,0.463,-0.132,0.515,0.06,0.372,4
10011,-1.888,0.456,-1.445,0.483,-2.12,0.299,4
10152,0.835,0.598,-0.474,0.493,0.393,0.402,4
1045,-0.625,0.453,-0.063,0.981,0.562,0.428,4
1046,0.806,0.595,0.145,0.983,0.154,0.38,4
10034,-2.083,0.472,-0.223,0.512,-0.15,0.362,4
1048,0.005,0.985,0.027,0.524,0.004,0.99,4
10050,0.407,0.52,-0.763,0.466,0.361,0.39,4
1051,-0.031,0.479,-0.345,0.472,-0.221,0.342,4
10165,-0.045,0.482,-0.11,0.981,-1.44,0.314,4
1053,-0.468,0.986,-2.274,0.568,-0.374,0.991,4
1054,0.257,0.512,-0.561,0.476,-0.192,0.35,4
10089,-0.432,0.459,0.012,0.521,0.301,0.394,4
1056,-0.078,0.984,-0.378,0.481,-0.062,0.99,4
10055,-0.29,0.461,0.856,0.679,0.976,0.481,4
1058,0.476,0.527,0.059,0.523,0.506,0.418,4
1059,-0.11,0.473,-0.155,0.512,0.222,0.387,4
10032,-0.075,0.467,-1.396,0.491,1.049,0.495,4
10039,-0.659,0.455,-0.812,0.455,-1.497,0.309,4
1063,0.089,0.5,0.414,0.585,-1.234,0.314,4
10012,-0.819,0.448,-0.573,0.475,-0.42,0.339,4
10063,0.043,0.483,0.846,0.677,-0.076,0.346,4
10170,-1.358,0.435,0.133,0.531,-1.498,0.305,4
10084,0.44,0.528,0.479,0.591,0.448,0.408,4
10046,0.038,0.48,-0.944,0.473,0.917,0.463,4
10027,0.784,0.588,0.905,0.688,-0.092,0.348,4
1071,0.624,0.566,-0.613,0.456,-0.377,0.339,4
1072,-0.11,0.473,-1.374,0.464,0.487,0.39,4
1073,-0.166,0.473,-0.036,0.981,-0.121,0.362,4
1074,0.417,0.526,-0.086,0.539,0.463,0.394,4
10009,-0.551,0.458,0.783,0.667,-0.58,0.329,4
10083,-0.713,0.456,-0.64,0.495,-0.928,0.316,4
10085,0.575,0.543,0.502,0.594,1.05,0.482,4
10077,-1.142,0.439,-0.324,0.479,-0.429,0.335,4
10004,-1.061,0.45,-0.184,0.534,-0.663,0.332,4
10104,-0.026,0.476,0.86,0.679,0.48,0.417,4
10081,1.112,0.649,0.972,0.7,1.017,0.497,4
10054,-0.66,0.45,0.796,0.669,0.067,0.36,4
10076,0.333,0.518,0.867,0.681,-0.138,0.348,4
10036,0.105,0.488,-0.339,0.488,0.513,0.405,4
10078,-1.984,0.456,-1.007,0.506,-0.642,0.331,4
10088,-0.3,0.467,-0.757,0.474,-0.116,0.359,4
10030,-1.051,0.443,-1.716,0.48,-1.168,0.315,4
1091,-0.788,0.448,-0.303,0.507,-0.288,0.343,4
10005,-0.767,0.45,-1.021,0.461,-0.118,0.358,4
10114,0.33,0.518,-0.278,0.492,0.098,0.366,4
1095,-0.506,0.457,-0.135,0.98,-0.714,0.323,4
10090,-0.324,0.46,-0.657,0.456,-0.345,0.338,4
1099,-1.373,0.428,-0.355,0.48,-0.924,0.322,4
10164,0,0.482,-1.815,0.509,0.266,0.387,4
1101,0.31,0.518,0.047,0.981,-0.066,0.352,4
10048,-0.343,0.466,-1.36,0.463,-1.16,0.32,4
10190,-0.777,0.442,-0.038,0.553,-0.312,0.34,4
1104,-0.295,0.462,0.449,0.588,1.033,0.491,4
1105,0.079,0.486,-0.657,0.483,-0.65,0.328,4
10010,-1.51,0.441,-0.629,0.475,-0.356,0.345,4
1108,0.599,0.562,-0.337,0.488,-0.536,0.328,4
10201,-0.783,0.449,0.08,0.527,0.347,0.402,4
1110,-0.884,0.45,-1.104,0.48,-0.915,0.313,4
1111,0.15,0.49,0.334,0.56,-0.488,0.326,4
10154,0.615,0.551,-0.65,0.512,1.474,0.57,4
10003,-0.416,0.466,-0.326,0.48,-1.491,0.306,4
10075,0.311,0.495,0.341,0.577,0.678,0.44,4
10176,0.017,0.488,-0.98,0.463,0.223,0.382,4
10038,-1.219,0.438,-0.403,0.494,-0.91,0.317,4
10053,-1.492,0.453,0.256,0.554,-0.068,0.359,4
10116,1.347,0.703,1.018,0.709,1.706,0.618,4
1122,-0.298,0.459,-0.031,0.506,0.423,0.383,4
10236,-2.874,0.531,-1.731,0.522,-2.264,0.302,4
10096,-0.729,0.455,-1.795,0.511,0.437,0.411,4
10043,-0.232,0.471,-2.253,0.563,-0.022,0.361,4
1128,0.098,0.485,-0.704,0.501,-0.23,0.345,4
10127,0.093,0.484,-0.74,0.482,-0.247,0.339,4
10173,0.008,0.482,0.837,0.676,-0.264,0.339,4
10074,-0.792,0.451,-0.17,0.98,-0.547,0.336,4
1133,0.479,0.527,0.896,0.686,0.338,0.396,4
1134,1.151,0.657,0.405,0.584,1.259,0.521,4
1135,-0.446,0.452,-0.164,0.514,0.849,0.455,4
10210,0.471,0.512,0.919,0.69,1.02,0.475,4
10024,1.228,0.674,0.995,0.704,1.365,0.549,4
1139,-1.748,0.455,0.081,0.555,-0.755,0.326,4
10022,-0.007,0.477,0.854,0.678,0.276,0.394,4
1141,0.423,0.51,0.138,0.982,0.953,0.478,4
1143,-1.125,0.435,-0.961,0.455,0.266,0.384,4
10026,1.116,0.649,0.973,0.7,1.029,0.491,4
10188,-1.037,0.451,-1.302,0.471,0.315,0.403,4
1146,0.218,0.503,-0.432,0.493,-0.627,0.327,4
1147,0.357,0.515,-0.69,0.457,0.106,0.37,4
1148,-0.644,0.457,0.758,0.663,-1.134,0.318,4
1149,0.973,0.621,0.081,0.563,0.753,0.431,4
10007,-0.769,0.45,0.765,0.664,-0.604,0.326,4
10079,-0.06,0.476,-1.467,0.487,0.787,0.455,4
10159,0.266,0.493,-0.749,0.486,0.672,0.439,4
1155,0.121,0.488,-0.011,0.507,0.532,0.393,4
1156,-0.416,0.457,0.432,0.586,0.619,0.427,4
10131,-0.613,0.446,-0.718,0.479,-0.25,0.356,4
10218,-0.002,0.984,-0.012,0.511,-0.002,0.99,4
10120,0.263,0.497,-0.328,0.519,0.244,0.379,4
1161,-0.696,0.45,0.266,0.57,-0.042,0.357,4
10125,-0.023,0.476,0.454,0.589,0.581,0.423,4
1163,-0.098,0.845,0.295,0.574,-0.244,0.352,4
10008,1.194,0.666,0.988,0.703,1.266,0.526,4
10146,0.417,0.509,-0.116,0.514,0.977,0.486,4
1168,0.178,0.989,0.865,0.686,0.142,0.993,4
10130,-0.624,0.444,0.298,0.557,-0.241,0.347,4
1171,0.412,0.509,0.132,0.982,0.899,0.468,4
10052,-0.857,0.45,-2.029,0.604,-0.547,0.347,4
1173,0.178,0.989,0.865,0.686,0.142,0.993,4
1175,-1.024,0.443,-0.585,0.505,-1.24,0.311,4
1177,0.443,0.529,0.112,0.982,0.54,0.395,4
10141,-0.421,0.458,-0.492,0.485,-0.127,0.355,4
1179,-0.216,0.983,-1.048,0.476,-0.172,0.99,4
10095,1.281,0.689,0.307,0.558,1.669,0.61,4
10045,0.684,0.558,0.522,0.596,1.518,0.577,4
10037,-0.228,0.469,-0.02,0.555,-0.785,0.323,4
1183,-0.054,0.475,0.852,0.678,0.324,0.4,4
1184,-1.073,0.441,-0.464,0.492,-0.811,0.324,4
1185,0.002,0.985,0.011,0.56,0.002,0.991,4
10144,1.046,0.637,-0.217,0.493,1.06,0.496,4
1187,0.34,0.519,-0.412,0.494,0.176,0.382,4
1188,-0.003,0.481,-0.131,0.565,-0.114,0.356,4
10109,-0.707,0.45,0.729,0.658,-1.869,0.298,4
10183,-1.798,0.424,-0.718,0.473,-2.625,0.306,4
1191,0.911,0.61,0.371,0.58,0.478,0.411,4
1193,0.627,0.566,-0.096,0.539,-0.476,0.33,4
1194,-0.991,0.451,0.276,0.556,-0.332,0.344,4
10031,0.077,0.499,0.805,0.67,-1.375,0.306,4
10178,0.425,0.541,-0.707,0.501,-1.183,0.315,4
10151,0.129,0.502,-0.734,0.455,-0.783,0.325,4
10042,-1.854,0.467,0.735,0.659,0.97,0.491,4
1199,-0.514,0.454,-0.128,0.495,-1.087,0.321,4
10117,0.374,0.521,0.103,0.544,0.221,0.365,4
10099,0.133,0.486,-0.381,0.479,-0.11,0.353,4
1204,0.247,0.505,0.069,0.525,-0.596,0.322,4
10020,-0.736,0.448,-1.021,0.479,-1.214,0.314,4
10069,-1.35,0.445,-0.07,0.59,-0.211,0.352,4
10145,-0.185,0.472,0.838,0.676,0.203,0.378,4
10066,-1.017,0.447,0.725,0.657,-1.266,0.315,4
10025,0.11,0.484,0,0.507,1.111,0.504,4
10110,1.25,0.682,-0.034,0.52,1.652,0.607,4
10056,0.176,0.506,0.829,0.674,-0.888,0.322,4
1213,0.257,0.496,0.246,0.538,0.088,0.374,4
1214,-0.262,0.462,-0.069,0.517,-0.343,0.338,4
10098,0.755,0.585,-1.68,0.49,0.36,0.375,4
10057,-0.544,0.457,0.383,0.582,-0.972,0.321,4
10006,-0.754,0.457,0.089,0.528,0.73,0.447,4
1219,-0.033,0.984,-0.162,0.516,-0.027,0.99,4
10126,-2.425,0.465,-0.178,0.825,-2.13,0.303,4
10162,1.036,0.636,0.238,0.984,0.93,0.468,4
10073,0.711,0.561,0.957,0.697,1.535,0.58,4
10189,-0.829,0.442,-0.181,0.98,-0.615,0.326,4
10060,0.121,0.489,-0.72,0.474,0.683,0.425,4
10062,0.851,0.601,-0.94,0.49,0.549,0.422,4
10142,-0.182,0.472,-1.332,0.497,0.07,0.375,4
