ff_id,SC9,SC9_SE,city
1620,-0.396,0.482,5
1622,0.311,0.579,5
1623,-0.293,0.509,5
1624,-0.426,0.486,5
1627,-0.741,0.503,5
1630,0.448,0.593,5
1632,-0.198,0.507,5
1635,0.196,0.569,5
1636,0.865,0.686,5
1638,0.865,0.686,5
1639,0.865,0.686,5
1641,-1.053,0.464,5
1642,-0.175,0.523,5
1644,-0.358,0.509,5
1647,0.448,0.593,5
1649,0.087,0.528,5
1650,0.865,0.686,5
1652,0.865,0.686,5
1655,0.865,0.686,5
1656,-0.241,0.499,5
1657,0.865,0.686,5
1659,-1.066,0.457,5
1660,-0.48,0.48,5
1664,-0.293,0.509,6
1665,0.865,0.686,6
1666,-0.281,0.485,6
1667,0.865,0.686,6
1668,0.047,0.541,6
1670,-0.56,0.459,6
1671,0.865,0.686,6
1672,-1.136,0.456,6
1675,0.865,0.686,6
1676,-1.551,0.517,6
1677,-0.148,0.516,6
1680,0.865,0.686,6
1681,-0.178,0.513,6
1682,-1.07,0.467,6
1683,0.865,0.686,6
1685,-1.071,0.486,6
1686,-0.548,0.508,6
1687,-1.318,0.493,6
1690,-0.028,0.509,6
1691,-0.159,0.538,6
1692,-0.998,0.457,6
1694,0.01,0.561,6
1696,-0.737,0.476,6
1697,-0.501,0.508,6
1698,0.865,0.686,6
1699,0.246,0.543,6
1701,0.246,0.543,6
1702,0.865,0.686,6
1703,0.322,0.56,6
1704,0.865,0.686,6
1706,-0.823,0.478,6
1708,0.865,0.686,6
1710,-0.198,0.507,6
1711,-0.175,0.523,6
1712,-0.175,0.523,6
1713,-0.997,0.458,6
1714,0.865,0.686,6
1716,0.865,0.686,6
1719,-1.425,0.469,6
1720,0.196,0.569,6
1721,0.246,0.543,6
1722,0.322,0.56,6
1723,-1.122,0.456,6
1724,-0.752,0.513,6
1725,0.865,0.686,6
1726,0.865,0.686,6
1727,-1.471,0.466,6
1728,-0.079,0.501,6
1730,0.322,0.56,6
1731,0.865,0.686,6
1734,-0.591,0.471,6
1735,-0.607,0.486,6
1736,0.865,0.686,6
1739,-0.513,0.479,6
1742,0.865,0.686,6
1744,0.865,0.686,6
1745,-0.254,0.485,6
1746,-1.117,0.457,6
1748,0.214,0.536,6
1749,0.865,0.686,6
1751,-0.339,0.475,6
1752,-1.312,0.497,6
1753,-1.25,0.478,6
1754,-1.393,0.487,6
1755,-0.028,0.509,6
1756,0.865,0.686,6
1757,-0.748,0.484,6
1758,0.288,0.642,6
1759,0.068,0.532,6
1760,0.865,0.686,6
1761,-0.393,0.467,6
1762,0.246,0.543,6
1764,0.448,0.593,6
1765,0.214,0.536,6
1767,-1.138,0.491,6
1769,-0.833,0.464,6
1772,-0.296,0.504,6
1773,-1.825,0.509,6
1776,0.214,0.536,6
1777,0.865,0.686,6
1779,-0.908,0.463,6
1780,-0.579,0.509,6
1781,0.865,0.686,6
1782,0.054,0.525,6
1783,0.311,0.579,6
1784,-0.906,0.484,6
1785,0.448,0.593,6
1786,0.865,0.686,6
1788,-0.732,0.464,6
1789,-0.919,0.475,6
1790,-1.772,0.501,6
1791,0.322,0.56,6
1793,-1.376,0.467,6
1794,-0.765,0.486,6
1795,0.865,0.686,6
1796,0.865,0.686,6
1797,0.865,0.686,6
1798,0.865,0.686,6
1799,-0.003,0.515,6
1801,0.865,0.686,6
1802,-0.674,0.487,6
1804,0.311,0.579,6
1806,0.068,0.532,6
1807,-0.756,0.47,6
1808,-1.182,0.47,6
1809,-0.752,0.513,6
1810,0.068,0.532,6
1811,0.068,0.532,6
1812,-0.801,0.476,6
1813,-0.384,0.506,6
1815,0.865,0.686,6
1816,0.865,0.686,6
1817,-0.891,0.457,6
1818,-0.339,0.475,6
1820,0.865,0.686,6
1821,0.448,0.593,6
1822,0.865,0.686,6
1823,-0.824,0.457,6
1826,0.068,0.532,6
1827,0.865,0.686,6
1828,-0.077,0.525,6
1829,-0.29,0.526,6
1831,-0.281,0.485,6
1832,0.865,0.686,6
1836,0.01,0.561,6
1837,0.865,0.686,6
1838,0.865,0.686,6
1841,0.865,0.686,6
1842,-0.33,0.497,6
1843,-0.962,0.457,6
1845,0.448,0.593,6
1846,0.322,0.56,6
1847,-2,0.525,6
1848,-0.296,0.504,6
1849,-0.423,0.481,6
1850,0.865,0.686,6
1851,-0.831,0.458,6
1852,0.311,0.579,6
1853,0.448,0.593,6
1854,0.865,0.686,6
1855,-0.784,0.481,6
1856,-0.395,0.5,6
1857,-1.551,0.517,6
1858,0.865,0.686,6
1859,0.865,0.686,6
1860,0.322,0.56,6
1861,-0.56,0.459,6
1862,-2.277,0.567,6
1863,0.865,0.686,6
1866,-0.159,0.538,6
1867,-0.733,0.457,6
1868,0.865,0.686,6
1870,-0.971,0.457,6
1872,0.054,0.525,6
1873,-0.594,0.479,6
1874,-0.29,0.526,6
1875,-0.003,0.515,6
1876,0.176,0.549,6
1883,0.068,0.532,6
1884,0.246,0.543,6
1885,-1.72,0.49,6
1886,0.311,0.579,6
1890,-0.832,0.487,6
1891,0.865,0.686,6
1892,-0.618,0.477,6
1894,0.865,0.686,6
1895,-0.404,0.477,6
1897,-0.073,0.518,6
1898,-1.117,0.457,6
1899,-0.148,0.516,6
1900,0.865,0.686,6
1901,-0.987,0.469,6
1903,-0.003,0.515,6
1904,-0.632,0.478,6
1905,0.865,0.686,6
1906,0.865,0.686,6
1907,0.196,0.569,6
1908,0.865,0.686,6
1909,0.865,0.686,6
1910,0.865,0.686,6
1911,-0.755,0.477,6
1912,-0.737,0.476,6
1913,0.311,0.579,6
1915,0.047,0.541,6
1916,0.322,0.56,6
1919,-0.714,0.477,6
1920,-0.657,0.458,6
1921,0.176,0.549,6
1922,-0.384,0.506,6
1923,-0.633,0.478,6
1924,0.865,0.686,6
1925,-1.212,0.49,6
1926,-0.073,0.518,6
1927,0.865,0.686,6
1929,-0.281,0.485,6
1930,-0.575,0.498,6
1932,0.682,0.71,6
1934,0.865,0.686,6
1935,-0.196,0.497,6
1936,0.865,0.686,6
1937,-0.488,0.499,6
1938,0.865,0.686,6
1939,0.865,0.686,6
1941,-1.9,0.52,6
1942,0.246,0.543,6
1943,-0.339,0.475,6
1945,-0.649,0.474,6
1946,0.865,0.686,6
1947,0.865,0.686,6
1948,-0.175,0.523,6
1949,0.322,0.56,6
1951,0.865,0.686,6
1952,0.448,0.593,6
1953,0.865,0.686,6
1954,-0.29,0.526,6
1955,0.865,0.686,6
1958,-0.716,0.458,6
1959,0.865,0.686,6
1960,-0.716,0.458,6
1961,-0.989,0.484,6
1962,-0.865,0.51,6
1964,-1.986,0.52,6
1965,0.214,0.536,6
1966,0.865,0.686,6
1967,-0.865,0.51,6
1968,-0.931,0.468,6
1969,0.865,0.686,6
1970,-1.182,0.47,6
1971,-1.141,0.458,6
1972,0.865,0.686,6
1973,-0.919,0.475,6
1974,-0.107,0.51,6
1975,-0.576,0.488,6
1976,0.214,0.536,6
1978,0.865,0.686,6
1981,-0.281,0.485,6
1982,-0.384,0.506,6
1984,0.865,0.686,6
1985,0.865,0.686,6
1987,-0.339,0.475,6
1989,-0.784,0.481,6
1990,-0.607,0.486,6
1991,-0.003,0.515,6
1992,0.865,0.686,6
1993,-1.9,0.52,6
1994,0.865,0.686,6
1995,-0.765,0.486,6
1996,-1.8,0.515,6
1997,-1.488,0.481,6
1998,0.865,0.686,6
1999,0.311,0.579,6
2000,-1.947,0.515,6
2001,0.865,0.686,7
2002,0.865,0.686,7
2004,0.865,0.686,7
2005,0.865,0.686,7
2006,0.865,0.686,7
2007,0.246,0.543,7
2009,0.01,0.561,7
2010,0.865,0.686,7
2011,0.865,0.686,7
2012,-0.077,0.525,7
2014,0.865,0.686,7
2016,-0.29,0.526,7
2020,0.01,0.561,7
2021,0.311,0.579,7
2022,0.865,0.686,7
2024,0.448,0.593,7
2026,-0.865,0.51,7
2027,0.448,0.593,7
2029,0.865,0.686,7
2030,0.246,0.543,7
2031,0.865,0.686,7
2032,0.246,0.543,7
2033,0.246,0.543,7
2034,0.448,0.593,7
2035,-0.488,0.489,7
2036,-0.691,0.473,7
2039,0.865,0.686,7
2040,0.865,0.686,7
2041,-1.72,0.49,7
2042,-0.548,0.508,7
2043,0.047,0.541,7
2044,0.865,0.686,7
2045,-0.637,0.495,7
2050,0.448,0.593,7
2051,0.865,0.686,7
2052,0.865,0.686,7
2053,-0.56,0.459,7
2054,0.865,0.686,7
2056,0.865,0.686,7
2057,0.865,0.686,7
2058,0.865,0.686,7
2059,0.311,0.579,7
2061,-1.393,0.491,7
2062,-0.952,0.456,7
2063,0.865,0.686,7
2064,-0.657,0.458,7
2067,-1.031,0.457,7
2068,0.068,0.532,7
2069,0.865,0.686,7
2070,0.865,0.686,7
2072,0.448,0.593,7
2074,-0.281,0.485,7
2076,-0.396,0.482,7
2079,-0.298,0.48,7
2080,0.01,0.561,7
2082,0.311,0.579,7
2084,-0.666,0.478,7
2085,0.865,0.686,7
2088,0.865,0.686,7
2089,-1.283,0.472,7
2090,-0.72,0.476,7
2092,-0.149,0.488,7
2093,0.865,0.686,7
2094,-1.107,0.484,7
2096,0.865,0.686,7
2097,-0.971,0.457,7
2099,-0.767,0.457,7
2100,0.196,0.569,7
2102,0.322,0.56,7
2103,-0.077,0.525,7
2104,-0.485,0.499,7
2105,-1.777,0.511,7
2106,0.865,0.686,7
2107,0.865,0.686,7
2109,0.246,0.543,7
2110,-1.336,0.484,7
2111,0.068,0.532,7
2113,-0.865,0.51,7
2114,0.246,0.543,7
2115,0.246,0.543,7
2116,-1.633,0.514,7
2117,-1.184,0.465,7
2118,0.865,0.686,7
2119,-0.618,0.477,7
2120,-1.825,0.509,7
2121,0.865,0.686,7
2122,-0.281,0.485,7
2123,0.865,0.686,7
2124,-0.583,0.48,7
2126,0.865,0.686,7
2127,0.865,0.686,7
2128,0.214,0.536,7
2129,0.087,0.528,7
2130,0.865,0.686,7
2132,-0.818,0.475,7
2133,-0.304,0.495,7
2134,0.865,0.686,7
2137,-0.373,0.483,7
2138,0.448,0.593,7
2139,-0.562,0.479,7
2140,0.865,0.686,7
2141,0.865,0.686,7
2142,-0.198,0.507,7
2144,-0.358,0.493,7
2146,0.865,0.686,7
2148,-0.079,0.501,7
2149,-0.296,0.504,7
2150,0.865,0.686,7
2151,-0.053,0.519,7
2152,-0.59,0.466,7
2153,-0.353,0.501,7
2155,0.865,0.686,7
2157,-0.077,0.525,7
2160,-2.277,0.567,7
2161,0.865,0.686,7
2162,0.865,0.686,7
2163,-1.088,0.496,7
2164,-0.712,0.472,7
2165,0.865,0.686,7
2168,-1.066,0.457,7
2171,0.865,0.686,7
2174,-0.196,0.497,7
2175,-0.782,0.496,7
2177,-0.686,0.457,7
2178,-0.077,0.525,7
2179,-0.079,0.501,7
2180,0.448,0.593,7
2181,0.865,0.686,7
2183,-0.752,0.513,7
2185,0.865,0.686,7
2187,-2.277,0.567,7
2188,-0.475,0.472,7
2189,0.448,0.593,7
2190,0.865,0.686,7
2191,0.865,0.686,7
2193,-0.159,0.538,7
2195,0.448,0.593,7
2196,-0.524,0.465,7
2199,-0.339,0.475,7
2200,0.865,0.686,7
2201,0.311,0.579,7
2202,0.865,0.686,7
2204,0.448,0.593,7
2206,0.865,0.686,7
2207,0.865,0.686,7
2208,0.246,0.543,7
2209,0.246,0.543,7
2210,0.865,0.686,7
2211,0.865,0.686,7
2212,0.865,0.686,7
2213,-0.198,0.507,7
2214,0.322,0.56,7
2217,0.865,0.686,7
2218,0.047,0.541,7
2219,-0.073,0.518,7
2221,0.865,0.686,7
2222,0.865,0.686,7
2223,0.865,0.686,7
2224,0.865,0.686,7
2225,0.865,0.686,7
2228,0.246,0.543,7
2229,0.865,0.686,7
2230,-0.077,0.525,7
2232,-0.073,0.518,7
2233,-0.159,0.538,7
2234,-0.865,0.51,7
2236,0.246,0.543,7
2237,0.322,0.56,7
2238,0.865,0.686,7
2239,-0.645,0.501,7
2240,0.865,0.686,7
2241,0.743,0.724,7
2242,0.865,0.686,7
2243,0.865,0.686,7
2244,0.865,0.686,7
2245,0.047,0.541,7
2246,-0.712,0.472,7
2247,-0.19,0.514,7
2248,-0.594,0.479,7
2249,-0.741,0.503,7
2250,-0.012,0.523,7
2253,0.865,0.686,7
2254,-0.524,0.465,7
2256,-0.475,0.472,7
2257,0.865,0.686,7
2258,-0.148,0.516,7
2259,0.865,0.686,7
2262,-2.277,0.567,7
2263,0.865,0.686,7
2264,-0.865,0.51,7
2265,0.865,0.686,7
2267,0.865,0.686,7
2268,-0.231,0.496,7
2269,0.865,0.686,7
2270,-1.551,0.517,7
2272,0.865,0.686,7
2273,0.865,0.686,7
2274,0.865,0.686,7
2275,0.196,0.569,7
2277,-0.077,0.525,7
2279,0.865,0.686,7
2280,-0.752,0.513,7
2282,0.448,0.593,7
2283,0.865,0.686,7
2284,-0.556,0.522,7
2285,0.865,0.686,7
2287,0.865,0.686,7
2288,0.865,0.686,7
2290,-2.277,0.567,7
2291,-1.777,0.511,7
2293,0.246,0.543,7
2294,-1.762,0.496,7
2296,-1.23,0.492,7
2297,0.865,0.686,7
2300,0.054,0.525,7
2301,0.865,0.686,7
2302,0.068,0.532,7
2303,-0.927,0.463,7
2306,-0.079,0.501,7
2307,0.865,0.686,7
2308,-0.594,0.479,7
2310,-0.159,0.538,7
2311,-0.012,0.523,7
2312,0.865,0.686,7
2314,-0.29,0.526,7
2315,0.865,0.686,7
2317,0.448,0.593,7
2319,0.322,0.56,7
2320,0.246,0.543,7
2321,0.865,0.686,7
2322,-0.841,0.457,7
2323,0.311,0.579,7
2324,0.865,0.686,7
2326,0.865,0.686,7
2327,0.865,0.686,7
2328,-0.433,0.511,8
2331,-1.057,0.466,8
2333,-0.641,0.458,8
2334,-1.364,0.473,8
2337,0.214,0.536,8
2338,-0.233,0.501,8
2340,-0.838,0.475,8
2341,-0.29,0.526,8
2342,0.865,0.686,8
2344,0.448,0.593,8
2346,-2.277,0.567,8
2347,-0.579,0.509,8
2349,-1.008,0.457,8
2350,0.448,0.593,8
2351,-1.428,0.473,8
2352,0.865,0.686,8
2353,-1.246,0.471,8
2355,0.865,0.686,8
2357,0.322,0.56,8
2358,-0.079,0.501,8
2359,0.176,0.549,8
2360,-1.034,0.49,8
2363,0.865,0.686,8
2364,-0.073,0.518,8
2365,-0.21,0.602,8
2366,0.448,0.593,8
2369,0.068,0.532,8
2370,-1.132,0.487,8
2371,0.865,0.686,8
2372,-0.028,0.509,8
2373,0.865,0.686,8
2374,-0.384,0.506,8
2375,0.448,0.593,8
2378,0.047,0.541,8
2379,0.047,0.541,8
2380,-0.968,0.497,8
2381,-0.664,0.479,8
2382,0.865,0.686,8
2383,0.865,0.686,8
2385,0.448,0.593,8
2388,0.068,0.532,8
2389,0.865,0.686,8
2392,-0.053,0.519,8
2393,-0.196,0.497,8
2394,0.865,0.686,8
2395,0.322,0.56,8
2396,0.047,0.541,8
2398,0.322,0.56,8
2399,0.322,0.56,8
2400,-1.8,0.515,8
2402,0.448,0.593,8
2403,0.322,0.56,8
2404,-1.633,0.514,8
2406,-0.164,0.507,8
2408,0.214,0.536,8
2409,0.214,0.536,8
2410,0.322,0.56,8
2411,-0.296,0.504,8
2412,0.865,0.686,8
2414,0.865,0.686,8
2415,0.865,0.686,8
2416,0.01,0.561,8
2417,0.865,0.686,8
2419,-0.415,0.483,8
2420,0.054,0.525,8
2421,0.311,0.579,8
2422,0.176,0.549,8
2423,-1.017,0.493,8
2426,-0.557,0.499,8
2427,-0.344,0.492,8
2428,0.176,0.549,8
2429,-0.815,0.485,8
2431,0.865,0.686,8
2433,0.865,0.686,8
2434,0.865,0.686,8
2435,-1.212,0.49,8
2436,-0.952,0.456,8
2437,0.196,0.569,8
2438,0.054,0.525,8
2440,-0.579,0.509,8
2442,0.196,0.569,8
2443,-0.841,0.457,8
2446,-0.671,0.547,8
2447,0.865,0.686,8
2448,0.743,0.724,8
2449,0.246,0.543,8
2450,0.448,0.593,8
2451,0.865,0.686,8
2452,0.865,0.686,8
2454,0.214,0.536,8
2455,-0.073,0.518,8
2456,-1.888,0.515,8
2457,-1.348,0.501,8
2458,0.865,0.686,8
2460,0.448,0.593,8
2461,0.196,0.569,8
2462,-1.246,0.471,8
2464,0.311,0.579,8
2465,-0.142,0.503,8
2466,-0.483,0.498,8
2469,-0.752,0.513,8
2472,-0.875,0.457,8
2473,-0.281,0.485,8
2475,0.865,0.686,8
2476,0.865,0.686,8
2477,0.865,0.686,8
2478,-0.632,0.478,8
2479,-0.607,0.486,8
2480,0.865,0.686,8
2481,-1.8,0.515,8
2482,0.054,0.525,8
2483,0.865,0.686,8
2485,-0.601,0.505,8
2486,-0.353,0.501,8
2487,-0.27,0.51,8
2489,0.865,0.686,8
2490,-0.692,0.504,8
2491,-0.976,0.481,8
2492,0.865,0.686,8
2493,-0.917,0.487,8
2494,0.865,0.686,8
2495,0.865,0.686,8
2496,0.322,0.56,8
2497,0.311,0.579,8
2498,-0.241,0.499,8
2499,-1.085,0.525,8
2500,0.311,0.579,8
2501,-0.568,0.475,8
2502,0.322,0.56,8
2504,0.865,0.686,8
2505,-0.524,0.465,8
2507,-0.175,0.523,8
2508,0.054,0.525,8
2509,-0.691,0.473,8
2510,0.865,0.686,8
2511,-0.968,0.497,8
2512,-0.818,0.475,8
2513,-1.476,0.468,8
2515,0.865,0.686,8
2516,0.448,0.593,8
2517,0.865,0.686,8
2518,-2.277,0.567,8
2519,-0.304,0.495,8
2520,0.865,0.686,8
2521,0.01,0.561,8
2522,-0.692,0.504,8
2523,0.865,0.686,8
2524,-0.073,0.518,8
2525,-0.164,0.507,8
2526,0.865,0.686,8
2527,-0.335,0.676,8
2530,-1.312,0.497,8
2531,0.196,0.569,8
2540,0.865,0.686,8
2541,0.865,0.686,8
2542,0.448,0.593,8
2543,-0.686,0.474,8
2544,0.01,0.561,8
2545,0.865,0.686,8
2546,0.047,0.541,8
2547,-0.148,0.516,8
2548,0.246,0.543,8
2549,-1.229,0.466,8
2550,-0.012,0.523,8
2551,-0.513,0.504,8
2552,0.865,0.686,8
2553,-0.29,0.526,8
2554,0.865,0.686,8
2555,0.51,0.759,8
2556,0.246,0.543,8
2557,0.865,0.686,8
2558,-2.277,0.567,8
2559,-1.986,0.52,8
2560,0.865,0.686,8
2561,0.865,0.686,8
2562,-1.017,0.493,8
2563,0.01,0.561,8
2566,-1.345,0.468,8
2567,-0.557,0.499,8
2568,0.448,0.593,8
2569,0.448,0.593,8
2570,-1.028,0.456,8
2571,-0.353,0.501,8
2573,0.615,0.741,8
2574,-0.296,0.504,8
2576,0.865,0.686,8
2577,0.322,0.56,8
2579,0.865,0.686,8
2581,-0.686,0.457,8
2583,0.865,0.686,8
2584,0.196,0.569,8
2587,0.865,0.686,8
2588,0.054,0.525,8
2590,-0.196,0.497,8
2591,0.196,0.569,8
2592,-0.64,0.47,8
2593,0.865,0.686,8
2594,0.448,0.593,8
2595,-0.601,0.505,8
2596,0.214,0.536,8
2598,-0.458,0.522,8
2600,0.865,0.686,8
2601,-0.296,0.504,8
2605,-0.012,0.523,8
2607,0.865,0.686,8
2608,-1.213,0.477,8
2611,0.01,0.561,8
2612,0.01,0.561,8
2614,0.865,0.686,8
2615,-0.395,0.5,8
2617,-1.112,0.483,8
2618,0.214,0.536,8
2619,-0.641,0.458,8
2621,0.865,0.686,8
2622,-1.986,0.52,8
2623,0.865,0.686,8
2625,0.176,0.549,8
2628,-1.617,0.489,8
2629,0.311,0.579,8
2631,0.743,0.724,8
2632,-1.087,0.464,8
2634,-0.29,0.526,8
2635,0.311,0.579,8
2636,0.246,0.543,8
2637,-1.081,0.481,8
2640,-0.395,0.5,8
2641,0.047,0.541,8
2642,-0.395,0.5,8
2643,0.865,0.686,8
2644,0.865,0.686,8
2645,0.682,0.71,8
2646,-0.079,0.501,8
2648,0.865,0.686,8
2649,-2,0.525,8
2650,0.865,0.686,8
2651,0.246,0.543,8
2652,-0.427,0.473,8
2653,-1.307,0.457,8
2654,0.865,0.686,8
2655,-0.281,0.485,8
2656,0.865,0.686,8
2657,0.865,0.686,8
2659,-0.865,0.51,9
2660,0.865,0.686,9
2662,-0.805,0.592,9
2663,0.086,0.579,9
2664,-0.959,0.482,9
2666,0.865,0.686,9
2668,0.865,0.686,9
2669,0.01,0.561,9
2670,0.246,0.543,9
2671,0.865,0.686,9
2673,-0.329,0.497,9
2674,0.176,0.549,9
2675,-0.483,0.498,9
2676,-0.594,0.479,9
2677,0.196,0.569,9
2678,0.322,0.56,9
2679,-1.066,0.457,9
2680,-0.417,0.495,9
2681,-0.903,0.457,9
2682,-1.132,0.487,9
2683,-0.148,0.516,9
2686,-1.293,0.465,9
2687,-0.959,0.482,9
2688,-1.348,0.501,9
2689,0.448,0.593,9
2690,0.322,0.56,9
2691,-0.831,0.458,9
2692,-0.292,0.55,9
2693,-0.979,0.457,9
2694,0.01,0.561,9
2695,0.068,0.532,9
2698,0.865,0.686,9
2700,0.865,0.686,9
2701,0.865,0.686,9
2703,-0.501,0.508,9
2704,0.311,0.579,9
2706,-1.401,0.588,9
2707,0.448,0.593,9
2708,0.865,0.686,9
2710,0.196,0.569,9
2711,-0.293,0.509,9
2712,-1.566,0.481,9
2713,-0.159,0.538,9
2715,0.047,0.541,9
2716,0.865,0.686,9
2717,-0.861,0.497,9
2719,0.865,0.686,9
2720,0.865,0.686,9
2721,0.865,0.686,9
2722,0.865,0.686,9
2723,0.865,0.686,9
2724,-0.296,0.504,9
2725,0.865,0.686,9
2726,0.01,0.561,9
2728,-0.637,0.495,9
2729,-0.198,0.507,9
2730,0.865,0.686,9
2731,0.865,0.686,9
2732,-0.686,0.474,9
2733,-1.314,0.491,9
2734,0.865,0.686,9
2735,-0.053,0.519,9
2736,0.865,0.686,9
2737,0.176,0.549,9
2738,-0.494,0.466,9
2739,-0.97,0.475,9
2740,-0.855,0.481,9
2741,-0.637,0.495,9
2743,0.865,0.686,9
2744,0.865,0.686,9
2745,0.087,0.528,9
2746,-0.997,0.485,9
2747,0.448,0.593,9
2748,0.865,0.686,9
2750,-0.353,0.501,9
2751,0.865,0.686,9
2752,0.246,0.543,9
2753,-0.077,0.525,9
2754,-0.384,0.506,9
2755,-1.163,0.499,9
2756,-0.823,0.478,9
2757,-0.692,0.504,9
2758,0.176,0.549,9
2759,-0.079,0.501,9
2762,0.865,0.686,9
2763,0.682,0.71,9
2764,-0.29,0.526,9
2765,-0.218,0.501,9
2766,-0.56,0.459,9
2767,0.311,0.579,9
2768,-0.841,0.457,9
2769,-0.685,0.465,9
2770,0.246,0.543,9
2771,-0.296,0.49,9
2772,0.865,0.686,9
2773,0.448,0.593,9
2774,-2.277,0.567,9
2775,-0.399,0.477,9
2776,-0.835,0.477,9
2777,0.01,0.561,9
2779,0.865,0.686,9
2780,0.246,0.543,9
2781,0.865,0.686,9
2784,-1.888,0.515,9
2785,0.865,0.686,9
2786,-2.277,0.567,9
2787,0.865,0.686,9
2789,-0.575,0.498,9
2790,0.322,0.56,9
2791,0.01,0.561,9
2792,0.865,0.686,9
2794,-2.277,0.567,9
2795,-0.948,0.456,9
2796,0.865,0.686,9
2797,-0.543,0.48,9
2798,-0.583,0.48,9
2799,0.865,0.686,9
2800,0.865,0.686,9
2801,0.087,0.528,9
2802,0.865,0.686,9
2804,0.448,0.593,9
2805,-1.986,0.52,9
2806,-0.293,0.509,9
2807,0.196,0.569,9
2808,-0.666,0.49,9
2810,0.311,0.579,9
2811,-0.752,0.513,9
2812,-0.053,0.519,9
2813,-0.576,0.488,9
2814,-1.031,0.457,9
2815,-0.434,0.596,9
2816,0.448,0.593,9
2817,0.448,0.593,9
2818,-0.782,0.496,9
2819,0.054,0.525,9
2820,-0.164,0.507,9
2821,0.865,0.686,9
2823,-0.938,0.485,9
2824,-0.296,0.504,9
2825,0.865,0.686,9
2826,0.246,0.543,9
2827,0.196,0.569,9
2828,-0.937,0.457,9
2829,-0.483,0.498,9
2830,0.196,0.569,9
2832,0.322,0.56,9
2833,-0.198,0.507,9
2835,0.865,0.686,9
2836,-0.012,0.523,9
2837,0.068,0.532,9
2838,-1.16,0.465,9
2839,-0.799,0.488,9
2840,-1.72,0.49,9
2842,-2.277,0.567,9
2843,-0.231,0.496,9
2844,-0.579,0.509,9
2845,-0.853,0.457,9
2847,0.865,0.686,9
2848,0.448,0.593,9
2849,-0.028,0.509,9
2850,-0.077,0.525,9
2851,-0.752,0.513,9
2853,0.214,0.536,9
2854,-0.387,0.478,9
2855,0.865,0.686,9
2857,0.009,0.606,9
2858,-0.149,0.488,9
2859,0.865,0.686,9
2860,0.054,0.525,9
2861,0.865,0.686,9
2862,0.311,0.579,9
2865,0.246,0.543,9
2866,-1.583,0.491,9
2869,0.176,0.549,9
2870,0.865,0.686,9
2871,0.311,0.579,9
2872,0.448,0.593,9
2874,-0.003,0.515,9
2875,-1.16,0.492,9
2876,0.311,0.579,9
2880,-0.196,0.497,9
2881,0.865,0.686,9
2882,-1.288,0.493,9
2883,-0.196,0.497,9
2884,0.865,0.686,9
2885,0.865,0.686,9
2886,-0.738,0.457,9
2889,0.865,0.686,9
2890,-1.102,0.456,9
2891,-0.079,0.501,9
2892,0.865,0.686,9
2893,-0.079,0.501,9
2894,0.246,0.543,9
2895,0.086,0.579,9
2896,-1.16,0.492,9
2897,0.865,0.686,9
2898,-0.148,0.516,9
2901,0.01,0.561,9
2903,0.448,0.593,9
2904,-1.288,0.493,9
2906,-0.385,0.515,9
2907,0.322,0.56,9
2908,0.448,0.593,9
2909,0.865,0.686,9
2911,0.865,0.686,9
2912,-0.433,0.511,9
2913,-0.579,0.509,9
2914,0.865,0.686,9
2915,-0.987,0.506,9
2916,0.865,0.686,9
2917,-0.375,0.503,9
2918,0.322,0.56,9
2919,-0.633,0.478,9
2920,-0.583,0.48,9
2922,0.196,0.569,9
2923,-0.028,0.509,9
2925,0.865,0.686,9
2926,0.865,0.686,9
2927,-2.277,0.567,9
2928,0.865,0.686,9
2929,-0.003,0.515,9
2930,0.054,0.525,9
2931,-1.008,0.457,9
2933,-0.737,0.476,9
2934,-0.594,0.479,9
2936,-0.304,0.495,9
2937,0.865,0.686,9
2939,-0.917,0.558,9
2940,-0.053,0.519,9
2941,-0.548,0.508,9
2942,0.246,0.543,9
2943,0.086,0.579,9
2944,-1.604,0.482,9
2945,-0.339,0.475,9
2946,-1.131,0.465,9
2947,-0.003,0.515,9
2949,-1.053,0.464,9
2950,-1.611,0.486,9
2951,0.448,0.593,9
2952,-0.159,0.538,9
2955,0.311,0.579,9
2956,-0.541,0.571,9
2957,0.865,0.686,9
2958,-0.003,0.515,9
2959,-1.432,0.48,9
2960,0.196,0.569,9
2962,-0.81,0.464,9
2963,-0.488,0.499,9
2964,0.246,0.543,9
2965,-0.003,0.515,9
2966,0.054,0.525,9
2968,-0.989,0.484,9
2969,-0.782,0.496,9
2970,-0.455,0.482,9
2971,-1.245,0.484,9
2973,-1.348,0.501,9
2974,-0.053,0.519,9
2976,0.865,0.686,9
2977,-0.19,0.514,9
2979,-0.053,0.519,9
2980,-1.307,0.457,9
2981,-0.904,0.457,9
2982,-0.39,0.482,9
10182,-0.39,0.482,9
2985,-1.195,0.476,10
2986,0.196,0.569,10
2987,0.322,0.56,10
2988,0.865,0.686,10
2989,0.865,0.686,10
2992,0.865,0.686,10
2993,0.865,0.686,10
2994,0.068,0.532,10
2995,-0.438,0.473,10
2997,0.448,0.593,10
2998,0.865,0.686,10
2999,0.311,0.579,10
3002,0.865,0.686,10
3003,0.176,0.549,10
3005,0.448,0.593,10
3006,-0.658,0.469,10
3009,0.054,0.525,10
3010,0.865,0.686,10
3011,-0.667,0.465,10
3012,0.865,0.686,10
3014,0.865,0.686,10
3015,0.865,0.686,10
