ff_id,EXT15,EXT15_SE,city
1577,-0.619,0.462,5
1578,-0.714,0.498,5
1579,1.01,0.316,5
1580,0.906,0.35,5
1582,-0.302,0.469,5
1583,1.282,0.292,5
1586,0.046,0.436,5
1587,-0.306,0.46,5
1588,0.115,0.445,5
1589,1.015,0.31,5
1591,-2.058,0.639,5
1592,-0.515,0.488,5
1594,-1.409,0.569,5
1596,-0.61,0.476,5
1597,-0.465,0.454,5
1598,-1.224,0.518,5
1599,-0.902,0.508,5
1601,0.26,0.424,5
1602,0.128,0.424,5
1604,-1.069,0.514,5
1605,1.504,0.273,5
1606,-0.64,0.468,5
1607,-0.351,0.47,5
1608,0.661,0.355,5
1609,0.802,0.361,5
1610,0.206,0.429,5
1611,-1.649,0.591,5
1612,0.578,0.323,5
1614,-0.507,0.478,5
1616,0.334,0.414,5
1619,-1.314,0.536,5
1620,0.041,0.438,5
1622,1.027,0.328,5
1623,1.356,0.287,5
1624,-2.058,0.639,5
1627,0.854,0.345,5
1629,-0.211,0.465,5
1630,1.264,0.297,5
1632,1.214,0.27,5
1635,-1.007,0.495,5
1636,1.522,0.281,5
1639,1.142,0.315,5
1641,0.416,0.411,5
1642,0.618,0.364,5
1643,-2.058,0.639,5
1644,-1.819,0.603,5
1647,-0.334,0.469,5
1649,-1.552,0.566,5
1650,-0.314,0.46,5
1654,0.062,0.427,5
1655,0.315,0.417,5
1656,-1.187,0.542,5
1657,0.756,0.356,5
1659,-0.348,0.451,5
1660,0.839,0.35,5
1661,-0.6,0.456,5
1664,1.07,0.323,6
1666,0.795,0.323,6
1667,-0.012,0.445,6
1668,-1.083,0.494,6
1670,-0.295,0.445,6
1671,-0.411,0.435,6
1672,0.444,0.512,6
1675,1.012,0.337,6
1676,0.334,0.414,6
1677,0.515,0.398,6
1680,1.093,0.269,6
1682,0.442,0.395,6
1685,-1.649,0.591,6
1686,-1.425,0.543,6
1687,0.853,0.335,6
1690,0.241,0.424,6
1691,-0.035,0.451,6
1692,-2.058,0.639,6
1693,-1.129,0.497,6
1694,1.437,0.269,6
1697,0.528,0.366,6
1698,1.751,0.275,6
1699,0.854,0.353,6
1701,1.293,0.279,6
1702,0.204,0.431,6
1703,1.265,0.302,6
1704,-0.458,0.475,6
1706,0.638,0.372,6
1708,-0.031,0.408,6
1710,-0.954,0.484,6
1711,1.611,0.276,6
1712,-0.215,0.454,6
1713,0.788,0.342,6
1714,0.926,0.339,6
1715,0.832,0.325,6
1716,-1.121,0.527,6
1717,0.179,0.418,6
1719,-0.574,0.461,6
1720,-1.217,0.521,6
1721,1.088,0.321,6
1722,0.714,0.351,6
1723,-0.201,0.447,6
1724,-0.257,0.439,6
1725,-1.025,0.502,6
1726,0.085,0.421,6
1727,-0.091,0.443,6
1728,-0.241,0.448,6
1729,1.144,0.301,6
1730,-1.14,0.519,6
1731,0.949,0.269,6
1734,-0.436,0.444,6
1735,-1.354,0.544,6
1736,1.177,0.307,6
1738,-1.819,0.603,6
1739,0.786,0.347,6
1741,-1.13,0.535,6
1742,-1.201,0.535,6
1744,-0.954,0.507,6
1745,1.621,0.26,6
1746,0.136,0.417,6
1748,0.177,0.424,6
1749,-2.058,0.639,6
1751,-0.409,0.454,6
1752,0.812,0.343,6
1753,0.771,0.296,6
1754,-1.542,0.574,6
1755,-0.758,0.493,6
1756,1.154,0.303,6
1758,1.074,0.322,6
1760,0.085,0.44,6
1761,-1.339,0.549,6
1762,0.592,0.385,6
1764,1.458,0.287,6
1765,0.361,0.418,6
1767,-1.819,0.604,6
1769,-0.317,0.441,6
1771,-1.737,0.588,6
1772,-0.469,0.472,6
1773,-0.292,0.473,6
1775,-0.021,0.444,6
1776,0.733,0.269,6
1777,-1.354,0.544,6
1778,0.562,0.373,6
1779,1.225,0.302,6
1780,0.343,0.398,6
1782,1.292,0.269,6
1783,0.659,0.378,6
1784,0.485,0.402,6
1785,-0.482,0.453,6
1786,1.097,0.307,6
1788,-0.231,0.453,6
1789,-0.475,0.453,6
1790,1.534,0.277,6
1791,0.658,0.373,6
1793,-0.077,0.444,6
1794,-2.058,0.639,6
1795,-0.572,0.486,6
1796,-0.947,0.506,6
1797,1.255,0.265,6
1798,0.789,0.339,6
1799,-0.806,0.477,6
1801,0.354,0.403,6
1802,-0.291,0.468,6
1803,0.304,0.415,6
1804,-0.106,0.44,6
1807,1.694,0.255,6
1808,1.513,0.266,6
1809,0.715,0.357,6
1810,1.69,0.273,6
1811,-0.299,0.451,6
1813,-0.205,0.425,6
1814,-0.358,0.45,6
1815,-0.46,0.472,6
1816,-1.432,0.564,6
1817,-0.856,0.487,6
1819,0.9,0.347,6
1820,-0.212,0.46,6
1821,-0.553,0.491,6
1822,0.415,0.409,6
1823,0.47,0.38,6
1826,-0.112,0.449,6
1827,0.921,0.329,6
1828,-0.93,0.514,6
1829,-1.212,0.544,6
1830,-2.058,0.639,6
1831,1.436,0.266,6
1832,0.231,0.394,6
1833,-0.629,0.481,6
1836,-0.503,0.446,6
1837,-0.418,0.463,6
1838,-1.186,0.533,6
1839,0.729,0.364,6
1841,-0.482,0.453,6
1842,0.442,0.395,6
1843,1.346,0.288,6
1845,-0.663,0.45,6
1846,-1.071,0.507,6
1847,0.798,0.363,6
1849,-0.667,0.494,6
1850,0.785,0.269,6
1851,0.206,0.429,6
1852,0.546,0.379,6
1853,-0.362,0.431,6
1854,1.435,0.266,6
1855,0.038,0.417,6
1856,-0.558,0.476,6
1857,-0.72,0.49,6
1858,-0.128,0.433,6
1859,-1.445,0.545,6
1860,-0.381,0.456,6
1861,0.993,0.289,6
1862,1.084,0.321,6
1863,-0.739,0.486,6
1866,1.686,0.274,6
1867,0.334,0.414,6
1868,0.372,0.385,6
1869,0.088,0.432,6
1872,0.489,0.401,6
1873,0.665,0.347,6
1874,1.187,0.301,6
1875,-0.643,0.5,6
1876,0.137,0.419,6
1879,-0.718,0.476,6
1882,0.334,0.414,6
1883,-1.794,0.601,6
1884,-1.589,0.574,6
1885,0.566,0.378,6
1886,-0.174,0.428,6
1888,-0.34,0.467,6
1890,0.745,0.35,6
1891,-0.447,0.464,6
1892,-1.409,0.569,6
1893,1.601,0.269,6
1894,-0.112,0.449,6
1895,2.498,0.262,6
1897,0.245,0.426,6
1898,0.801,0.355,6
1899,0.876,0.332,6
1900,-0.033,0.402,6
1901,0.365,0.415,6
1903,0.041,0.438,6
1904,-0.054,0.427,6
1905,-0.064,0.442,6
1906,-1.043,0.534,6
1907,0.74,0.367,6
1909,-0.883,0.518,6
1910,0.516,0.401,6
1911,1.367,0.3,6
1912,0.606,0.364,6
1913,0.279,0.386,6
1914,-1.265,0.508,6
1915,0.157,0.442,6
1916,0.995,0.323,6
1919,2.016,0.27,6
1920,0.832,0.344,6
1921,-1.794,0.601,6
1922,0.124,0.426,6
1923,0.152,0.441,6
1924,-0.254,0.439,6
1925,0.402,0.39,6
1926,0.408,0.39,6
1927,0.224,0.423,6
1928,-1.399,0.557,6
1929,2.62,0.284,6
1930,-0.373,0.453,6
1932,-1.05,0.515,6
1934,-0.957,0.493,6
1935,-0.513,0.477,6
1936,-0.191,0.438,6
1937,0.685,0.35,6
1938,-2.058,0.639,6
1939,-0.016,0.441,6
1941,-0.075,0.43,6
1942,0.988,0.327,6
1943,0.558,0.38,6
1944,0.385,0.379,6
1945,1.433,0.275,6
1946,-1.384,0.536,6
1947,-0.214,0.447,6
1948,0.545,0.371,6
1951,0.849,0.34,6
1952,-0.427,0.448,6
1953,0.355,0.395,6
1954,0.055,0.396,6
1955,-0.176,0.463,6
1958,-0.671,0.475,6
1959,-1.005,0.52,6
1960,-0.196,0.447,6
1961,1.444,0.272,6
1962,1.041,0.321,6
1965,1.228,0.291,6
1966,0.211,0.4,6
1967,-0.087,0.46,6
1969,0.674,0.357,6
1970,-0.064,0.442,6
1971,1.032,0.327,6
1972,1.268,0.272,6
1973,-0.22,0.467,6
1974,-1.265,0.508,6
1975,1.165,0.302,6
1976,-1.589,0.574,6
1978,-0.338,0.456,6
1981,-2.058,0.639,6
1982,1.138,0.318,6
1984,0.041,0.438,6
1985,-1.265,0.508,6
1987,0.066,0.443,6
1989,0.136,0.445,6
1990,-1.227,0.523,6
1991,0.691,0.372,6
1992,-0.585,0.484,6
1993,1.364,0.291,6
1994,-0.036,0.447,6
1995,0.639,0.355,6
1996,0.476,0.363,6
1997,1.135,0.321,6
1998,-0.112,0.452,6
1999,0.511,0.37,6
2000,0.226,0.424,6
2002,-0.325,0.46,7
2003,-1.362,0.555,7
2004,-0.497,0.461,7
2005,0.416,0.411,7
2006,1.472,0.283,7
2007,0.821,0.355,7
2009,1.078,0.287,7
2010,0.302,0.422,7
2011,-0.243,0.437,7
2012,-0.388,0.437,7
2014,-0.83,0.505,7
2016,-0.325,0.455,7
2019,-1.14,0.519,7
2020,0.519,0.378,7
2021,0.206,0.429,7
2022,1.568,0.274,7
2025,-1.649,0.591,7
2026,-0.467,0.479,7
2027,0.512,0.391,7
2029,-0.351,0.47,7
2030,0.86,0.337,7
2031,-0.348,0.451,7
2032,-0.53,0.469,7
2034,0.099,0.437,7
2035,0.166,0.437,7
2036,-0.88,0.516,7
2037,-0.18,0.443,7
2039,0.122,0.419,7
2040,0.176,0.406,7
2041,2.545,0.271,7
2042,-0.839,0.504,7
2043,-0.344,0.477,7
2044,0.459,0.393,7
2045,0.659,0.382,7
2047,-0.43,0.456,7
2050,1.551,0.28,7
2051,-0.098,0.46,7
2052,0.977,0.326,7
2054,0.907,0.324,7
2056,-0.637,0.481,7
2057,0.418,0.392,7
2058,0.515,0.398,7
2059,1.035,0.313,7
2061,0.614,0.382,7
2062,-0.196,0.447,7
2063,-1.359,0.563,7
2064,0.869,0.332,7
2067,0.496,0.375,7
2068,0.329,0.41,7
2069,-0.478,0.429,7
2070,0.102,0.417,7
2072,-0.772,0.496,7
2074,0.091,0.43,7
2076,0.595,0.39,7
2077,0.397,0.412,7
2079,-0.755,0.486,7
2080,-0.891,0.491,7
2082,0.012,0.443,7
2083,1.003,0.292,7
2084,-0.528,0.473,7
2085,0.72,0.371,7
2088,1.329,0.292,7
2089,0.411,0.405,7
2090,0.122,0.445,7
2092,0.4,0.406,7
2093,-1.542,0.574,7
2095,0.638,0.382,7
2096,-0.459,0.46,7
2099,0.354,0.396,7
2102,0.196,0.403,7
2103,-0.447,0.446,7
2104,-0.214,0.447,7
2105,0.882,0.349,7
2106,-1.649,0.591,7
2107,1.305,0.289,7
2109,1.469,0.276,7
2110,0.546,0.391,7
2111,-0.609,0.489,7
2113,-2.058,0.639,7
2114,1.12,0.309,7
2115,-0.055,0.442,7
2116,1.381,0.266,7
2117,0.17,0.4,7
2118,-0.068,0.42,7
2119,-0.601,0.468,7
2120,0.095,0.436,7
2121,-0.469,0.472,7
2122,1.598,0.278,7
2123,0.711,0.371,7
2124,0.55,0.394,7
2126,0.233,0.397,7
2127,1.334,0.293,7
2128,1.277,0.292,7
2129,1.303,0.271,7
2130,-1.414,0.562,7
2132,-0.335,0.456,7
2133,0.71,0.316,7
2136,0.491,0.393,7
2137,0.442,0.395,7
2138,-1.262,0.527,7
2139,0.359,0.404,7
2140,0.206,0.429,7
2141,-0.4,0.461,7
2142,1.605,0.264,7
2144,-0.637,0.481,7
2146,1.207,0.275,7
2147,-0.643,0.463,7
2148,-0.6,0.456,7
2149,1.067,0.283,7
2150,0.765,0.368,7
2151,1.743,0.276,7
2152,-0.569,0.462,7
2153,1.128,0.314,7
2160,-0.532,0.486,7
2161,0.866,0.345,7
2162,1.012,0.337,7
2163,0.521,0.391,7
2164,0.489,0.388,7
2165,0.252,0.403,7
2171,-2.058,0.639,7
2173,-1.071,0.507,7
2174,1.062,0.291,7
2175,0.502,0.399,7
2177,0.12,0.392,7
2178,-0.458,0.475,7
2179,1.156,0.32,7
2180,-0.787,0.495,7
2181,0.908,0.344,7
2182,0.687,0.372,7
2183,-1.212,0.544,7
2185,0.17,0.428,7
2187,1.068,0.293,7
2188,1.073,0.317,7
2189,-0.544,0.46,7
2190,-1.75,0.591,7
2191,1.049,0.314,7
2192,0.072,0.434,7
2193,-0.588,0.48,7
2195,0.729,0.359,7
2196,-0.275,0.457,7
2199,-0.422,0.479,7
2200,1.512,0.285,7
2202,-1.007,0.513,7
2204,1.806,0.253,7
2206,0.18,0.429,7
2207,-0.747,0.466,7
2208,0.539,0.361,7
2209,0.669,0.378,7
2210,-0.325,0.444,7
2211,1.028,0.268,7
2212,-0.592,0.456,7
2213,-0.439,0.475,7
2214,2.631,0.286,7
2216,-1.126,0.505,7
2217,0.54,0.384,7
2218,1.002,0.32,7
2219,1.06,0.329,7
2221,-1.007,0.513,7
2222,1.199,0.305,7
2224,-2.058,0.639,7
2225,0.173,0.419,7
2228,-1.098,0.521,7
2229,-0.553,0.491,7
2230,0.009,0.387,7
2232,0.353,0.407,7
2233,-0.292,0.473,7
2234,0.087,0.429,7
2235,-0.741,0.465,7
2236,1.168,0.271,7
2237,-0.803,0.496,7
2239,-0.302,0.469,7
2240,0.236,0.428,7
2241,0.095,0.436,7
2242,1.373,0.286,7
2244,1.54,0.275,7
2245,0.639,0.372,7
2246,1.181,0.311,7
2247,-0.161,0.438,7
2248,1.399,0.264,7
2249,-2.058,0.639,7
2250,0.012,0.443,7
2251,1.402,0.266,7
2253,1.937,0.276,7
2254,-1.079,0.528,7
2256,-0.185,0.467,7
2257,0.666,0.379,7
2258,1.067,0.327,7
2259,1.091,0.319,7
2260,-1.589,0.574,7
2263,-0.177,0.452,7
2264,0.062,0.439,7
2265,2.115,0.278,7
2268,-1.035,0.527,7
2269,0.282,0.415,7
2270,-0.196,0.45,7
2272,-0.159,0.446,7
2273,-0.176,0.463,7
2274,1.012,0.337,7
2275,0.295,0.4,7
2277,0.541,0.381,7
2279,0.929,0.33,7
2280,-0.032,0.434,7
2282,1.302,0.269,7
2283,0.809,0.357,7
2284,1.312,0.299,7
2287,0.321,0.419,7
2288,-0.084,0.417,7
2290,-0.176,0.463,7
2291,0.207,0.426,7
2293,1.26,0.304,7
2294,1.154,0.287,7
2296,0.603,0.359,7
2297,0.962,0.327,7
2298,0.735,0.35,7
2300,0.926,0.338,7
2301,-0.812,0.51,7
2302,0.041,0.438,7
2303,0.442,0.409,7
2304,-0.129,0.452,7
2306,1.251,0.265,7
2307,-0.398,0.438,7
2308,-1.036,0.525,7
2309,-1.262,0.552,7
2310,-0.48,0.482,7
2311,1.028,0.316,7
2313,-0.493,0.454,7
2314,0.906,0.35,7
2315,0.373,0.408,7
2317,0.397,0.407,7
2319,0.966,0.291,7
2320,0.925,0.34,7
2321,-0.475,0.453,7
2322,-0.486,0.457,7
2324,0.612,0.391,7
2326,1.17,0.304,7
2327,-0.061,0.44,7
2328,0.501,0.401,8
2329,-0.291,0.468,8
2330,0.49,0.387,8
2331,-0.245,0.465,8
2333,2.44,0.395,8
2334,0.668,0.361,8
2335,-0.322,0.467,8
2337,0.397,0.412,8
2338,0.102,0.418,8
2339,-0.286,0.454,8
2340,0.206,0.429,8
2341,-2.058,0.639,8
2342,-0.028,0.432,8
2344,-0.853,0.505,8
2345,-0.429,0.462,8
2346,-0.185,0.445,8
2347,1.923,0.263,8
2349,-0.119,0.411,8
2350,-0.883,0.518,8
2351,-0.368,0.45,8
2352,0.515,0.398,8
2353,-0.132,0.459,8
2355,2.363,0.268,8
2357,-0.05,0.438,8
2358,1.847,0.26,8
2359,0.165,0.404,8
2360,-0.943,0.502,8
2363,-0.803,0.496,8
2364,-0.216,0.452,8
2365,1.087,0.315,8
2370,0.639,0.366,8
2371,0.078,0.43,8
2372,-0.451,0.457,8
2375,-1.26,0.53,8
2378,-0.055,0.442,8
2379,0.206,0.429,8
2380,-0.427,0.472,8
2381,0.955,0.29,8
2382,-2.058,0.639,8
2383,-0.684,0.494,8
2385,-0.86,0.506,8
2388,2.189,0.272,8
2389,-0.531,0.466,8
2392,0.966,0.321,8
2393,-2.058,0.639,8
2394,0.829,0.353,8
2395,0.316,0.4,8
2396,-0.238,0.448,8
2397,-1.484,0.555,8
2398,1.078,0.268,8
2399,0.624,0.379,8
2400,-0.037,0.45,8
2402,0.055,0.417,8
2403,0.433,0.401,8
2404,-0.019,0.448,8
2405,-0.522,0.546,8
2406,0.834,0.309,8
2408,1.988,0.263,8
2409,-0.066,0.439,8
2410,1.285,0.268,8
2411,0.223,0.416,8
2412,-0.456,0.464,8
2414,0.975,0.33,8
2415,0.443,0.398,8
2416,0.629,0.305,8
2417,0.067,0.435,8
2419,2.083,0.253,8
2420,-1.409,0.569,8
2421,-1.011,0.521,8
2422,0.506,0.389,8
2423,-1.519,0.562,8
2425,0.717,0.515,8
2426,-0.18,0.43,8
2427,-0.31,0.47,8
2428,0.314,0.412,8
2429,-0.954,0.525,8
2430,2.366,0.266,8
2431,0.203,0.404,8
2433,-1.794,0.601,8
2434,1.135,0.28,8
2435,-0.08,0.443,8
2436,-0.883,0.518,8
2437,0.152,0.441,8
2438,1.129,0.319,8
2440,1.622,0.277,8
2442,0.489,0.389,8
2443,0.866,0.329,8
2446,0.55,0.396,8
2447,-2.058,0.639,8
2448,-0.665,0.471,8
2449,-0.6,0.456,8
2450,0.289,0.415,8
2451,1.307,0.292,8
2452,1.012,0.337,8
2454,0.923,0.269,8
2455,-0.303,0.478,8
2456,-0.637,0.481,8
2457,1.151,0.267,8
2458,-0.197,0.461,8
2459,0.041,0.438,8
2460,-0.042,0.446,8
2461,1.014,0.315,8
2462,0.352,0.417,8
2463,1.575,0.265,8
2464,1.427,0.292,8
2465,0.253,0.418,8
2466,-2.058,0.639,8
2469,1.131,0.28,8
2471,0.063,0.436,8
2472,1.314,0.296,8
2473,1.738,0.268,8
2475,0.433,0.401,8
2476,-0.812,0.51,8
2477,0.831,0.351,8
2479,0.206,0.429,8
2480,0.859,0.333,8
2482,-0.419,0.474,8
2483,-0.136,0.447,8
2485,0.623,0.381,8
2486,0.684,0.378,8
2487,0.344,0.418,8
2490,1.342,0.269,8
2491,1.132,0.283,8
2492,-1.362,0.555,8
2493,0.352,0.417,8
2494,-0.375,0.451,8
2495,0.206,0.429,8
2496,0.873,0.346,8
2497,0.103,0.429,8
2498,-0.619,0.462,8
2499,-1.023,0.502,8
2500,-0.493,0.454,8
2501,0.175,0.429,8
2502,-0.334,0.447,8
2504,0.334,0.414,8
2505,-0.098,0.46,8
2507,-0.907,0.506,8
2508,-0.302,0.469,8
2509,0.713,0.362,8
2510,1.007,0.291,8
2511,-0.424,0.449,8
2512,-0.267,0.449,8
2513,0.735,0.362,8
2516,0.511,0.395,8
2517,-2.058,0.639,8
2518,-2.058,0.639,8
2519,-1.794,0.601,8
2520,-0.636,0.464,8
2521,-0.748,0.485,8
2522,0.152,0.429,8
2523,-0.468,0.475,8
2524,-1.241,0.529,8
2525,-0.024,0.444,8
2526,-1.75,0.591,8
2527,-0.311,0.45,8
2529,0.352,0.417,8
2530,-1.53,0.564,8
2531,0.915,0.346,8
2533,-1.063,0.507,8
2534,1.391,0.285,8
2537,-1.409,0.569,8
2539,0.207,0.426,8
2540,1.164,0.312,8
2541,-0.012,0.445,8
2542,0.391,0.41,8
2543,1.449,0.278,8
2544,-0.747,0.491,8
2545,-2.058,0.639,8
2546,-1.681,0.652,8
2548,-1.14,0.519,8
2549,-0.313,0.45,8
2550,0.041,0.438,8
2551,0.031,0.545,8
2553,-1.007,0.513,8
2554,1.25,0.27,8
2555,1.885,0.262,8
2556,0.537,0.386,8
2557,-1.545,0.569,8
2558,1.062,0.325,8
2559,-0.364,0.818,8
2560,0.174,0.424,8
2561,-1.212,0.544,8
2562,-0.519,0.487,8
2563,-0.891,0.491,8
2567,1.687,0.271,8
2569,-0.26,0.444,8
2570,1.189,0.266,8
2571,0.279,0.412,8
2572,0.047,0.449,8
2573,0.206,0.429,8
2574,-0.097,0.455,8
2576,0.612,0.391,8
2577,1.071,0.315,8
2579,-0.337,0.464,8
2581,-2.058,0.639,8
2582,0.049,0.417,8
2583,0.293,0.401,8
2584,0.206,0.429,8
2587,1.919,0.273,8
2588,-0.553,0.491,8
2590,0.282,0.412,8
2591,-0.412,0.48,8
2592,-1.262,0.552,8
2594,-0.465,0.454,8
2595,0.901,0.34,8
2597,-2.058,0.639,8
2598,-0.456,0.473,8
2600,2.251,0.273,8
2601,-0.332,0.457,8
2605,-0.019,0.448,8
2607,0.547,0.381,8
2608,-0.293,0.459,8
2609,-1.649,0.591,8
2611,-0.614,0.486,8
2612,1.396,0.274,8
2614,-0.348,0.457,8
2615,0.186,0.424,8
2618,-1.794,0.601,8
2619,0.787,0.364,8
2621,1.178,0.308,8
2622,0.572,0.311,8
2623,0.508,0.368,8
2625,-0.978,0.519,8
2626,1.703,0.26,8
2628,1.229,0.283,8
2629,-0.131,0.46,8
2631,0.552,0.379,8
2632,0.436,0.409,8
2633,-1.262,0.552,8
2634,0.775,0.343,8
2635,1.156,0.32,8
2637,-0.488,0.476,8
2638,-0.753,0.481,8
2640,1.046,0.295,8
2641,0.663,0.382,8
2642,-0.661,0.463,8
2644,0.245,0.414,8
2645,0.085,0.422,8
2646,-0.475,0.453,8
2648,-0.264,0.465,8
2649,0.066,0.445,8
2650,-0.88,0.516,8
2651,-1.186,0.533,8
2652,0.456,0.377,8
2653,-0.428,0.475,8
2654,0.529,0.394,8
2655,1.129,0.311,8
2656,-0.846,0.518,8
2657,0.764,0.313,8
2659,1.472,0.266,9
2660,0.928,0.344,9
2661,2.047,0.256,9
2662,-0.179,0.427,9
2663,0.818,0.343,9
2664,-0.93,0.501,9
2666,1.267,0.271,9
2667,1.062,0.311,9
2668,0.452,0.407,9
2669,-0.146,0.461,9
2670,0.604,0.378,9
2671,0.192,0.429,9
2673,1.05,0.314,9
2674,-0.769,0.486,9
2675,-0.461,0.483,9
2676,-0.974,0.512,9
2677,-1.409,0.569,9
2678,-0.362,0.452,9
2679,1.571,0.267,9
2680,-0.118,0.443,9
2681,0.64,0.349,9
2682,-0.1,0.442,9
2683,0.589,0.389,9
2684,0.168,0.4,9
2686,0.463,0.383,9
2687,0.298,0.407,9
2688,-0.351,0.47,9
2689,-0.58,0.469,9
2690,0.669,0.316,9
2691,-1.227,0.521,9
2692,-0.637,0.481,9
2693,1.06,0.523,9
2694,0.492,0.394,9
2695,-0.203,0.439,9
2697,-0.724,0.489,9
2698,-0.364,0.45,9
2699,-2.058,0.639,9
2700,-1.063,0.507,9
2701,0.946,0.294,9
2703,-1.023,0.502,9
2704,-0.553,0.491,9
2706,-0.698,0.49,9
2707,0.206,0.429,9
2708,1.13,0.268,9
2711,1.072,0.317,9
2712,0.464,0.389,9
2713,0.063,0.435,9
2715,-0.152,0.438,9
2717,0.612,0.391,9
2719,-1.424,0.548,9
2720,0.237,0.414,9
2722,0.321,0.421,9
2723,-0.132,0.444,9
2724,-0.317,0.441,9
2725,0.958,0.337,9
2726,-0.553,0.491,9
2729,-1.056,0.525,9
2730,-0.403,0.459,9
2731,-0.048,0.435,9
2732,0.384,0.412,9
2733,1.149,0.316,9
2734,-0.469,0.488,9
2736,-0.135,0.444,9
2737,0.282,0.412,9
2738,0.5,0.393,9
2739,-0.12,0.447,9
2740,1.489,0.271,9
2741,0.65,0.36,9
2742,0.891,0.341,9
2743,0.383,0.408,9
2744,1.033,0.322,9
2745,0.525,0.373,9
2746,-0.201,0.461,9
2747,1.289,0.269,9
2748,1.012,0.337,9
2750,-0.31,0.47,9
2751,0.775,0.353,9
2752,0.906,0.338,9
2753,1.236,0.294,9
2754,1.3,0.282,9
2756,-0.129,0.433,9
2758,-0.757,0.485,9
2759,-1.21,0.536,9
2761,0.313,0.409,9
2762,1.229,0.263,9
2763,0.402,0.413,9
2764,0.963,0.337,9
2765,0.979,0.318,9
2766,-0.044,0.442,9
2767,-0.073,0.455,9
2768,-0.937,0.506,9
2769,0.984,0.289,9
2770,-0.883,0.518,9
2771,0.148,0.396,9
2772,1.475,0.269,9
2773,0.91,0.32,9
2774,-0.26,0.459,9
2775,0.22,0.416,9
2777,0.396,0.398,9
2779,0.694,0.366,9
2780,0.758,0.347,9
2781,0.094,0.419,9
2782,-0.838,0.47,9
2784,-0.896,0.486,9
2785,-1.409,0.569,9
2786,-0.004,0.453,9
2787,-0.857,0.512,9
2790,-0.839,0.504,9
2791,0.207,0.426,9
2792,-1.542,0.574,9
2793,-0.591,0.538,9
2794,1.307,0.292,9
2795,-0.179,0.444,9
2796,0.829,0.353,9
2797,0.669,0.367,9
2799,0.048,0.401,9
2800,-1.819,0.603,9
2801,0.45,0.409,9
2802,0.434,0.41,9
2804,-0.907,0.506,9
2805,0.736,0.372,9
2806,-2.058,0.639,9
2807,0.079,0.438,9
2808,0.853,0.352,9
2809,-0.101,0.457,9
2810,-2.058,0.639,9
2811,0.096,0.416,9
2812,2.029,0.271,9
2813,0.804,0.359,9
2814,-0.72,0.482,9
2815,-0.358,0.451,9
2816,-1.089,0.52,9
2817,0.206,0.429,9
2818,1.251,0.265,9
2819,1.188,0.271,9
2820,0.507,0.382,9
2821,1.29,0.287,9
2823,0.574,0.363,9
2824,-2.058,0.639,9
2825,0.205,0.405,9
2827,-1.359,0.563,9
2828,0.526,0.364,9
2830,-0.887,0.483,9
2832,0.154,0.421,9
2833,1.395,0.275,9
2835,0.172,0.423,9
2836,-0.12,0.411,9
2837,-0.637,0.481,9
2838,-0.741,0.502,9
2839,-0.016,0.433,9
2840,-0.415,0.436,9
2842,1.584,0.279,9
2843,0.591,0.39,9
2844,-0.719,0.482,9
2845,-0.176,0.463,9
2846,-1.605,0.586,9
2847,0.941,0.328,9
2848,0.782,0.339,9
2849,0.481,0.398,9
2850,-0.187,0.447,9
2851,-0.954,0.525,9
2854,1.377,0.266,9
2855,-2.058,0.639,9
2857,0.501,0.401,9
2858,0.007,0.442,9
2859,0.177,0.424,9
2860,0.47,0.401,9
2861,1.226,0.286,9
2862,-0.335,0.453,9
10197,0.09,0.446,9
2865,0.252,0.417,9
2866,-0.133,0.431,9
2869,-0.37,0.433,9
2870,-0.744,0.478,9
2871,-0.094,0.446,9
2872,-0.528,0.481,9
2874,-1.361,0.553,9
2875,0.159,0.389,9
2876,0.289,0.399,9
2877,1.712,0.269,9
2878,-1.046,0.526,9
2880,0.474,0.404,9
2881,0.416,0.411,9
2882,-0.846,0.518,9
2883,-0.618,0.481,9
2884,-0.064,0.442,9
2885,-1.354,0.544,9
2886,-0.741,0.465,9
2889,-0.748,0.485,9
2890,1.297,0.27,9
2892,0.714,0.363,9
2893,0.672,0.316,9
2894,0.229,0.435,9
2895,2.005,0.257,9
2896,0.335,0.418,9
2897,0.07,0.42,9
2898,-0.381,0.469,9
2901,1.607,0.272,9
2904,-0.241,0.448,9
2906,-1.063,0.507,9
2907,1.589,0.265,9
2908,-1.552,0.566,9
2909,-0.552,0.466,9
2911,0.182,0.402,9
2912,-0.555,0.483,9
2913,-0.88,0.504,9
2914,-1.409,0.569,9
2915,0.352,0.411,9
2916,-1.055,0.527,9
2917,0.063,0.431,9
2918,0.207,0.431,9
2919,-1.071,0.507,9
2922,-0.436,0.444,9
2923,0.103,0.407,9
2924,-1.819,0.603,9
2925,0.663,0.365,9
2926,0.817,0.308,9
2927,0.382,0.414,9
2928,-0.935,0.502,9
2929,-0.214,0.447,9
2930,-1.624,0.564,9
2931,0.821,0.351,9
2933,-0.6,0.456,9
2934,0.095,0.436,9
2936,0.678,0.31,9
2937,0.996,0.327,9
2939,-0.215,0.454,9
2940,-0.549,0.451,9
2941,-0.775,0.505,9
2942,-2.058,0.639,9
2943,-1.794,0.601,9
2944,0.8,0.342,9
2945,0.783,0.35,9
2946,-0.772,0.496,9
2947,0.824,0.339,9
2949,-0.21,0.453,9
2950,0.578,0.392,9
2951,0.584,0.378,9
2952,1.086,0.339,9
