ff_id,EXT15,EXT15_SE,city
584,-0.261,0.455,2
586,0.209,0.426,2
587,0.459,0.386,2
588,-1.176,0.54,2
589,-1.195,0.534,2
591,-1.605,0.586,2
593,0.519,0.367,2
595,0.262,0.423,2
596,-0.588,0.48,2
600,1.148,0.304,2
601,-0.139,0.439,2
603,0.065,0.423,2
604,0.02,0.436,2
605,0.029,0.427,2
608,1,0.287,2
609,-0.629,0.481,2
610,-1.298,0.537,2
612,0.159,0.415,2
613,1.606,0.277,2
614,0.471,0.376,2
617,-0.129,0.427,2
619,0.43,0.401,2
622,-0.471,0.464,2
623,0.31,0.409,2
625,1.061,0.325,2
626,-0.485,0.479,2
627,0.085,0.452,2
628,-1.04,0.503,2
632,0.206,0.429,2
634,0.397,0.424,2
635,1.195,0.267,2
636,-0.264,0.439,2
637,0.872,0.327,2
638,-0.322,0.437,2
640,1.356,0.286,2
642,-0.536,0.471,2
643,-0.048,0.435,2
646,-0.969,0.519,2
647,0.24,0.44,2
648,-0.417,0.434,2
649,0.294,0.421,2
650,1.221,0.282,2
651,-0.853,0.505,2
653,1.232,0.262,2
656,-1.484,0.555,2
657,1.127,0.295,3
658,1.417,0.263,3
659,1.347,0.287,3
661,-0.222,0.415,3
662,0.924,0.347,3
663,-0.803,0.496,3
664,1.192,0.298,3
665,-0.757,0.485,3
666,0.11,0.438,3
669,0.22,0.416,3
671,1.01,0.297,3
672,-0.101,0.44,3
673,1.506,0.284,3
674,-1.605,0.586,3
675,0.691,0.372,3
676,0.541,0.36,3
677,0.549,0.383,3
679,-0.01,0.445,3
680,-0.321,0.436,3
681,1.522,0.27,3
682,1.559,0.286,3
685,-0.145,0.454,3
686,-0.15,0.454,3
687,0.954,0.325,3
688,0.542,0.389,3
690,-0.038,0.437,3
691,-0.194,0.434,3
692,1.137,0.302,3
693,0.037,0.443,3
694,0.77,0.299,3
697,1.188,0.269,3
699,2.024,0.266,3
700,-0.245,0.452,3
701,-0.097,0.424,3
702,0.865,0.302,3
703,2.527,0.276,3
704,-0.187,0.445,3
706,1.212,0.306,3
711,0.42,0.402,3
715,0.513,0.394,3
717,-0.191,0.461,3
719,1.385,0.28,3
720,1.152,0.309,3
721,-0.028,0.427,3
722,-2.058,0.639,3
723,-0.351,0.47,3
724,1.048,0.329,3
727,0.529,0.383,3
733,0.6,0.381,3
734,-0.682,0.503,3
735,0.663,0.381,3
737,0.921,0.284,3
739,0.501,0.401,3
740,0.741,0.352,3
741,0.692,0.368,3
742,0.81,0.362,3
743,0.045,0.424,3
744,-0.234,0.447,3
746,0.673,0.371,3
747,1.219,0.267,3
749,0.642,0.383,3
750,0.055,0.418,3
751,0.55,0.388,3
753,-1.546,0.578,3
754,-0.394,0.458,3
759,-1.794,0.601,3
760,0.457,0.401,3
761,2.789,0.298,3
762,0.81,0.362,3
763,-1.737,0.588,3
764,0.434,0.381,3
765,-0.763,0.485,3
767,-0.016,0.441,3
768,0.926,0.332,3
769,-1.201,0.535,3
770,-0.358,0.451,3
771,1.167,0.287,3
772,0.718,0.36,3
773,0.825,0.331,3
774,0.254,0.424,3
780,0.578,0.359,3
781,0.746,0.346,3
782,-1.019,0.504,3
783,-0.196,0.452,3
784,0.609,0.36,3
787,-2.058,0.639,3
789,-1.14,0.527,3
790,-1.262,0.552,3
791,-0.12,0.46,3
798,-0.41,0.472,3
800,-1.186,0.533,3
801,-0.797,0.513,3
802,-1.542,0.574,3
804,0.215,0.427,3
805,1.197,0.256,3
806,-0.007,0.432,3
807,0.468,0.384,3
808,-0.52,0.451,3
809,0.395,0.387,3
810,0.584,0.365,3
811,-0.353,0.448,3
812,1.37,0.276,3
813,0.731,0.36,3
814,-1.211,0.507,3
815,0.829,0.268,3
816,-1.218,0.528,3
817,0.461,0.404,3
818,-0.528,0.488,3
820,1.269,0.269,3
821,0.895,0.345,3
822,-0.604,0.468,3
823,0.924,0.347,3
824,1.879,0.273,3
825,0.833,0.337,3
826,0.568,0.38,3
827,0.889,0.324,3
828,0.323,0.395,3
829,0.206,0.429,3
830,-0.938,0.508,3
831,-0.175,0.445,3
835,-0.289,0.458,3
836,0.252,0.402,3
838,0.568,0.385,3
839,-0.073,0.41,3
840,0.824,0.31,3
841,0.457,0.401,3
842,0.403,0.392,3
843,0.64,0.365,3
844,0.034,0.424,3
847,0.634,0.359,3
848,-0.289,0.458,3
849,0.254,0.425,3
850,0.829,0.305,3
851,-1.195,0.534,3
852,0.383,0.412,3
853,1.962,0.256,3
854,-0.291,0.468,3
855,-0.046,0.42,3
856,1.846,0.258,3
858,1.323,0.301,3
859,-1.589,0.574,3
860,0.375,0.408,3
862,-0.983,0.511,3
863,1.035,0.311,3
865,1.508,0.261,3
866,0.097,0.427,3
867,1.051,0.286,3
869,1.366,0.284,3
870,1.393,0.265,3
871,-0.713,0.478,3
872,0.254,0.425,3
873,0.17,0.433,3
874,0.562,0.388,3
875,-0.544,0.484,3
880,0.27,0.387,3
882,-0.996,0.507,3
883,0.555,0.368,3
884,-0.757,0.485,3
887,0.994,0.332,3
888,-0.551,0.476,3
889,1.367,0.276,3
890,0.207,0.426,3
10177,-1.624,0.564,3
892,0.654,0.378,3
893,0.618,0.361,3
894,1.012,0.337,3
895,0.691,0.371,3
896,0.009,0.432,3
897,-1.295,0.554,3
898,1.306,0.265,3
899,1.575,0.269,3
900,-0.159,0.438,3
901,-0.459,0.46,3
902,0.902,0.338,3
903,0.041,0.438,3
905,1.489,0.273,3
906,1.136,0.319,3
908,-0.196,0.447,3
910,-2.058,0.639,3
911,-0.583,0.485,3
912,-0.547,0.46,3
913,-1.484,0.555,3
914,1.47,0.287,3
915,-0.214,0.447,3
917,-0.668,0.463,3
919,-0.112,0.452,3
921,-0.252,0.447,3
922,0.722,0.351,3
923,-0.667,0.47,3
924,0.764,0.299,3
925,1.653,0.269,3
926,1.313,0.262,3
928,-2.058,0.639,3
929,-1.069,0.516,3
930,1.364,0.276,3
932,-0.08,0.443,3
933,1.846,0.274,3
934,1.597,0.277,3
935,1.652,0.268,3
936,-0.872,0.5,3
937,0.862,0.339,3
938,1.441,0.284,3
10184,-2.058,0.639,3
940,1.238,0.294,3
941,0.106,0.401,3
943,-0.609,0.489,3
945,0.206,0.429,3
946,1.413,0.268,3
947,0.44,0.395,3
948,1.082,0.308,3
949,-1.176,0.543,3
950,0.034,0.441,3
951,-0.891,0.491,3
952,1.433,0.285,3
953,-0.602,0.473,3
954,0.041,0.438,3
956,0.032,0.444,3
958,0.612,0.391,3
959,-1.819,0.603,3
960,0.699,0.376,3
961,0.577,0.381,3
962,0.757,0.359,3
963,2.066,0.273,3
964,1.196,0.305,3
965,-0.055,0.442,3
966,0.141,0.43,3
967,-1.737,0.588,3
968,0.915,0.315,3
969,-0.619,0.462,3
971,0.235,0.404,3
972,0.396,0.409,3
973,-0.813,0.482,3
975,0.542,0.36,3
976,-0.198,0.446,3
977,-2.058,0.639,3
978,-0.621,0.496,3
979,0.863,0.331,3
981,0.049,0.444,3
982,1.126,0.316,3
983,0.47,0.401,3
984,-1.208,0.52,3
985,0.296,0.383,3
986,1.772,0.257,3
987,0.477,0.365,3
988,-0.721,0.495,3
989,1.558,0.281,3
990,0.481,0.388,3
991,1.287,0.27,3
992,0.419,0.388,3
993,1.287,0.278,3
994,-0.739,0.486,3
996,0.654,0.379,4
10019,0.741,0.359,4
998,-0.466,0.482,4
10100,0.334,0.414,4
10153,-0.026,0.454,4
10023,-0.275,0.459,4
10033,0.453,0.402,4
10001,1.494,0.27,4
10107,-0.93,0.501,4
10187,1.002,0.335,4
1011,-0.353,0.448,4
10014,0.718,0.364,4
10136,0.177,0.424,4
10137,0.243,0.389,4
10018,0.62,0.371,4
1019,2.056,0.271,4
10148,0.335,0.418,4
1022,-0.956,0.491,4
1025,1.585,0.28,4
10128,1.143,0.269,4
1027,0.714,0.35,4
1028,-1.649,0.591,4
10115,-0.277,0.459,4
10021,-0.541,0.463,4
10185,0.142,0.433,4
10013,0.936,0.343,4
10237,2.41,0.259,4
1035,-1.359,0.563,4
10047,-1.737,0.588,4
10064,-0.132,0.444,4
1039,-0.797,0.472,4
10015,0.378,0.41,4
1041,0.206,0.429,4
10011,-0.954,0.484,4
10152,0.252,0.39,4
1045,0.223,0.423,4
1046,0.798,0.363,4
10034,0.912,0.341,4
10050,-0.637,0.481,4
1051,1.386,0.269,4
10165,0.537,0.389,4
1054,-0.741,0.465,4
10089,0.57,0.382,4
10055,-0.197,0.461,4
1058,0.492,0.369,4
1059,-0.012,0.425,4
10032,-0.176,0.426,4
10039,1.64,0.268,4
1063,0.297,0.415,4
10012,-0.437,0.465,4
10063,1.085,0.295,4
10170,-0.613,0.487,4
10084,0.391,0.389,4
10046,-1.165,0.509,4
10027,-0.176,0.463,4
1071,0.041,0.438,4
1072,0.222,0.427,4
1073,0.457,0.401,4
1074,2.32,0.256,4
10009,0.44,0.391,4
10083,-0.082,0.442,4
10085,-0.355,0.477,4
10077,0.428,0.388,4
10004,1.036,0.317,4
10104,-1.649,0.591,4
10081,-1.409,0.569,4
10054,-0.71,0.5,4
10076,-0.001,0.446,4
10036,0.111,0.406,4
10078,0.926,0.323,4
10088,-0.306,0.451,4
10030,0.432,0.393,4
1091,-0.177,0.446,4
10005,-0.94,0.503,4
10114,-1.394,0.538,4
1095,1.032,0.317,4
10090,0.903,0.339,4
1099,1.117,0.314,4
10164,0.665,0.354,4
1101,0.311,0.509,4
10048,0.413,0.411,4
10190,-0.429,0.466,4
1104,0.555,0.386,4
1105,-0.682,0.47,4
10010,-0.842,0.482,4
1108,0.868,0.319,4
10201,1.042,0.31,4
1110,0.72,0.358,4
1111,1.071,0.296,4
10154,0.152,0.441,4
10003,-0.314,0.436,4
10075,0.035,0.443,4
10176,0.13,0.395,4
10038,-1.295,0.554,4
10053,0.965,0.325,4
10116,-2.058,0.639,4
1122,0.293,0.418,4
10236,0.975,0.314,4
10096,-0.047,0.435,4
10043,-0.553,0.491,4
1128,0.471,0.402,4
10127,0.058,0.401,4
10173,0.053,0.448,4
10074,-0.234,0.447,4
1133,-0.468,0.475,4
1134,0.797,0.343,4
1135,0.481,0.398,4
10210,0.254,0.425,4
10024,-0.145,0.436,4
1139,1.147,0.286,4
10022,-0.404,0.434,4
1141,0.82,0.347,4
1143,0.037,0.438,4
10026,-0.605,0.488,4
10188,0.442,0.395,4
1146,0.906,0.304,4
1147,-0.935,0.502,4
1148,1.201,0.299,4
1149,0.568,0.38,4
10007,0.562,0.388,4
10079,-1.409,0.569,4
10159,-0.332,0.48,4
1155,0.569,0.362,4
1156,0.974,0.329,4
10131,1.245,0.3,4
10120,0.005,0.416,4
1161,-0.531,0.466,4
10125,1.502,0.272,4
1163,-0.199,0.444,4
10008,-1.542,0.574,4
10146,-0.824,0.502,4
10130,0.786,0.344,4
1171,1.326,0.268,4
10052,-1.354,0.544,4
1175,-0.14,0.428,4
1177,-0.781,0.496,4
10141,0.517,0.396,4
10095,0.478,0.404,4
10045,-0.724,0.507,4
10037,-0.729,0.482,4
1183,-0.31,0.47,4
1184,0.64,0.365,4
10144,-2.058,0.639,4
1187,0.471,0.377,4
1188,-0.843,0.506,4
10109,-0.348,0.455,4
10183,-0.911,0.493,4
1191,0.102,0.43,4
1193,-0.415,0.451,4
1194,0.674,0.364,4
10031,0.058,0.435,4
10178,-0.461,0.452,4
10151,-0.177,0.439,4
10042,1.274,0.305,4
1199,-0.118,0.443,4
10117,0.928,0.329,4
10099,-0.01,0.432,4
1204,0.511,0.377,4
10020,-0.131,0.446,4
10069,0.1,0.443,4
10145,0.076,0.423,4
10066,1.16,0.281,4
10025,0.611,0.36,4
10110,-1.262,0.527,4
10056,-0.293,0.45,4
1213,0.09,0.43,4
1214,0.802,0.361,4
10098,0.422,0.385,4
10057,0.325,0.41,4
10006,-1.176,0.54,4
10126,1.194,0.283,4
10162,0.328,0.412,4
10073,0.553,0.397,4
10189,-0.146,0.444,4
10060,-1.052,0.535,4
10062,-0.17,0.446,4
10142,1.029,0.324,4
1230,0.85,0.289,4
10101,-0.502,0.454,4
10065,-0.02,0.453,4
10061,0.649,0.362,4
10103,-0.812,0.51,4
1236,0.35,0.401,4
1237,0.618,0.375,4
1238,-0.45,0.475,4
10051,0.242,0.425,4
1240,1.191,0.298,4
1242,1.095,0.323,4
1244,0.442,0.395,4
10093,-0.148,0.46,4
10092,0.102,0.39,4
10149,0.667,0.353,4
10041,0.524,0.393,4
10169,-0.493,0.454,4
1252,-2.058,0.639,4
10070,-0.993,0.512,4
1255,0.748,0.356,4
1256,-0.181,0.441,4
1257,1.285,0.295,4
1260,0.963,0.325,4
1261,-0.238,0.468,4
1262,-0.541,0.482,4
10059,-0.741,0.465,4
1264,1.202,0.27,4
1266,0.692,0.376,4
10068,0.484,0.379,4
1268,0.354,0.403,4
10058,0.573,0.378,4
1271,0.961,0.319,4
1273,-0.468,0.475,4
10168,0.978,0.318,4
1276,0.813,0.361,4
10035,0.206,0.429,4
1278,1.133,0.271,4
10172,-2.058,0.639,4
10186,-1.605,0.586,4
10016,-0.403,0.478,4
10002,1.099,0.315,4
10040,0.649,0.37,4
10080,-0.636,0.475,4
10071,-0.044,0.442,4
10191,0.004,0.437,4
1288,1.134,0.27,4
1289,1.016,0.308,4
1290,-0.322,0.469,4
10028,0.817,0.353,4
10086,0.442,0.395,4
10017,0.041,0.438,4
10067,0.138,0.436,4
1297,-0.875,0.496,4
1299,-0.914,0.498,4
10049,-0.02,0.453,4
10072,-0.101,0.457,4
1304,-0.179,0.462,4
1306,-0.286,0.435,4
1307,1.217,0.309,4
10155,-0.059,0.442,4
1309,1.012,0.337,4
10121,-1.341,0.553,4
10087,0.223,0.423,4
10029,-0.37,0.451,4
10044,0.511,0.395,4
10082,-0.266,0.446,4
1316,-0.488,0.476,4
1317,0.201,0.428,4
1318,-2.058,0.639,4
1319,1.149,0.279,4
1320,0.017,0.394,4
1321,0.75,0.356,4
1322,0.55,0.396,5
1323,-0.213,0.435,5
1324,0.512,0.32,5
1325,0.562,0.379,5
1327,-0.456,0.473,5
1328,-0.596,0.489,5
1329,-1.519,0.562,5
1331,-1.397,0.553,5
1332,0.649,0.37,5
1333,0.396,0.395,5
1335,-0.692,0.498,5
1336,0.9,0.3,5
1338,0.422,0.404,5
1339,-2.058,0.639,5
1341,0.67,0.358,5
1342,-0.534,0.487,5
1343,-0.064,0.432,5
1344,0.115,0.432,5
1346,0.047,0.421,5
1348,0.585,0.386,5
1349,1.377,0.267,5
1350,0.621,0.377,5
1351,-0.843,0.506,5
1353,-0.223,0.444,5
1355,1.218,0.295,5
1356,-1.819,0.603,5
1357,0.866,0.301,5
1358,-1.794,0.601,5
1359,-0.289,0.432,5
1360,0.447,0.405,5
1364,0.104,0.437,5
1365,-0.008,0.454,5
1366,-0.272,0.428,5
1368,-0.156,0.461,5
1369,-0.914,0.512,5
1370,-0.835,0.482,5
1375,0.636,0.381,5
1376,-0.614,0.486,5
1377,0.126,0.431,5
1378,-1.424,0.548,5
1379,-0.016,0.441,5
1380,-0.559,0.461,5
1383,0.661,0.373,5
1384,0.281,0.416,5
1385,-1.819,0.603,5
1386,-1.3,0.545,5
1387,1.156,0.308,5
1388,1.477,0.273,5
1390,-0.002,0.431,5
1392,0.473,0.402,5
1393,1.052,0.294,5
1394,0.956,0.329,5
1396,-0.08,0.443,5
1397,0.465,0.404,5
1398,-0.475,0.453,5
1400,0.642,0.383,5
1401,-0.31,0.47,5
1402,-1.409,0.569,5
1403,-0.025,0.442,5
1404,-0.964,0.526,5
1405,0.088,0.437,5
1406,-0.061,0.416,5
1407,-0.1,0.442,5
1408,-2.058,0.639,5
1409,-0.767,0.492,5
1410,-0.566,0.473,5
1411,-2.058,0.639,5
1412,-2.058,0.639,5
1413,-0.824,0.501,5
1415,-0.68,0.466,5
1417,0.453,0.391,5
1418,-2.058,0.639,5
1419,0.078,0.43,5
1421,-0.197,0.446,5
1422,-0.911,0.511,5
1424,1.078,0.271,5
1426,0.139,0.438,5
1427,-1.3,0.545,5
1428,0.773,0.351,5
1430,-0.599,0.489,5
1431,-0.467,0.443,5
1432,-0.879,0.509,5
1433,-0.692,0.502,5
1435,-0.577,0.48,5
1437,1.435,0.263,5
1438,-1.362,0.555,5
1439,-0.983,0.511,5
1440,-2.058,0.639,5
1441,-0.42,0.458,5
1442,-0.679,0.497,5
1443,-1.176,0.543,5
1446,0.428,0.399,5
1447,-0.046,0.46,5
1448,0.576,0.391,5
1449,-1.007,0.53,5
1450,-0.958,0.501,5
1451,-2.058,0.639,5
1452,0.357,0.506,5
1453,-1.075,0.531,5
1454,-1.649,0.591,5
1455,-0.234,0.447,5
1456,0.153,0.429,5
1457,0.637,0.371,5
1458,-1.093,0.515,5
1459,-0.913,0.5,5
1461,0.057,0.417,5
1462,0.346,0.403,5
1463,-0.02,0.409,5
1464,-1.424,0.548,5
1465,-0.232,0.457,5
1468,0.147,0.44,5
1469,0.447,0.405,5
1470,-1.819,0.603,5
1471,-1.737,0.588,5
1475,0.335,0.418,5
1476,-0.72,0.519,5
1478,0.747,0.36,5
1481,1.577,0.28,5
1482,-1.649,0.591,5
1484,-0.106,0.405,5
1487,-0.305,0.447,5
1489,1.509,0.268,5
1490,-1.295,0.554,5
1493,1.133,0.306,5
1494,0.189,0.428,5
1497,2.241,0.266,5
1499,0.69,0.373,5
1501,-0.522,0.434,5
1502,1.271,0.256,5
1503,-1.545,0.569,5
1505,0.762,0.355,5
1507,-2.058,0.639,5
1508,-0.748,0.485,5
1509,-2.058,0.639,5
1511,0.318,0.404,5
1512,0.34,0.397,5
1513,-0.27,0.456,5
1517,-1.424,0.548,5
1518,1.139,0.294,5
1519,-1.056,0.525,5
1521,0.152,0.424,5
1522,-0.08,0.442,5
1524,-0.637,0.481,5
1525,-0.643,0.461,5
1527,-1.257,0.552,5
1528,-0.769,0.486,5
1532,0.849,0.34,5
1533,0.62,0.355,5
1534,-1.257,0.552,5
1535,-0.241,0.448,5
1537,0.237,0.42,5
1538,0.447,0.389,5
1540,0.606,0.371,5
1541,-1.027,0.513,5
1542,0.629,0.375,5
1543,-0.442,0.458,5
1548,0.206,0.429,5
1549,-0.694,0.443,5
1550,0.561,0.363,5
1551,0.422,0.386,5
1552,0.042,0.395,5
1553,0.311,0.4,5
1554,0.513,0.397,5
1555,0.734,0.368,5
1558,1.605,0.28,5
1559,0.438,0.392,5
1561,0.595,0.385,5
1563,-2.058,0.639,5
1565,1.056,0.27,5
1566,0.49,0.393,5
1567,-0.063,0.454,5
1568,0.334,0.414,5
1569,-1.649,0.591,5
1571,-1.737,0.588,5
1572,0.433,0.401,5
1573,-0.836,0.5,5
1576,0.524,0.393,5
