ff_id,SC15,SC15_SE,city
1572,-1.527,0.474,5
1573,0.912,0.655,5
1576,0.912,0.655,5
1577,0.009,0.506,5
1578,-0.238,0.482,5
1579,-0.741,0.471,5
1580,-0.145,0.496,5
1582,0.912,0.655,5
1583,-0.393,0.478,5
1586,0.912,0.655,5
1587,0.912,0.655,5
1588,0.912,0.655,5
1589,-0.75,0.464,5
1591,-1.173,0.459,5
1592,0.352,0.548,5
1594,-0.773,0.471,5
1596,-0.145,0.496,5
1597,0.42,0.55,5
1598,0.251,0.52,5
1599,0.912,0.655,5
1601,0.352,0.548,5
1602,-0.773,0.471,5
1604,-0.738,0.46,5
1605,-0.558,0.469,5
1606,0.912,0.655,5
1607,0.912,0.655,5
1608,0.251,0.52,5
1609,-1.75,0.457,5
1610,0.23,0.519,5
1611,0.912,0.655,5
1612,0.352,0.548,5
1614,-2.03,0.479,5
1616,-1.475,0.478,5
1619,0.912,0.655,5
1620,-1.32,0.449,5
1622,-2.337,0.495,5
1623,-1.061,0.458,5
1624,0.912,0.655,5
1627,0.912,0.655,5
1629,-0.108,0.491,5
1630,-0.636,0.48,5
1632,-0.865,0.466,5
1635,0.23,0.519,5
1636,-0.816,0.467,5
1639,-0.773,0.471,5
1641,0.912,0.655,5
1642,-0.124,0.495,5
1643,-0.414,0.479,5
1644,0.912,0.655,5
1647,0.42,0.55,5
1649,-1.859,0.449,5
1650,-0.414,0.479,5
1654,0.912,0.655,5
1655,0.912,0.655,5
1656,-0.393,0.478,5
1657,-0.204,0.485,5
1659,0.23,0.519,5
1660,-1.252,0.463,5
1661,-0.773,0.471,5
1664,-0.461,0.472,6
1666,0.251,0.52,6
1667,-0.124,0.495,6
1668,0.912,0.655,6
1670,0.912,0.655,6
1671,0.912,0.655,6
1672,-0.204,0.485,6
1675,0.912,0.655,6
1677,0.352,0.548,6
1680,-0.204,0.485,6
1682,0.912,0.655,6
1685,-0.145,0.496,6
1686,0.912,0.655,6
1687,-0.079,0.491,6
1690,0.23,0.519,6
1691,-0.226,0.502,6
1692,0.912,0.655,6
1693,0.912,0.655,6
1694,-0.079,0.491,6
1697,0.251,0.52,6
1698,-0.124,0.495,6
1699,-0.124,0.495,6
1701,-0.533,0.48,6
1702,0.912,0.655,6
1703,0.251,0.52,6
1704,0.352,0.548,6
1706,-0.773,0.471,6
1708,-0.932,0.468,6
1710,-0.533,0.48,6
1711,-1.808,0.467,6
1712,-0.181,0.494,6
1713,0.059,0.518,6
1714,0.251,0.52,6
1715,0.912,0.655,6
1716,-0.441,0.476,6
1717,-0.773,0.471,6
1720,-0.533,0.48,6
1721,0.912,0.655,6
1722,-0.773,0.471,6
1723,0.912,0.655,6
1724,-0.059,0.49,6
1725,0.352,0.548,6
1726,0.912,0.655,6
1727,-0.773,0.471,6
1728,0.352,0.548,6
1729,-0.145,0.496,6
1730,0.912,0.655,6
1731,-0.773,0.471,6
1734,0.352,0.548,6
1735,-0.204,0.485,6
1736,0.912,0.655,6
1738,0.912,0.655,6
1739,-1.347,0.464,6
1741,0.912,0.655,6
1742,0.912,0.655,6
1744,0.912,0.655,6
1745,-1.956,0.481,6
1746,-1.136,0.449,6
1748,0.23,0.519,6
1749,0.912,0.655,6
1751,-0.932,0.468,6
1752,-0.802,0.469,6
1753,-0.802,0.469,6
1754,-0.124,0.495,6
1755,-1.023,0.462,6
1756,0.251,0.52,6
1758,0.251,0.52,6
1760,0.251,0.52,6
1761,0.23,0.519,6
1762,0.009,0.506,6
1764,-2.135,0.469,6
1765,0.352,0.548,6
1767,0.23,0.519,6
1769,-0.145,0.496,6
1771,0.912,0.655,6
1772,0.251,0.52,6
1773,-0.872,0.469,6
1775,-1.207,0.471,6
1776,0.42,0.55,6
1777,0.251,0.52,6
1778,-0.393,0.478,6
1779,0.352,0.548,6
1780,-0.986,0.467,6
1782,-0.533,0.48,6
1783,-0.995,0.474,6
1784,0.059,0.518,6
1785,0.251,0.52,6
1786,-0.414,0.479,6
1788,0.912,0.655,6
1789,-0.124,0.495,6
1790,-0.357,0.481,6
1791,-0.204,0.485,6
1793,-0.393,0.478,6
1794,0.42,0.55,6
1795,0.251,0.52,6
1796,-0.124,0.495,6
1797,0.912,0.655,6
1798,-1.082,0.459,6
1799,-1.325,0.466,6
1801,0.352,0.548,6
1802,0.352,0.548,6
1803,0.42,0.55,6
1804,0.912,0.655,6
1807,-1.036,0.46,6
1808,-0.124,0.495,6
1809,0.912,0.655,6
1810,0.912,0.655,6
1811,-0.393,0.478,6
1814,-0.614,0.479,6
1815,0.352,0.548,6
1816,0.352,0.548,6
1817,0.251,0.52,6
1819,-1.082,0.459,6
1820,0.23,0.519,6
1821,-0.145,0.496,6
1822,0.352,0.548,6
1823,0.912,0.655,6
1826,-0.444,0.48,6
1827,-0.145,0.496,6
1828,-0.124,0.495,6
1829,-0.461,0.472,6
1830,-0.773,0.471,6
1831,0.42,0.55,6
1832,-0.56,0.472,6
1833,-0.444,0.48,6
1836,0.352,0.548,6
1837,0.912,0.655,6
1838,0.912,0.655,6
1839,0.912,0.655,6
1841,0.912,0.655,6
1842,-0.802,0.469,6
1845,0.352,0.548,6
1846,0.352,0.548,6
1847,0.912,0.655,6
1849,0.352,0.548,6
1850,-0.533,0.48,6
1851,0.912,0.655,6
1852,0.23,0.519,6
1853,0.009,0.506,6
1854,-0.932,0.468,6
1855,-0.773,0.471,6
1856,0.23,0.519,6
1857,-0.059,0.49,6
1858,0.23,0.519,6
1859,0.912,0.655,6
1860,-0.393,0.478,6
1861,-0.145,0.496,6
1863,-0.842,0.463,6
1866,-1.02,0.461,6
1867,0.912,0.655,6
1868,-1.347,0.464,6
1869,-0.533,0.48,6
1872,-0.204,0.485,6
1873,-1.02,0.476,6
1874,-0.305,0.49,6
1875,0.912,0.655,6
1876,0.912,0.655,6
1879,-0.145,0.496,6
1882,-0.204,0.485,6
1883,0.912,0.655,6
1884,0.009,0.506,6
1885,-1.449,0.448,6
1886,-1.036,0.46,6
1888,0.912,0.655,6
1890,-1.459,0.748,6
1891,0.912,0.655,6
1892,-0.124,0.495,6
1893,0.912,0.655,6
1895,-0.461,0.472,6
1897,0.912,0.655,6
1898,-1.459,0.748,6
1899,0.912,0.655,6
1900,-0.441,0.476,6
1901,-0.832,0.458,6
1903,0.912,0.655,6
1904,-1.23,0.456,6
1905,0.912,0.655,6
1906,0.912,0.655,6
1909,0.23,0.519,6
1910,-0.614,0.479,6
1911,0.912,0.655,6
1912,-0.414,0.479,6
1913,0.352,0.548,6
1914,0.912,0.655,6
1915,0.912,0.655,6
1916,0.912,0.655,6
1919,-1.23,0.457,6
1920,-1.304,0.46,6
1921,0.912,0.655,6
1922,0.251,0.52,6
1923,0.912,0.655,6
1924,-0.145,0.496,6
1925,-0.145,0.496,6
1926,0.912,0.655,6
1927,-0.204,0.485,6
1928,0.352,0.548,6
1929,-1.267,0.468,6
1930,0.251,0.52,6
1932,0.352,0.548,6
1934,0.912,0.655,6
1935,0.912,0.655,6
1936,0.352,0.548,6
1937,0.352,0.548,6
1938,0.23,0.519,6
1939,-0.678,0.463,6
1941,0.912,0.655,6
1942,0.912,0.655,6
1943,-0.874,0.47,6
1944,0.23,0.519,6
1945,0.009,0.506,6
1946,0.912,0.655,6
1947,-1.036,0.46,6
1948,0.23,0.519,6
1951,0.912,0.655,6
1953,0.912,0.655,6
1954,-0.507,0.47,6
1955,0.912,0.655,6
1958,-1.023,0.462,6
1959,0.912,0.655,6
1960,-0.773,0.471,6
1961,-1.036,0.46,6
1962,-0.995,0.474,6
1966,-0.773,0.471,6
1967,0.352,0.548,6
1969,-0.226,0.502,6
1970,-0.678,0.463,6
1972,-0.741,0.471,6
1973,-0.995,0.474,6
1974,0.352,0.548,6
1975,-0.393,0.478,6
1976,0.352,0.548,6
1978,-0.558,0.469,6
1981,0.912,0.655,6
1982,-0.865,0.466,6
1984,0.23,0.519,6
1985,0.912,0.655,6
1989,0.059,0.518,6
1990,0.352,0.548,6
1991,-0.204,0.485,6
1992,0.912,0.655,6
1993,-1.094,0.472,6
1994,-0.773,0.471,6
1995,0.912,0.655,6
1996,0.42,0.55,6
1997,0.912,0.655,6
1998,-0.414,0.479,6
1999,-2.022,0.464,6
2000,-0.204,0.485,6
2002,0.251,0.52,7
2003,0.42,0.55,7
2004,0.912,0.655,7
2005,-0.461,0.472,7
2006,-2.03,0.479,7
2007,-0.802,0.469,7
2009,-1.267,0.468,7
2010,-0.145,0.496,7
2011,0.912,0.655,7
2012,0.912,0.655,7
2014,0.912,0.655,7
2016,0.352,0.548,7
2019,-1.266,0.452,7
2020,-0.637,0.481,7
2021,-0.773,0.471,7
2022,-1.624,0.463,7
2026,-1.819,0.476,7
2027,0.352,0.548,7
2029,0.912,0.655,7
2030,0.352,0.548,7
2031,0.912,0.655,7
2032,-0.204,0.485,7
2034,0.42,0.55,7
2035,-0.778,0.462,7
2036,-0.461,0.472,7
2037,-0.204,0.485,7
2039,0.352,0.548,7
2040,0.912,0.655,7
2041,-1.843,0.476,7
2042,-0.414,0.479,7
2043,-0.059,0.49,7
2044,-0.816,0.467,7
2045,0.009,0.506,7
2047,-0.773,0.471,7
2050,-1.551,0.459,7
2051,0.912,0.655,7
2052,-0.414,0.479,7
2054,0.009,0.506,7
2056,0.23,0.519,7
2057,0.42,0.55,7
2058,0.352,0.548,7
2059,0.912,0.655,7
2061,-0.932,0.468,7
2062,-0.932,0.468,7
2063,0.912,0.655,7
2064,-0.124,0.495,7
2067,-1.325,0.467,7
2068,-1.503,0.459,7
2069,0.912,0.655,7
2070,0.912,0.655,7
2072,-0.423,0.478,7
2074,0.912,0.655,7
2076,0.912,0.655,7
2077,0.912,0.655,7
2079,-0.678,0.463,7
2080,0.912,0.655,7
2082,0.352,0.548,7
2083,0.42,0.55,7
2084,0.912,0.655,7
2085,0.912,0.655,7
2088,-1.503,0.459,7
2089,-1.458,0.446,7
2090,-1.503,0.459,7
2092,-0.816,0.467,7
2093,0.912,0.655,7
2095,0.009,0.506,7
2096,-0.059,0.49,7
2099,-0.816,0.467,7
2102,-0.441,0.476,7
2103,-1.023,0.462,7
2104,-0.145,0.496,7
2105,-0.773,0.471,7
2106,0.912,0.655,7
2107,-0.865,0.466,7
2109,-0.533,0.48,7
2110,-1.889,0.457,7
2111,-0.865,0.466,7
2113,0.352,0.548,7
2114,-0.816,0.467,7
2115,-0.079,0.491,7
2116,0.912,0.655,7
2117,0.009,0.506,7
2118,0.912,0.655,7
2119,-0.773,0.471,7
2120,-1.478,0.464,7
2121,0.912,0.655,7
2122,-0.56,0.473,7
2123,0.251,0.52,7
2124,-0.414,0.479,7
2126,0.912,0.655,7
2127,-0.614,0.479,7
2128,0.912,0.655,7
2129,-0.393,0.478,7
2130,0.42,0.55,7
2132,-0.778,0.462,7
2133,-0.785,0.459,7
2136,0.251,0.52,7
2137,-0.059,0.49,7
2138,-0.059,0.49,7
2139,0.23,0.519,7
2140,-0.533,0.48,7
2141,-0.393,0.478,7
2142,-1.082,0.459,7
2144,-0.773,0.471,7
2146,-0.145,0.496,7
2147,-1.05,0.458,7
2148,-0.533,0.48,7
2149,0.251,0.52,7
2150,0.912,0.655,7
2151,-0.835,0.464,7
2152,-1.304,0.46,7
2153,-1.02,0.476,7
2160,-1.322,0.454,7
2161,-0.145,0.496,7
2162,0.912,0.655,7
2163,-0.533,0.48,7
2164,0.912,0.655,7
2165,-0.124,0.495,7
2173,0.912,0.655,7
2174,-0.533,0.48,7
2175,-0.865,0.466,7
2177,0.912,0.655,7
2178,-0.145,0.496,7
2179,-1.184,0.457,7
2180,-0.019,0.51,7
2181,0.912,0.655,7
2182,0.912,0.655,7
2183,0.912,0.655,7
2185,0.352,0.548,7
2187,-0.204,0.485,7
2188,-0.494,0.48,7
2189,0.352,0.548,7
2190,0.912,0.655,7
2191,-0.533,0.48,7
2192,-2.295,0.508,7
2193,0.352,0.548,7
2195,-1.036,0.46,7
2196,-0.444,0.47,7
2199,-0.533,0.48,7
2200,-1.956,0.481,7
2202,0.352,0.548,7
2204,-1.036,0.46,7
2206,-0.773,0.471,7
2207,0.912,0.655,7
2208,0.251,0.52,7
2209,-0.461,0.472,7
2210,0.912,0.655,7
2211,-0.393,0.478,7
2212,-0.849,0.468,7
2213,-0.444,0.48,7
2214,0.912,0.655,7
2216,-0.533,0.48,7
2217,-0.533,0.48,7
2218,0.912,0.655,7
2219,-0.9,0.467,7
2221,-0.533,0.48,7
2222,-0.773,0.471,7
2224,0.42,0.55,7
2225,0.352,0.548,7
2228,-1.23,0.456,7
2229,0.23,0.519,7
2230,0.912,0.655,7
2232,-0.145,0.496,7
2233,0.912,0.655,7
2234,0.912,0.655,7
2235,-1.082,0.459,7
2236,-0.393,0.478,7
2237,-0.507,0.47,7
2239,0.912,0.655,7
2240,-1.325,0.467,7
2241,0.009,0.506,7
2242,-0.186,0.489,7
2244,-0.059,0.49,7
2245,-1.252,0.463,7
2246,-0.204,0.485,7
2247,0.23,0.519,7
2248,-0.515,0.476,7
2249,-0.444,0.48,7
2250,-0.932,0.468,7
2251,-0.079,0.491,7
2253,-0.079,0.491,7
2254,0.912,0.655,7
2256,-0.533,0.48,7
2257,0.352,0.548,7
2259,-1.023,0.462,7
2260,-0.444,0.48,7
2263,0.912,0.655,7
2264,-1.036,0.46,7
2265,-2.03,0.479,7
2268,0.912,0.655,7
2269,-0.773,0.471,7
2270,-2.283,0.48,7
2272,0.912,0.655,7
2273,-0.204,0.485,7
2274,0.912,0.655,7
2275,-1.267,0.468,7
2277,0.251,0.52,7
2279,-0.802,0.469,7
2280,0.23,0.519,7
2282,-0.019,0.51,7
2283,-0.124,0.495,7
2284,-0.816,0.467,7
2287,-1.601,0.457,7
2288,-0.393,0.478,7
2290,0.009,0.506,7
2291,-0.204,0.485,7
2293,0.352,0.548,7
2294,-1.696,0.459,7
2296,-0.124,0.495,7
2297,-1.325,0.467,7
2298,0.912,0.655,7
2300,0.352,0.548,7
2301,0.912,0.655,7
2302,0.912,0.655,7
2303,-0.059,0.49,7
2304,0.352,0.548,7
2306,-1.036,0.46,7
2307,-0.124,0.495,7
2308,0.42,0.55,7
2309,0.912,0.655,7
2310,0.912,0.655,7
2311,-1.7,0.471,7
2314,-0.849,0.468,7
2315,-0.145,0.496,7
2317,-0.204,0.485,7
2319,0.912,0.655,7
2320,-0.773,0.471,7
2321,0.42,0.55,7
2322,-0.816,0.467,7
2324,0.912,0.655,7
2326,0.912,0.655,7
2327,-0.124,0.495,7
2328,0.23,0.519,8
2329,-0.773,0.471,8
2330,0.912,0.655,8
2331,-0.124,0.495,8
2333,0.912,0.655,8
2334,0.352,0.548,8
2335,0.23,0.519,8
2337,-0.059,0.49,8
2338,-0.303,0.482,8
2339,0.912,0.655,8
2340,-0.461,0.472,8
2341,0.42,0.55,8
2342,-0.124,0.495,8
2344,0.352,0.548,8
2345,-1.023,0.462,8
2346,0.42,0.55,8
2347,-0.305,0.49,8
2349,0.251,0.52,8
2350,0.912,0.655,8
2351,0.23,0.519,8
2352,0.912,0.655,8
2353,0.352,0.548,8
2355,-2.03,0.479,8
2357,0.912,0.655,8
2358,-1.512,0.49,8
2359,0.912,0.655,8
2360,0.009,0.506,8
2363,-0.393,0.478,8
2364,0.23,0.519,8
2365,-1.184,0.457,8
2371,-0.204,0.485,8
2372,0.23,0.519,8
2375,0.009,0.506,8
2378,-0.145,0.496,8
2379,-0.461,0.472,8
2380,-0.305,0.49,8
2381,-0.773,0.471,8
2382,0.912,0.655,8
2383,0.009,0.506,8
2385,0.23,0.519,8
2388,0.059,0.518,8
2389,-0.145,0.496,8
2392,-0.515,0.476,8
2393,0.912,0.655,8
2394,-0.124,0.495,8
2395,-0.145,0.496,8
2396,-1.082,0.459,8
2397,0.912,0.655,8
2398,-0.414,0.479,8
2399,0.23,0.519,8
2400,-0.124,0.495,8
2402,-0.145,0.496,8
2403,-0.124,0.495,8
2404,0.912,0.655,8
2405,0.912,0.655,8
2406,0.352,0.548,8
2408,-0.816,0.467,8
2409,-0.461,0.472,8
2410,-0.773,0.471,8
2411,0.352,0.548,8
2412,0.912,0.655,8
2414,0.352,0.548,8
2415,0.42,0.55,8
2417,0.912,0.655,8
2419,-1.478,0.464,8
2420,0.23,0.519,8
2421,-1.449,0.448,8
2422,-0.414,0.479,8
2423,0.912,0.655,8
2425,0.912,0.655,8
2426,0.352,0.548,8
2427,0.912,0.655,8
2428,-0.461,0.472,8
2429,0.912,0.655,8
2430,-0.874,0.47,8
2431,-0.145,0.496,8
2433,0.912,0.655,8
2434,-0.56,0.472,8
2435,0.912,0.655,8
2436,0.912,0.655,8
2437,0.912,0.655,8
2438,-0.124,0.495,8
2440,0.23,0.519,8
2442,-0.816,0.467,8
2443,-0.75,0.464,8
2446,-0.204,0.485,8
2447,0.352,0.548,8
2448,0.912,0.655,8
2449,-0.773,0.471,8
2450,0.912,0.655,8
2451,-0.414,0.479,8
2452,0.912,0.655,8
2454,0.352,0.548,8
2455,0.912,0.655,8
2456,-0.802,0.469,8
2457,-2.135,0.469,8
2458,0.352,0.548,8
2459,-0.204,0.485,8
2460,0.912,0.655,8
2461,-0.059,0.49,8
2462,-0.773,0.471,8
2463,-1.97,0.473,8
2464,-0.303,0.482,8
2465,0.912,0.655,8
2466,-0.533,0.48,8
2469,-0.533,0.48,8
2471,-0.393,0.478,8
2472,0.23,0.519,8
2473,-0.124,0.495,8
2475,-0.145,0.496,8
2476,-0.558,0.469,8
2477,-0.533,0.48,8
2479,0.251,0.52,8
2480,-1.082,0.459,8
2482,0.912,0.655,8
2483,0.009,0.506,8
2485,0.352,0.548,8
2486,0.912,0.655,8
2487,0.912,0.655,8
2490,0.23,0.519,8
2491,0.23,0.519,8
2492,0.912,0.655,8
2493,0.912,0.655,8
2494,0.912,0.655,8
2495,0.42,0.55,8
2496,-1.036,0.46,8
2497,-0.145,0.496,8
2498,0.352,0.548,8
2499,-0.079,0.491,8
2500,0.912,0.655,8
2501,0.912,0.655,8
2502,0.912,0.655,8
2504,-0.204,0.485,8
2505,-2.337,0.495,8
2507,0.912,0.655,8
2508,0.352,0.548,8
2509,-0.145,0.496,8
2510,0.352,0.548,8
2511,-1.992,0.469,8
2512,-0.636,0.48,8
2513,-0.865,0.466,8
2516,-0.773,0.471,8
2517,0.912,0.655,8
2518,-1.774,0.454,8
2519,0.912,0.655,8
2520,0.912,0.655,8
2521,0.352,0.548,8
2522,-0.393,0.478,8
2523,0.912,0.655,8
2524,0.912,0.655,8
2525,-0.124,0.495,8
2526,0.352,0.548,8
2529,0.912,0.655,8
2530,-0.423,0.478,8
2531,0.251,0.52,8
2533,-0.773,0.471,8
2534,-0.108,0.491,8
2537,-0.145,0.496,8
2539,0.912,0.655,8
2540,-0.204,0.485,8
2541,0.912,0.655,8
2542,0.912,0.655,8
2543,-0.995,0.474,8
2544,0.352,0.548,8
2545,0.912,0.655,8
2546,-0.816,0.467,8
2548,-0.145,0.496,8
2549,-0.145,0.496,8
2550,-0.533,0.48,8
2551,0.23,0.519,8
2553,-0.533,0.48,8
2554,0.912,0.655,8
2556,0.23,0.519,8
2557,0.912,0.655,8
2558,-1.458,0.459,8
2559,-0.059,0.49,8
2560,0.912,0.655,8
2561,0.912,0.655,8
2562,-0.773,0.471,8
2563,0.42,0.55,8
2567,-0.849,0.468,8
2569,0.23,0.519,8
2570,0.352,0.548,8
2571,-0.124,0.495,8
2572,-1.023,0.462,8
2573,0.912,0.655,8
2574,0.912,0.655,8
2576,-0.204,0.485,8
2577,-1.551,0.459,8
2579,-0.181,0.494,8
2581,0.42,0.55,8
2582,-0.259,0.483,8
2583,0.912,0.655,8
2584,-0.773,0.471,8
2587,-2.655,0.542,8
2588,0.42,0.55,8
2590,0.23,0.519,8
2591,0.912,0.655,8
2592,0.009,0.506,8
2594,0.912,0.655,8
2595,-0.444,0.47,8
2597,0.912,0.655,8
2598,-0.414,0.479,8
2600,-0.773,0.471,8
2601,0.912,0.655,8
2605,0.009,0.506,8
2607,-0.145,0.496,8
2608,0.42,0.55,8
2609,-1.31,0.451,8
2611,-1.325,0.466,8
2612,0.912,0.655,8
2614,0.912,0.655,8
2615,0.009,0.506,8
2618,-0.124,0.495,8
2619,-0.802,0.469,8
2621,-1.061,0.458,8
2622,-0.865,0.466,8
2623,0.23,0.519,8
2625,0.912,0.655,8
2626,-1.458,0.446,8
2628,0.912,0.655,8
2629,0.352,0.548,8
2631,0.912,0.655,8
2632,0.352,0.548,8
2633,0.912,0.655,8
2634,-0.204,0.485,8
2635,0.23,0.519,8
2637,-0.773,0.471,8
2638,0.352,0.548,8
2640,-0.932,0.468,8
2641,0.912,0.655,8
2642,-0.145,0.496,8
2644,-0.019,0.51,8
2645,0.352,0.548,8
2646,0.251,0.52,8
2648,0.912,0.655,8
2649,0.912,0.655,8
2650,0.251,0.52,8
2651,0.912,0.655,8
2652,-1.082,0.459,8
2653,0.009,0.506,8
2654,0.251,0.52,8
2655,-1.75,0.457,8
2656,0.912,0.655,8
2657,-0.461,0.472,8
2659,-2.295,0.508,9
2660,0.912,0.655,9
2662,-1.325,0.467,9
2663,-1.023,0.462,9
2664,-0.773,0.471,9
2666,0.251,0.52,9
2667,-0.124,0.495,9
2668,0.912,0.655,9
2669,0.912,0.655,9
2670,0.912,0.655,9
2671,0.912,0.655,9
2673,-1.217,0.468,9
2674,0.912,0.655,9
2675,0.352,0.548,9
2676,0.352,0.548,9
2677,0.912,0.655,9
2678,-0.079,0.491,9
2679,0.912,0.655,9
2680,-1.217,0.468,9
2681,-0.204,0.485,9
2682,-0.124,0.495,9
2683,-1.107,0.457,9
2684,-0.773,0.471,9
2686,-0.423,0.478,9
2687,0.352,0.548,9
2688,-0.773,0.471,9
2689,0.912,0.655,9
2690,0.23,0.519,9
2691,-0.533,0.48,9
2692,-0.533,0.48,9
2693,0.251,0.52,9
2694,0.912,0.655,9
2695,0.912,0.655,9
2698,0.912,0.655,9
2699,-0.533,0.48,9
2700,0.352,0.548,9
2701,-0.835,0.464,9
2703,0.352,0.548,9
2704,-0.414,0.479,9
2706,-0.995,0.474,9
2707,-0.124,0.495,9
2708,-0.678,0.463,9
2711,-0.259,0.483,9
2712,0.912,0.655,9
2713,-0.414,0.479,9
2715,-0.533,0.48,9
2717,-1.094,0.472,9
2719,0.23,0.519,9
2720,-1.819,0.476,9
2722,0.912,0.655,9
2723,0.352,0.548,9
2724,0.251,0.52,9
2725,0.42,0.55,9
2726,0.352,0.548,9
2729,0.352,0.548,9
2730,-0.059,0.49,9
2731,0.352,0.548,9
2732,0.352,0.548,9
2733,0.251,0.52,9
2734,0.912,0.655,9
2736,0.23,0.519,9
2737,-1.119,0.455,9
2738,0.912,0.655,9
2739,-2.064,0.498,9
2740,-0.816,0.467,9
2741,0.251,0.52,9
2742,-1.553,0.461,9
2743,0.912,0.655,9
2744,-0.059,0.49,9
2745,-0.414,0.479,9
2746,-0.558,0.469,9
2747,-0.773,0.471,9
2748,-0.124,0.495,9
2750,-0.124,0.495,9
2751,-0.533,0.48,9
2752,0.352,0.548,9
2753,0.352,0.548,9
2754,0.23,0.519,9
2758,-0.533,0.48,9
2759,-0.145,0.496,9
2761,-1.217,0.468,9
2762,-1.061,0.458,9
2763,0.251,0.52,9
2764,-1.987,0.455,9
2765,-1.677,0.461,9
2766,0.912,0.655,9
2767,0.352,0.548,9
2768,0.352,0.548,9
2769,0.352,0.548,9
2770,0.251,0.52,9
2771,-0.533,0.48,9
2772,-0.019,0.51,9
2773,-0.079,0.491,9
2774,0.352,0.548,9
2775,-1.028,0.466,9
2777,-0.145,0.496,9
2779,0.912,0.655,9
2780,-0.204,0.485,9
2781,-0.75,0.464,9
2782,0.912,0.655,9
2784,0.23,0.519,9
2785,0.912,0.655,9
2787,0.912,0.655,9
2790,-0.802,0.469,9
2791,-0.773,0.471,9
2792,-0.124,0.495,9
2793,-0.432,0.484,9
2794,-1.108,0.472,9
2795,0.912,0.655,9
2796,-1.264,0.471,9
2797,-0.773,0.471,9
2800,0.912,0.655,9
2801,-1.554,0.474,9
2802,0.912,0.655,9
2804,0.23,0.519,9
2805,0.912,0.655,9
2806,-1.755,0.469,9
2807,-1.531,0.442,9
2808,0.912,0.655,9
2809,0.912,0.655,9
2810,0.912,0.655,9
2811,0.912,0.655,9
2812,-0.059,0.49,9
2813,-0.865,0.466,9
2814,-0.145,0.496,9
2815,-0.145,0.496,9
2816,0.912,0.655,9
2817,0.912,0.655,9
2818,-2.266,0.485,9
2819,-0.124,0.495,9
2820,-1.624,0.463,9
2821,-0.204,0.485,9
2823,-1.061,0.458,9
2824,-0.226,0.502,9
2825,-0.145,0.496,9
2827,-0.444,0.48,9
2828,0.009,0.506,9
2830,-1.774,0.454,9
2832,0.251,0.52,9
2833,-1.036,0.46,9
2835,0.23,0.519,9
2836,-0.059,0.49,9
2837,-0.145,0.496,9
2838,0.352,0.548,9
2839,0.352,0.548,9
2840,-0.019,0.51,9
2842,0.009,0.506,9
2843,0.251,0.52,9
2844,0.912,0.655,9
2845,-0.145,0.496,9
2846,0.23,0.519,9
2847,0.23,0.519,9
2848,-0.124,0.495,9
2849,-0.145,0.496,9
2850,-0.932,0.468,9
2851,-1.325,0.467,9
2854,0.912,0.655,9
2855,0.352,0.548,9
2857,0.352,0.548,9
2858,0.352,0.548,9
2859,-0.204,0.485,9
2860,0.352,0.548,9
2861,0.23,0.519,9
2862,-1.108,0.472,9
10197,-0.773,0.471,9
2865,-0.079,0.491,9
2866,-1.243,0.471,9
2869,0.912,0.655,9
2870,0.912,0.655,9
2871,0.251,0.52,9
2872,-0.145,0.496,9
2874,-0.059,0.49,9
2875,-0.773,0.471,9
2876,-0.079,0.491,9
2877,0.251,0.52,9
2878,-0.079,0.491,9
2880,-1.02,0.476,9
2881,0.352,0.548,9
2882,0.912,0.655,9
2883,-0.145,0.496,9
2884,0.352,0.548,9
2885,0.42,0.55,9
2886,0.912,0.655,9
2889,0.912,0.655,9
2890,-1.766,0.473,9
2892,-0.773,0.471,9
2893,-0.204,0.485,9
2894,0.912,0.655,9
2895,0.009,0.506,9
2896,0.352,0.548,9
2897,0.23,0.519,9
2898,0.912,0.655,9
2901,-0.533,0.48,9
2904,-1.023,0.462,9
2906,-0.533,0.48,9
2907,0.912,0.655,9
2908,0.42,0.55,9
2909,0.912,0.655,9
2912,0.912,0.655,9
2913,0.352,0.548,9
2914,-0.019,0.51,9
2915,0.42,0.55,9
2916,0.912,0.655,9
2917,0.912,0.655,9
2918,-1.475,0.478,9
2919,0.912,0.655,9
2922,-0.533,0.48,9
2923,-0.533,0.48,9
2924,0.912,0.655,9
2925,-0.145,0.496,9
2926,0.352,0.548,9
2927,-1.843,0.476,9
2928,-0.124,0.495,9
2929,0.912,0.655,9
2930,0.912,0.655,9
2931,0.912,0.655,9
2933,-0.533,0.48,9
2934,0.912,0.655,9
2936,0.23,0.519,9
2937,-1.341,0.446,9
2939,0.251,0.52,9
2940,0.251,0.52,9
2941,0.912,0.655,9
2942,0.912,0.655,9
2943,0.912,0.655,9
2944,-0.145,0.496,9
2945,-0.533,0.48,9
2946,-0.145,0.496,9
2947,0.251,0.52,9
2949,-0.059,0.49,9
2950,0.912,0.655,9
2951,0.251,0.52,9
2952,-1.02,0.476,9
2953,0.251,0.52,9
2954,-0.393,0.478,9
2955,0.912,0.655,9
2956,0.912,0.655,9
2957,-0.145,0.496,9
2958,0.912,0.655,9
2959,-0.637,0.481,9
2960,-0.964,0.465,9
2961,0.912,0.655,9
2962,0.352,0.548,9
2963,0.251,0.52,9
2964,0.352,0.548,9
2965,0.912,0.655,9
2966,-0.145,0.496,9
2968,0.42,0.55,9
2969,0.912,0.655,9
2970,0.352,0.548,9
2971,-0.124,0.495,9
