ff_id,SC15,SC15_SE
1,-1.055,0.471
2,-0.121,0.496
4,-0.392,0.478
5,-0.774,0.471
6,-0.631,0.482
8,-1.106,0.457
11,-0.084,0.491
13,-0.563,0.469
16,0.911,0.655
19,-0.774,0.471
20,-2.46,0.515
21,0.911,0.655
22,0.357,0.55
24,0.911,0.655
26,-0.894,0.468
28,0.357,0.55
29,-0.144,0.497
30,-1.322,0.449
31,-0.584,0.475
38,-0.121,0.496
41,-1.085,0.459
42,0.911,0.655
43,0.911,0.655
45,0.911,0.655
47,-2.046,0.46
48,-0.144,0.497
49,0.911,0.655
52,0.357,0.55
54,0.911,0.655
55,-0.683,0.468
58,0.911,0.655
59,0.911,0.655
61,-0.144,0.497
63,-0.062,0.491
66,0.911,0.655
68,0.911,0.655
69,-0.144,0.497
70,-0.062,0.491
71,0.911,0.655
73,0.25,0.521
74,0.911,0.655
75,0.226,0.519
77,-0.121,0.496
78,-2.656,0.542
79,0.911,0.655
81,-0.144,0.497
82,0.357,0.55
83,0.25,0.521
84,-0.631,0.482
86,0.911,0.655
87,0.25,0.521
88,0.226,0.519
89,-0.776,0.463
91,-0.121,0.496
95,-0.798,0.47
96,-0.121,0.496
97,-0.533,0.48
98,-0.747,0.471
100,0.25,0.521
101,-0.011,0.511
103,-1.021,0.462
104,-2.46,0.515
105,-1.244,0.471
106,-0.121,0.496
107,-0.207,0.485
109,-0.207,0.485
110,-0.392,0.478
112,0.911,0.655
114,-0.774,0.471
116,0.357,0.55
117,-0.011,0.511
118,-0.415,0.48
120,-1.12,0.455
122,-0.144,0.497
126,0.911,0.655
127,-0.207,0.485
128,-0.584,0.475
130,-0.121,0.496
132,-0.207,0.485
133,-0.144,0.497
135,-0.415,0.48
136,-0.465,0.472
137,-1.531,0.442
139,-0.774,0.471
144,-0.533,0.48
146,-0.392,0.478
147,-0.533,0.48
148,0.357,0.55
151,0.417,0.55
156,0.357,0.55
158,-0.264,0.483
159,0.911,0.655
160,0.911,0.655
161,-1.555,0.513
162,-0.121,0.496
164,0.417,0.55
165,-0.774,0.471
166,-0.517,0.476
167,-0.533,0.48
168,0.417,0.55
170,-1.776,0.454
171,0.911,0.655
172,0.417,0.55
173,-0.533,0.48
175,0.911,0.655
178,0.911,0.655
179,-0.144,0.497
181,0.011,0.506
182,0.357,0.55
185,0.25,0.521
187,-0.776,0.463
188,-0.533,0.48
190,0.911,0.655
191,0.011,0.506
194,0.911,0.655
195,-0.533,0.48
197,0.25,0.521
198,-0.392,0.478
200,-1.12,0.455
202,-1.776,0.454
203,0.25,0.521
204,-0.011,0.511
205,-1.461,0.447
207,-2.293,0.508
209,-0.798,0.47
210,0.25,0.521
211,0.911,0.655
212,-0.798,0.47
216,-0.774,0.471
217,0.055,0.518
218,0.911,0.655
219,-0.774,0.471
221,0.417,0.55
222,-0.465,0.472
227,0.25,0.521
228,0.911,0.655
231,0.357,0.55
232,-1.055,0.471
237,0.357,0.55
238,0.226,0.519
239,-0.121,0.496
242,0.911,0.655
243,-1.271,0.472
244,0.911,0.655
245,-0.798,0.47
246,-0.392,0.478
248,-1.991,0.469
249,-0.465,0.472
250,-0.701,0.462
251,-1.644,0.457
252,0.357,0.55
253,-0.415,0.48
254,0.357,0.55
255,-0.121,0.496
259,0.417,0.55
263,0.25,0.521
267,-1.34,0.447
269,0.357,0.55
271,0.25,0.521
272,0.911,0.655
274,-1.722,0.451
275,-0.533,0.48
276,-0.392,0.478
277,-0.936,0.468
279,-1.02,0.477
280,0.911,0.655
281,-0.867,0.466
287,-1.501,0.459
288,0.911,0.655
291,-0.533,0.48
292,-0.533,0.48
293,0.226,0.519
294,0.911,0.655
295,-0.533,0.48
296,0.357,0.55
297,-2.342,0.496
298,-0.774,0.471
299,-1.398,0.469
301,-0.144,0.497
302,0.911,0.655
304,-0.44,0.481
305,-0.533,0.48
306,-0.533,0.48
307,-0.207,0.485
309,-0.207,0.485
312,-0.798,0.47
313,-1.461,0.447
315,-0.207,0.485
317,-0.465,0.472
318,-1.12,0.455
319,0.911,0.655
320,-0.533,0.48
321,-1.264,0.452
322,-0.774,0.471
325,-1.759,0.471
326,0.25,0.521
327,-0.774,0.471
330,0.911,0.655
331,-0.533,0.48
332,0.911,0.655
334,-0.121,0.496
335,0.911,0.655
336,-0.438,0.477
337,0.357,0.55
339,-0.121,0.496
340,0.357,0.55
342,-0.533,0.48
343,-0.584,0.475
344,-0.989,0.475
346,-0.465,0.472
348,-1.041,0.448
349,-1.34,0.447
351,-1.037,0.46
353,-0.533,0.48
354,0.25,0.521
355,0.911,0.655
358,-0.207,0.485
360,0.911,0.655
364,-1.021,0.462
366,0.357,0.55
367,-0.121,0.496
368,-0.062,0.491
369,0.911,0.655
371,-0.392,0.478
375,-0.207,0.485
376,0.357,0.55
377,0.911,0.655
378,0.25,0.521
379,0.911,0.655
380,-1.085,0.459
381,-0.144,0.497
383,0.357,0.55
385,-0.144,0.497
386,0.911,0.655
388,0.226,0.519
389,-1.569,0.465
390,-0.084,0.491
391,0.25,0.521
392,-0.207,0.485
395,0.911,0.655
397,0.911,0.655
398,-1.322,0.449
399,0.357,0.55
401,0.911,0.655
402,-0.533,0.48
403,0.911,0.655
404,-0.062,0.491
405,-0.392,0.478
407,-1.037,0.46
408,-1.552,0.474
409,0.357,0.55
410,-0.121,0.496
411,-0.392,0.478
412,-0.415,0.48
413,-1.021,0.462
414,0.911,0.655
415,0.911,0.655
417,0.357,0.55
421,0.417,0.55
423,0.911,0.655
425,0.911,0.655
426,0.226,0.519
427,0.911,0.655
428,-1.555,0.461
429,-1.322,0.449
435,-1.327,0.466
437,0.25,0.521
439,0.25,0.521
441,-1.58,0.456
442,-0.144,0.497
444,0.911,0.655
445,0.911,0.655
446,0.911,0.655
448,0.226,0.519
450,0.911,0.655
452,-0.392,0.478
453,0.25,0.521
454,-0.45,0.47
455,0.911,0.655
458,-0.533,0.48
459,0.911,0.655
460,-0.533,0.48
461,-0.207,0.485
462,0.911,0.655
464,0.911,0.655
465,-0.121,0.496
470,-0.416,0.479
471,0.911,0.655
472,-0.144,0.497
473,0.911,0.655
474,0.911,0.655
475,-0.011,0.511
478,-0.774,0.471
479,0.911,0.655
480,-0.44,0.481
481,0.911,0.655
482,0.25,0.521
483,-0.207,0.485
484,-1.106,0.457
487,-2.342,0.496
489,0.911,0.655
491,0.911,0.655
492,-0.989,0.475
493,-1.322,0.449
495,-0.533,0.48
496,0.226,0.519
499,-0.084,0.491
503,0.911,0.655
504,0.911,0.655
505,0.357,0.55
506,0.911,0.655
507,0.25,0.521
509,0.911,0.655
510,-0.533,0.48
512,-0.144,0.497
513,0.911,0.655
515,0.25,0.521
516,-0.144,0.497
517,0.911,0.655
518,0.911,0.655
519,-0.989,0.475
522,0.357,0.55
524,-0.121,0.496
525,0.911,0.655
526,-0.392,0.478
527,0.911,0.655
528,0.357,0.55
532,0.226,0.519
533,0.357,0.55
538,0.911,0.655
539,0.911,0.655
541,0.911,0.655
542,-0.207,0.485
544,-0.392,0.478
545,-0.587,0.473
546,-0.207,0.485
548,0.911,0.655
550,-0.533,0.48
551,-0.144,0.497
552,-1.021,0.462
555,0.357,0.55
557,0.25,0.521
558,0.25,0.521
560,0.911,0.655
561,-0.96,0.465
562,0.25,0.521
564,0.911,0.655
565,0.226,0.519
567,0.911,0.655
568,-0.084,0.491
570,0.911,0.655
571,-0.533,0.48
573,-0.415,0.48
575,-0.121,0.496
576,0.357,0.55
578,0.226,0.519
579,-0.207,0.485
581,-0.533,0.48
582,0.911,0.655
583,-0.415,0.48
584,0.911,0.655
586,-0.207,0.485
587,0.417,0.55
588,0.911,0.655
589,0.911,0.655
591,0.911,0.655
593,-1.476,0.465
595,0.911,0.655
596,0.226,0.519
600,-1.555,0.461
601,0.911,0.655
603,-1.085,0.459
604,-0.415,0.48
605,-0.144,0.497
608,0.226,0.519
609,0.911,0.655
610,-0.121,0.496
612,-1.31,0.451
613,-0.816,0.468
614,-0.207,0.485
617,-0.121,0.496
619,-0.533,0.48
622,0.911,0.655
623,0.911,0.655
625,0.357,0.55
626,-0.533,0.48
627,-0.192,0.489
628,-0.392,0.478
632,0.357,0.55
634,0.226,0.519
635,-0.207,0.485
636,-1.565,0.459
637,-2.293,0.508
638,-1.31,0.451
640,-0.144,0.497
642,-0.465,0.472
643,0.911,0.655
646,0.226,0.519
647,-0.44,0.484
648,0.911,0.655
649,-0.298,0.483
650,-0.415,0.48
651,0.357,0.55
653,0.911,0.655
656,0.911,0.655
657,-0.144,0.497
658,0.011,0.506
659,-0.774,0.471
661,-0.242,0.482
662,-0.634,0.48
663,0.911,0.655
664,0.357,0.55
665,-0.121,0.496
666,-2.656,0.542
669,-0.144,0.497
671,0.25,0.521
672,-0.181,0.494
673,-0.11,0.492
674,-0.465,0.472
675,0.911,0.655
676,-1.501,0.459
677,-0.121,0.496
679,0.226,0.519
680,-1.759,0.471
681,0.226,0.519
682,-0.947,0.46
685,0.011,0.506
686,0.417,0.55
687,-0.989,0.475
688,-0.753,0.464
690,0.357,0.55
691,0.25,0.521
692,0.226,0.519
693,-0.44,0.481
694,0.011,0.506
697,-0.774,0.471
699,-1.469,0.478
700,0.357,0.55
701,-0.121,0.496
702,-0.392,0.478
703,-0.753,0.464
704,0.911,0.655
706,-0.801,0.472
711,-0.629,0.469
715,-1.021,0.462
717,0.25,0.521
719,-0.631,0.482
720,0.417,0.55
721,0.911,0.655
722,0.357,0.55
723,0.911,0.655
724,-0.832,0.456
727,-0.816,0.468
733,-0.144,0.497
734,0.226,0.519
735,-0.121,0.496
737,-0.392,0.478
739,0.911,0.655
740,-0.533,0.48
741,-0.11,0.492
742,0.357,0.55
743,0.25,0.521
744,-0.062,0.491
746,0.417,0.55
747,-1.244,0.471
749,-0.415,0.48
750,-0.392,0.478
751,-0.121,0.496
753,0.911,0.655
754,-0.655,0.5
759,-0.533,0.48
760,-0.144,0.497
761,0.19,0.526
762,-0.144,0.497
763,0.357,0.55
764,0.011,0.506
765,0.911,0.655
767,-0.121,0.496
768,-1.058,0.458
769,0.911,0.655
770,-1.085,0.459
771,-0.374,0.471
772,-2.342,0.496
773,0.911,0.655
774,-0.144,0.497
780,-0.533,0.48
781,-0.415,0.48
782,0.911,0.655
783,0.25,0.521
784,-1.322,0.449
787,0.226,0.519
789,0.357,0.55
790,0.911,0.655
791,0.25,0.521
798,0.357,0.55
800,0.911,0.655
801,0.911,0.655
802,0.911,0.655
804,0.417,0.55
805,0.911,0.655
806,-1.106,0.457
807,0.911,0.655
808,0.357,0.55
809,-1.55,0.459
810,-0.392,0.478
811,0.25,0.521
812,-1.021,0.462
813,-0.415,0.48
814,0.911,0.655
815,0.417,0.55
816,0.911,0.655
817,0.357,0.55
818,-0.062,0.491
820,-1.329,0.467
821,-0.44,0.481
822,0.357,0.55
823,-0.465,0.472
824,-1.021,0.462
825,-0.51,0.471
826,-1.687,0.477
827,-0.533,0.48
828,-1.405,0.449
829,-0.415,0.48
830,-0.144,0.497
831,0.357,0.55
835,0.357,0.55
836,0.911,0.655
838,0.357,0.55
839,-1.12,0.455
840,-0.533,0.48
841,0.911,0.655
842,-0.121,0.496
843,-0.798,0.47
844,0.011,0.506
845,0.911,0.655
847,-0.415,0.48
848,0.911,0.655
849,0.911,0.655
850,-1.295,0.463
851,0.911,0.655
852,-0.844,0.469
853,-0.867,0.466
854,0.357,0.55
855,0.911,0.655
856,0.226,0.519
858,-2.032,0.48
859,-1.106,0.457
860,0.911,0.655
862,0.911,0.655
863,0.911,0.655
865,0.911,0.655
866,0.011,0.506
867,-0.181,0.494
869,-0.816,0.468
870,-0.415,0.48
871,0.357,0.55
872,-0.816,0.468
873,0.911,0.655
874,-0.774,0.471
875,0.011,0.506
880,0.911,0.655
882,0.911,0.655
883,-0.816,0.468
884,-0.465,0.472
887,-0.121,0.496
888,-1.085,0.459
889,-0.96,0.465
890,0.226,0.519
10177,-0.438,0.477
892,-0.062,0.491
893,-0.533,0.48
894,-0.465,0.472
895,-0.416,0.479
896,0.911,0.655
897,-0.933,0.468
898,-0.683,0.468
899,-0.798,0.47
900,-0.084,0.491
901,-1.329,0.467
902,-0.392,0.478
903,-0.774,0.471
905,-0.144,0.497
906,0.911,0.655
908,-1.327,0.466
910,-0.563,0.469
911,0.911,0.655
912,0.911,0.655
913,0.417,0.55
914,-0.465,0.472
915,0.011,0.506
917,-0.792,0.459
919,0.357,0.55
921,-1.58,0.45
922,0.357,0.55
923,0.911,0.655
924,-0.121,0.496
925,-0.062,0.491
926,0.357,0.55
929,-0.533,0.48
930,-0.084,0.491
932,0.25,0.521
933,-1.48,0.466
934,-1.327,0.466
935,0.011,0.506
936,-1.819,0.476
937,0.417,0.55
938,-0.307,0.49
10184,0.911,0.655
940,0.417,0.55
941,0.417,0.55
943,-0.415,0.48
945,-0.798,0.47
946,-0.121,0.496
947,-0.084,0.491
948,0.911,0.655
949,0.011,0.506
950,0.911,0.655
951,-0.144,0.497
952,-1.264,0.469
953,-0.533,0.48
954,-0.465,0.472
956,0.911,0.655
958,-0.207,0.485
959,0.911,0.655
960,0.911,0.655
961,0.357,0.55
962,-0.774,0.471
963,-1.037,0.46
964,-0.084,0.491
965,-1.098,0.456
966,0.911,0.655
967,0.911,0.655
968,-0.242,0.482
969,-0.51,0.471
971,0.911,0.655
972,0.357,0.55
973,-2.46,0.515
975,-0.084,0.491
976,0.911,0.655
977,0.911,0.655
978,-1.261,0.457
979,-0.121,0.496
981,-0.774,0.471
982,-0.936,0.468
983,-1.327,0.466
984,0.911,0.655
985,0.25,0.521
986,-0.144,0.497
987,0.911,0.655
988,-0.144,0.497
989,-0.815,0.461
990,-0.062,0.491
991,-0.533,0.48
992,-0.084,0.491
993,-0.677,0.463
994,-1.623,0.463
996,0.911,0.655
10019,-0.121,0.496
998,-0.181,0.494
10100,-0.533,0.48
10153,-0.533,0.48
10023,-1.037,0.46
10033,0.911,0.655
10001,-0.062,0.491
10107,0.011,0.506
10187,0.25,0.521
1011,-0.011,0.511
10014,0.226,0.519
10136,0.911,0.655
10137,-0.144,0.497
10018,0.911,0.655
1019,-0.415,0.48
10148,0.25,0.521
1022,-0.989,0.475
1025,0.357,0.55
10128,-1.186,0.457
1027,-0.563,0.469
1028,0.357,0.55
10115,-1.058,0.458
10021,-0.792,0.459
10185,-0.533,0.48
10013,-2.024,0.464
10237,0.357,0.55
1035,-1.244,0.471
10047,0.911,0.655
10064,-1.212,0.469
1039,-0.415,0.48
10015,-0.533,0.48
1041,-0.207,0.485
10011,-1.687,0.477
10152,0.911,0.655
1045,-0.798,0.47
1046,0.911,0.655
10034,-2.293,0.508
10050,0.417,0.55
1051,0.011,0.506
10165,0.25,0.521
1054,0.357,0.55
10089,-0.533,0.48
10055,-0.533,0.48
1058,0.417,0.55
1059,-0.144,0.497
10032,-0.207,0.485
10039,-0.415,0.48
1063,0.357,0.55
10012,-0.816,0.468
10063,0.011,0.506
10170,-1.233,0.456
10084,0.357,0.55
10046,-0.121,0.496
10027,0.911,0.655
1071,0.911,0.655
1072,-0.144,0.497
1073,-0.144,0.497
1074,0.357,0.55
10009,-0.533,0.48
10083,-0.634,0.48
10085,0.357,0.55
10077,-1.186,0.457
10004,-1.055,0.471
10104,-0.144,0.497
10081,0.911,0.655
10054,-0.774,0.471
10076,0.357,0.55
10036,0.011,0.506
10078,-2.032,0.48
10088,-0.307,0.49
10030,-0.867,0.466
1091,-0.816,0.468
10005,-0.798,0.47
10114,0.357,0.55
1095,-0.415,0.48
10090,-0.298,0.483
1099,-1.34,0.447
10164,0.011,0.506
1101,0.357,0.55
10048,-0.121,0.496
10190,-0.776,0.463
1104,-0.533,0.48
1105,0.25,0.521
10010,-1.555,0.461
1108,0.911,0.655
10201,-0.933,0.468
1110,-0.774,0.471
1111,0.25,0.521
10154,0.357,0.55
10003,-0.144,0.497
10075,0.226,0.519
10176,-0.011,0.511
10038,-1.186,0.457
10053,-1.687,0.477
10116,0.911,0.655
1122,-0.438,0.477
10236,-2.656,0.542
10096,-0.76,0.477
10043,-0.144,0.497
1128,0.226,0.519
10127,0.226,0.519
10173,0.011,0.506
10074,-0.774,0.471
1133,0.417,0.55
1134,0.911,0.655
1135,-0.629,0.469
10210,0.25,0.521
10024,0.911,0.655
1139,-1.773,0.478
10022,-0.121,0.496
1141,0.25,0.521
1143,-1.264,0.452
10026,0.911,0.655
10188,-1.111,0.472
1146,0.417,0.55
1147,0.417,0.55
1148,-0.533,0.48
1149,0.911,0.655
10007,-0.774,0.471
10079,-0.144,0.497
10159,0.226,0.519
1155,0.011,0.506
1156,-0.584,0.475
10131,-0.563,0.469
10120,0.25,0.521
1161,-0.774,0.471
10125,-0.144,0.497
10008,0.911,0.655
10146,0.25,0.521
10130,-0.701,0.462
1171,0.25,0.521
10052,-0.774,0.471
1175,-0.867,0.466
1177,0.357,0.55
10141,-0.415,0.48
10095,0.911,0.655
10045,0.357,0.55
10037,-0.121,0.496
1183,-0.144,0.497
1184,-1.037,0.46
10144,0.911,0.655
1187,0.357,0.55
1188,0.011,0.506
10109,-0.465,0.472
10183,-1.531,0.442
1191,0.911,0.655
1193,0.911,0.655
1194,-1.055,0.471
10031,0.357,0.55
10178,0.911,0.655
10151,0.357,0.55
10042,-2.293,0.508
1199,-0.392,0.478
10117,0.357,0.55
10099,0.226,0.519
1204,0.417,0.55
10020,-0.517,0.476
10069,-1.476,0.465
10145,-0.307,0.49
10066,-0.933,0.468
10025,-0.121,0.496
10110,0.911,0.655
10056,0.357,0.55
1213,0.25,0.521
1214,-0.207,0.485
10098,0.911,0.655
10057,-0.44,0.481
10006,-0.989,0.475
10126,-2.283,0.48
10162,0.911,0.655
10073,0.357,0.55
10189,-0.776,0.463
10060,0.011,0.506
10062,0.911,0.655
10142,-0.144,0.497
1230,-1.225,0.459
10101,-0.44,0.481
10065,-0.792,0.459
10061,-0.76,0.477
10103,-0.144,0.497
1236,-0.816,0.468
1237,-0.084,0.491
1238,-0.816,0.468
10051,0.226,0.519
1240,0.25,0.521
1242,-1.244,0.471
1244,0.911,0.655
10093,-0.533,0.48
10092,0.226,0.519
10149,0.226,0.519
10041,0.911,0.655
10169,-0.774,0.471
1252,0.911,0.655
10070,0.357,0.55
1255,0.911,0.655
1256,0.357,0.55
1257,0.911,0.655
1260,-0.465,0.472
1261,-0.533,0.48
1262,-0.533,0.48
10059,-0.563,0.473
1264,-1.172,0.459
1266,0.911,0.655
10068,-0.121,0.496
1268,-0.774,0.471
10058,-0.062,0.491
1271,-1.111,0.472
1273,-0.207,0.485
10168,-2.024,0.464
1276,0.25,0.521
10035,-0.392,0.478
1278,0.357,0.55
10172,0.417,0.55
10186,0.357,0.55
10016,-0.144,0.497
10002,-0.634,0.48
10040,-0.011,0.511
10080,0.417,0.55
10071,-0.392,0.478
10191,0.911,0.655
1288,-1.405,0.449
1289,-0.869,0.471
1290,-1.89,0.457
10028,-0.867,0.466
10086,-0.677,0.463
10017,-0.533,0.48
10067,-1.365,0.466
1297,-0.533,0.48
1299,0.911,0.655
10049,0.357,0.55
10072,0.911,0.655
1304,0.911,0.655
1306,0.417,0.55
1307,-0.742,0.46
10155,0.911,0.655
1309,0.911,0.655
10121,0.357,0.55
10087,-1.75,0.458
10029,-0.392,0.478
10044,-0.207,0.485
10082,0.911,0.655
1316,0.911,0.655
1317,-0.084,0.491
1318,0.911,0.655
1319,0.911,0.655
1320,-0.415,0.48
1321,0.911,0.655
1322,0.226,0.519
1323,0.357,0.55
1324,0.911,0.655
1325,0.911,0.655
1327,0.911,0.655
1328,-0.774,0.471
1329,-2.293,0.508
1331,-2.061,0.498
1332,0.226,0.519
1333,-0.307,0.49
1335,0.417,0.55
1336,-0.392,0.478
1338,-0.121,0.496
1339,-1.68,0.461
1341,0.226,0.519
1342,0.911,0.655
1343,0.357,0.55
1344,-0.374,0.471
1346,0.357,0.55
1348,-0.121,0.496
1349,-0.392,0.478
1350,-0.415,0.48
1351,0.911,0.655
1353,-0.774,0.471
1355,-0.634,0.48
1356,0.357,0.55
1357,0.25,0.521
1358,-0.144,0.497
1359,0.357,0.55
1360,-0.774,0.471
1364,-2.046,0.46
1365,0.911,0.655
1366,-0.392,0.478
1368,0.357,0.55
1369,0.911,0.655
1370,-0.084,0.491
1375,-1.212,0.469
1376,0.911,0.655
1377,-1.531,0.442
1378,-0.774,0.471
1379,-1.687,0.477
1380,-0.415,0.48
1383,0.25,0.521
1384,0.911,0.655
1385,0.911,0.655
1386,0.417,0.55
1387,-0.533,0.48
1388,-0.533,0.48
1390,-0.144,0.497
1392,0.357,0.55
1393,0.911,0.655
1394,-0.792,0.459
1396,0.911,0.655
1397,-1.414,0.453
1398,-0.774,0.471
1399,-0.11,0.492
1400,-1.454,0.459
1401,0.911,0.655
1402,0.911,0.655
1403,-1.759,0.471
1405,0.911,0.655
1406,-0.121,0.496
1407,0.055,0.518
1408,0.911,0.655
1409,-0.144,0.497
1410,-2.293,0.508
1411,0.25,0.521
1412,0.911,0.655
1413,-1.233,0.456
1415,-0.563,0.469
1417,-0.776,0.463
1418,-0.121,0.496
1419,-0.465,0.472
1421,0.911,0.655
1422,0.226,0.519
1424,-0.207,0.485
1426,-0.062,0.491
1427,-1.021,0.462
1428,-1.098,0.456
1430,0.357,0.55
1431,-0.774,0.471
1432,0.911,0.655
1433,0.417,0.55
1435,0.911,0.655
1437,-0.677,0.463
1438,-0.533,0.48
1439,0.911,0.655
1440,-0.774,0.471
1441,0.911,0.655
1442,-1.469,0.478
1443,0.911,0.655
1446,0.357,0.55
1447,0.911,0.655
1448,0.226,0.519
1449,0.911,0.655
1450,0.911,0.655
1451,0.357,0.55
1452,-0.517,0.476
1453,-1.137,0.449
1454,0.911,0.655
1455,0.911,0.655
1456,0.911,0.655
1457,-0.605,0.48
1458,0.417,0.55
1459,0.911,0.655
1461,-0.747,0.471
1462,0.25,0.521
1463,0.911,0.655
1464,-0.629,0.469
1465,0.226,0.519
1468,-0.658,0.465
1469,-0.062,0.491
1470,0.911,0.655
1471,-0.76,0.477
1475,-0.438,0.477
1476,-0.867,0.466
1478,0.911,0.655
1481,-0.144,0.497
1482,0.911,0.655
1484,-1.663,0.44
1487,-0.774,0.471
1489,-0.989,0.475
1490,0.911,0.655
1493,-0.415,0.48
1494,-1.233,0.456
1497,-2.656,0.542
1499,0.417,0.55
1501,-1.327,0.466
1502,-0.452,0.541
1503,-0.774,0.471
1505,-1.525,0.453
1507,-0.774,0.471
1508,0.417,0.55
1509,0.911,0.655
1511,-0.121,0.496
1512,-0.144,0.497
1513,0.911,0.655
1517,0.911,0.655
1518,0.911,0.655
1519,0.911,0.655
1521,-0.44,0.484
1522,-0.144,0.497
1524,-0.44,0.481
1525,-1.085,0.459
1527,-0.533,0.48
1528,-0.121,0.496
1532,-0.084,0.491
1533,0.911,0.655
1534,0.911,0.655
1535,0.011,0.506
1537,-0.121,0.496
1538,0.911,0.655
1540,-0.207,0.485
1541,0.911,0.655
1542,-0.869,0.471
1543,0.417,0.55
1548,0.25,0.521
1549,0.357,0.55
1550,-0.207,0.485
1551,-0.144,0.497
1552,-0.392,0.478
1553,0.911,0.655
1554,0.911,0.655
1555,-0.774,0.471
1558,-0.533,0.48
1559,0.911,0.655
1561,-0.011,0.511
1563,0.911,0.655
1565,-1.984,0.485
1566,-0.774,0.471
1567,-1.106,0.457
1568,0.226,0.519
1569,0.911,0.655
1571,-1.531,0.442
1572,-1.529,0.475
1573,0.911,0.655
1576,0.911,0.655
1577,0.011,0.506
1578,-0.242,0.482
1579,-0.747,0.471
1580,-0.144,0.497
1582,0.911,0.655
1583,-0.392,0.478
1586,0.911,0.655
1587,0.911,0.655
1588,0.911,0.655
1589,-0.753,0.464
1591,-1.172,0.459
1592,0.357,0.55
1594,-0.774,0.471
1596,-0.144,0.497
1597,0.417,0.55
1598,0.25,0.521
1599,0.911,0.655
1601,0.357,0.55
1602,-0.774,0.471
1604,-0.742,0.46
1605,-0.563,0.469
1606,0.911,0.655
1607,0.911,0.655
1608,0.25,0.521
1609,-1.75,0.458
1610,0.226,0.519
1611,0.911,0.655
1612,0.357,0.55
1614,-2.032,0.48
1616,-1.469,0.478
1619,0.911,0.655
1620,-1.322,0.449
1622,-2.342,0.496
1623,-1.058,0.458
1624,0.911,0.655
1627,0.911,0.655
1629,-0.11,0.492
1630,-0.634,0.48
1632,-0.867,0.466
1635,0.226,0.519
1636,-0.816,0.468
1639,-0.774,0.471
1641,0.911,0.655
1642,-0.121,0.496
1643,-0.415,0.48
1644,0.911,0.655
1647,0.417,0.55
1649,-1.857,0.449
1650,-0.415,0.48
1654,0.911,0.655
1655,0.911,0.655
1656,-0.392,0.478
1657,-0.207,0.485
1659,0.226,0.519
1660,-1.246,0.464
1661,-0.774,0.471
1664,-0.465,0.472
1666,0.25,0.521
1667,-0.121,0.496
1668,0.911,0.655
1670,0.911,0.655
1671,0.911,0.655
1672,-0.207,0.485
1675,0.911,0.655
1677,0.357,0.55
1680,-0.207,0.485
1682,0.911,0.655
1685,-0.144,0.497
1686,0.911,0.655
1687,-0.084,0.491
1690,0.226,0.519
1691,-0.216,0.503
1692,0.911,0.655
1693,0.911,0.655
1694,-0.084,0.491
1697,0.25,0.521
1698,-0.121,0.496
1699,-0.121,0.496
1701,-0.533,0.48
1702,0.911,0.655
1703,0.25,0.521
1704,0.357,0.55
1706,-0.774,0.471
1708,-0.933,0.468
1710,-0.533,0.48
1711,-1.812,0.468
1712,-0.181,0.494
1713,0.055,0.518
1714,0.25,0.521
1715,0.911,0.655
1716,-0.438,0.477
1717,-0.774,0.471
1720,-0.533,0.48
1721,0.911,0.655
1722,-0.774,0.471
1723,0.911,0.655
1724,-0.062,0.491
1725,0.357,0.55
