ff_id,SC15,SC15_SE
3243,0.911,0.655
3244,-1.765,0.473
3247,0.357,0.55
3248,-0.629,0.469
3249,-0.798,0.47
3252,0.911,0.655
3253,-0.533,0.48
3254,0.417,0.55
3255,0.911,0.655
3256,-0.11,0.492
3257,-0.416,0.479
3258,-0.774,0.471
3259,0.911,0.655
3260,-0.207,0.485
3261,-0.207,0.485
3264,-0.631,0.482
3265,0.911,0.655
3266,0.226,0.519
3268,-1.246,0.464
3269,0.417,0.55
3271,-0.084,0.491
3272,0.911,0.655
3274,-0.798,0.47
3275,0.911,0.655
3276,-0.832,0.459
3278,0.911,0.655
3279,0.357,0.55
3280,0.25,0.521
3281,0.911,0.655
3283,0.011,0.506
3284,0.25,0.521
3285,0.417,0.55
3286,-0.084,0.491
3287,0.357,0.55
3288,0.911,0.655
3289,0.25,0.521
3291,0.911,0.655
3292,-0.533,0.48
3294,-0.392,0.478
3296,0.911,0.655
3297,0.911,0.655
3298,-0.867,0.466
3299,-0.121,0.496
3301,0.226,0.519
3302,0.911,0.655
3305,0.911,0.655
3306,0.357,0.55
3307,-0.242,0.482
3308,-0.774,0.471
3310,-0.816,0.468
3311,0.226,0.519
3312,0.911,0.655
3313,-0.192,0.489
3314,-0.867,0.466
3315,-0.533,0.48
3316,-0.062,0.491
3318,0.226,0.519
3319,-1.086,0.473
3321,0.357,0.55
3322,0.25,0.521
3323,-0.144,0.497
3324,-0.121,0.496
3325,-1.34,0.447
3326,-0.207,0.485
3327,0.911,0.655
3328,0.226,0.519
3331,-1.186,0.457
3332,0.011,0.506
3335,-0.774,0.471
3336,0.911,0.655
3340,0.911,0.655
3342,0.911,0.655
3344,-0.144,0.497
3345,-0.415,0.48
3346,-1.322,0.449
3347,0.911,0.655
3350,0.911,0.655
3352,0.911,0.655
3354,-0.392,0.478
3356,0.911,0.655
3357,0.911,0.655
3358,-0.44,0.484
3360,0.911,0.655
3361,-0.605,0.48
3362,0.911,0.655
3364,0.911,0.655
3366,-0.533,0.48
3372,-0.705,0.476
3374,0.911,0.655
3375,-0.867,0.466
3377,-1.57,0.452
3378,0.911,0.655
3381,-0.774,0.471
3382,0.911,0.655
3384,-0.465,0.472
3386,0.911,0.655
3387,0.911,0.655
3388,-1.725,0.462
3389,-1.092,0.466
3390,-0.144,0.497
3397,-0.774,0.471
3398,0.911,0.655
3402,0.25,0.521
3404,0.911,0.655
3405,0.25,0.521
3406,-1.085,0.459
3407,-0.062,0.491
3408,-0.144,0.497
3411,0.911,0.655
3412,-0.415,0.48
3414,0.911,0.655
3415,0.911,0.655
3416,0.911,0.655
3418,0.911,0.655
3419,-0.207,0.485
3420,0.911,0.655
3422,-0.816,0.468
3423,0.357,0.55
3424,0.911,0.655
3425,-0.56,0.473
3427,-0.774,0.471
3428,0.226,0.519
3430,0.911,0.655
3432,0.911,0.655
3433,0.357,0.55
3434,-0.144,0.497
3435,-0.989,0.475
3437,-1.59,0.479
3438,0.25,0.521
3439,0.911,0.655
3440,-0.144,0.497
3441,-0.415,0.48
3443,0.25,0.521
3445,0.357,0.55
3446,0.417,0.55
3448,-2.293,0.508
3450,0.011,0.506
3451,0.911,0.655
3455,0.911,0.655
3457,-0.144,0.497
3458,0.357,0.55
3460,-0.774,0.471
3461,-0.144,0.497
3462,-1.984,0.485
3463,-0.415,0.48
3464,-0.832,0.459
3465,0.011,0.506
3466,-0.121,0.496
3469,-0.584,0.475
3516,0.911,0.655
3519,-2.293,0.508
3520,0.226,0.519
3521,-0.084,0.491
3522,0.911,0.655
3523,-1.531,0.442
3525,0.226,0.519
3526,0.357,0.55
3528,0.357,0.55
3531,0.226,0.519
3532,-1.967,0.473
3534,-0.415,0.48
3535,0.357,0.55
3536,0.911,0.655
3537,-0.207,0.485
3538,-1.12,0.455
3539,-0.392,0.478
3540,0.357,0.55
3541,0.911,0.655
3544,0.911,0.655
3546,0.417,0.55
3548,0.911,0.655
3549,0.911,0.655
3551,0.911,0.655
3553,0.055,0.518
3554,0.911,0.655
3555,-0.062,0.491
3556,0.011,0.506
3557,0.911,0.655
3558,0.357,0.55
3559,-0.774,0.471
3560,-0.062,0.491
3561,-0.144,0.497
3563,-0.144,0.497
3564,-0.11,0.492
3565,-1.037,0.46
3566,0.911,0.655
3570,0.911,0.655
3571,0.357,0.55
3572,-1.531,0.442
3573,0.011,0.506
3575,0.911,0.655
3576,0.911,0.655
3577,-1.085,0.459
3578,-0.415,0.48
3579,-0.121,0.496
3582,-0.465,0.472
3583,0.357,0.55
3584,-0.533,0.48
3585,-0.774,0.471
3587,0.011,0.506
3588,0.357,0.55
3589,-0.121,0.496
3590,0.011,0.506
3591,-1.68,0.461
3594,0.25,0.521
3595,-1.037,0.46
3596,0.011,0.506
3597,0.417,0.55
3598,-0.144,0.497
3599,0.911,0.655
3600,0.357,0.55
3601,-0.144,0.497
3602,0.911,0.655
3604,0.911,0.655
3607,0.357,0.55
3610,-0.465,0.472
3611,-1.037,0.46
3615,-1.819,0.476
3616,-0.533,0.48
3619,0.911,0.655
3620,-0.774,0.471
3622,0.911,0.655
3624,0.911,0.655
3625,0.911,0.655
3626,-0.144,0.497
3627,0.911,0.655
3630,0.911,0.655
3631,0.911,0.655
3634,0.911,0.655
3635,0.911,0.655
3636,-0.776,0.463
3637,-0.533,0.48
3638,-0.415,0.48
3639,0.911,0.655
3640,0.226,0.519
3642,-0.144,0.497
3643,0.357,0.55
3644,-0.121,0.496
3646,-0.869,0.471
3647,0.226,0.519
3650,-0.144,0.497
3651,-0.415,0.48
3653,0.417,0.55
3654,-0.658,0.465
10193,-0.216,0.503
3658,0.911,0.655
3661,0.911,0.655
3662,0.911,0.655
3663,-0.207,0.485
3666,-2.032,0.48
3667,0.911,0.655
3671,0.911,0.655
3673,0.226,0.519
3674,-0.392,0.478
3716,0.911,0.655
3717,0.357,0.55
3718,0.911,0.655
3719,0.25,0.521
3720,0.911,0.655
3722,-0.264,0.483
3723,-0.867,0.466
3724,0.911,0.655
3725,-0.533,0.48
3726,-0.392,0.478
3727,0.357,0.55
3728,0.911,0.655
3729,0.911,0.655
3732,0.911,0.655
3733,0.25,0.521
3735,-1.31,0.451
3736,0.911,0.655
3737,0.911,0.655
3738,-1.75,0.458
3739,0.911,0.655
3741,0.357,0.55
3742,-0.415,0.48
3743,0.357,0.55
3744,-2.024,0.464
3747,0.911,0.655
3750,0.25,0.521
3751,-1.365,0.466
3754,-0.563,0.469
3755,-0.121,0.496
3756,0.911,0.655
3757,-0.144,0.497
3758,-0.144,0.497
3759,-0.533,0.48
3760,0.011,0.506
3762,0.911,0.655
3763,0.911,0.655
3765,0.357,0.55
3766,0.911,0.655
3767,0.911,0.655
3768,0.911,0.655
3769,-0.144,0.497
3770,0.357,0.55
3771,0.911,0.655
3772,-1.327,0.466
3776,0.911,0.655
3777,-0.392,0.478
3778,-0.144,0.497
3779,-0.392,0.478
3782,0.357,0.55
3783,0.25,0.521
3785,-0.181,0.494
3786,0.911,0.655
3787,0.911,0.655
3788,0.911,0.655
3789,0.011,0.506
3790,0.911,0.655
3791,0.055,0.518
3792,-0.062,0.491
3793,0.911,0.655
3794,-0.207,0.485
3796,-0.121,0.496
3799,0.357,0.55
3801,0.357,0.55
3802,0.911,0.655
3803,0.25,0.521
3804,0.911,0.655
3805,-1.31,0.451
3806,0.357,0.55
3808,0.911,0.655
3809,0.357,0.55
3811,-0.774,0.471
3812,-0.658,0.465
3813,0.357,0.55
3814,0.25,0.521
3815,-0.207,0.485
3817,-0.144,0.497
3818,0.911,0.655
3820,0.911,0.655
3821,-0.207,0.485
3822,0.25,0.521
3823,-0.144,0.497
3824,0.25,0.521
3826,0.911,0.655
3829,0.911,0.655
3832,-1.361,0.462
3833,0.25,0.521
3834,0.911,0.655
3837,-0.658,0.465
3838,-0.533,0.48
3840,-1.037,0.46
3842,0.911,0.655
3844,0.25,0.521
3845,0.226,0.519
3846,-0.121,0.496
3848,0.25,0.521
3849,0.417,0.55
3850,0.911,0.655
3851,-0.062,0.491
3852,0.911,0.655
3853,0.911,0.655
3854,0.357,0.55
3855,-0.465,0.472
3857,0.226,0.519
3858,-0.51,0.471
3860,0.25,0.521
3861,-0.207,0.485
3862,-0.774,0.471
3865,-0.121,0.496
3866,0.911,0.655
3868,-0.062,0.491
3869,-0.533,0.48
3870,0.911,0.655
3871,0.911,0.655
3872,-0.774,0.471
3873,-0.144,0.497
3874,0.417,0.55
3875,0.417,0.55
3876,0.357,0.55
3877,0.357,0.55
3878,0.911,0.655
3879,-0.144,0.497
3882,-1.055,0.471
3883,-0.465,0.472
3884,0.25,0.521
3885,0.25,0.521
3887,-0.011,0.511
3889,-0.415,0.48
3890,0.357,0.55
3891,-0.533,0.48
3893,-0.121,0.496
3894,0.226,0.519
3895,-0.533,0.48
3896,-0.438,0.477
3897,-0.121,0.496
3898,-0.774,0.471
3899,0.911,0.655
3902,-0.533,0.48
3903,-1.819,0.476
3904,0.357,0.55
3905,0.357,0.55
3906,0.911,0.655
3907,0.911,0.655
3909,0.357,0.55
3911,0.357,0.55
3912,-0.415,0.48
3914,-1.494,0.46
3915,-0.415,0.48
3916,0.911,0.655
3917,0.357,0.55
3918,0.357,0.55
3919,-0.144,0.497
3920,-0.207,0.485
3921,-0.774,0.471
3922,0.226,0.519
3924,0.911,0.655
3926,-0.144,0.497
3928,0.357,0.55
3929,-0.392,0.478
3930,-0.144,0.497
3931,0.911,0.655
3932,-0.415,0.48
3933,-1.535,0.463
3934,0.911,0.655
3937,-0.207,0.485
3939,-0.144,0.497
3940,0.911,0.655
3943,-1.961,0.482
3944,-1.244,0.471
3945,-0.062,0.491
3946,-1.493,0.47
3947,0.911,0.655
3949,0.226,0.519
3951,-0.207,0.485
3955,-0.144,0.497
3956,-0.798,0.47
3957,0.357,0.55
3962,-0.392,0.478
3963,0.226,0.519
3966,0.911,0.655
3970,-0.867,0.466
3973,-0.867,0.466
3975,-0.933,0.468
3976,-0.533,0.48
3977,-0.933,0.468
3979,-0.084,0.491
3983,0.011,0.506
3985,-0.144,0.497
3986,-0.44,0.481
3987,0.357,0.55
3990,-1.212,0.469
3991,-1.212,0.469
3992,-0.517,0.476
3993,-1.329,0.467
3997,-1.085,0.459
3998,0.911,0.655
3999,0.911,0.655
4003,0.911,0.655
4005,-0.192,0.489
4006,-1.585,0.471
4008,0.911,0.655
4009,0.011,0.506
4011,0.357,0.55
4013,-1.531,0.442
4015,-0.465,0.472
4017,0.226,0.519
4018,0.911,0.655
4019,-0.207,0.485
4021,-1.212,0.469
4022,0.357,0.55
4024,-1.59,0.479
4025,-0.798,0.47
4034,0.011,0.506
4036,-1.644,0.457
4037,0.226,0.519
4038,0.357,0.55
4039,0.357,0.55
4040,0.417,0.55
4041,-0.798,0.47
4042,0.911,0.655
4044,-0.533,0.48
4045,0.357,0.55
4052,-0.517,0.476
4058,-0.121,0.496
4059,-1.755,0.469
4061,0.911,0.655
4062,0.911,0.655
4064,0.357,0.55
4066,0.911,0.655
4067,-0.774,0.471
4068,0.357,0.55
4069,-0.207,0.485
4071,0.911,0.655
4074,-0.121,0.496
4075,0.226,0.519
4076,0.911,0.655
4079,-0.415,0.48
4080,-0.144,0.497
4081,-0.144,0.497
4082,-0.775,0.473
4083,-0.415,0.48
4084,0.911,0.655
4086,0.911,0.655
4087,-0.774,0.471
4089,-0.144,0.497
4090,-0.144,0.497
4091,0.911,0.655
4092,-0.44,0.484
4093,-0.121,0.496
4095,0.357,0.55
4096,-0.144,0.497
4097,0.911,0.655
4098,-0.144,0.497
4102,-0.415,0.48
4103,-0.207,0.485
4105,-0.774,0.471
4106,0.911,0.655
4107,0.25,0.521
4109,-0.144,0.497
4110,0.911,0.655
4113,-0.121,0.496
4114,0.25,0.521
4115,-1.348,0.464
4116,-0.533,0.48
4117,0.226,0.519
4118,0.911,0.655
4120,0.011,0.506
4121,0.911,0.655
4124,-0.415,0.48
4125,0.911,0.655
4126,-0.415,0.48
4127,-2.182,0.482
4128,0.226,0.519
4129,0.911,0.655
4130,-0.774,0.471
4131,-1.264,0.452
4133,0.357,0.55
4134,0.417,0.55
4135,0.911,0.655
4136,0.911,0.655
4137,0.25,0.521
4138,0.911,0.655
4141,-1.531,0.442
4143,-0.933,0.468
4144,-0.465,0.472
4145,-0.144,0.497
4146,0.911,0.655
4148,0.911,0.655
4149,-0.867,0.466
4150,0.911,0.655
4152,-0.121,0.496
4153,0.911,0.655
4155,-0.084,0.491
4157,-0.062,0.491
4158,-0.774,0.471
4160,0.911,0.655
4161,-0.084,0.491
4163,-0.011,0.511
4164,-1.026,0.464
4166,0.357,0.55
4168,-1.967,0.473
4169,-0.774,0.471
4170,-0.144,0.497
4171,-0.933,0.468
4172,0.911,0.655
4173,0.226,0.519
4174,0.911,0.655
4175,0.357,0.55
4176,0.357,0.55
4177,0.357,0.55
4178,0.911,0.655
4180,-0.533,0.48
4182,0.226,0.519
4183,0.226,0.519
4184,-1.75,0.458
4187,-0.774,0.471
4188,0.357,0.55
4189,0.911,0.655
4192,0.357,0.55
4194,-0.207,0.485
4196,0.25,0.521
4197,0.226,0.519
4198,0.911,0.655
4199,-0.144,0.497
4200,0.911,0.655
4202,0.226,0.519
4203,0.226,0.519
4204,0.911,0.655
4207,-0.465,0.472
4208,-1.111,0.472
4209,0.911,0.655
4210,-0.144,0.497
4211,-0.774,0.471
4212,0.417,0.55
4213,-0.774,0.471
4214,0.911,0.655
4215,-0.392,0.478
4217,0.911,0.655
4220,0.226,0.519
4221,-1.264,0.452
4222,0.911,0.655
4224,0.911,0.655
4226,0.011,0.506
4229,-0.144,0.497
4233,0.357,0.55
4235,0.911,0.655
4238,0.011,0.506
4241,-0.533,0.48
4242,-0.144,0.497
4243,0.911,0.655
10134,-0.392,0.478
10091,-0.11,0.492
10105,0.911,0.655
10150,0.357,0.55
4251,0.226,0.519
4253,0.011,0.506
4254,0.357,0.55
10094,0.911,0.655
10233,0.911,0.655
10166,0.226,0.519
10118,0.911,0.655
4260,0.417,0.55
4262,-0.76,0.477
4263,0.226,0.519
4264,-0.533,0.48
10111,-1.623,0.463
4267,-2.342,0.496
10181,0.25,0.521
10108,0.357,0.55
4270,-0.392,0.478
4272,0.911,0.655
4275,0.911,0.655
4276,-0.415,0.48
4277,-0.181,0.494
10119,0.226,0.519
10163,-2.182,0.482
10133,0.357,0.55
4281,0.911,0.655
10123,-1.12,0.455
10143,-0.76,0.477
10180,0.911,0.655
10160,0.357,0.55
4287,0.911,0.655
10158,-0.533,0.48
10097,0.011,0.506
10113,-0.307,0.49
4291,0.226,0.519
10106,0.417,0.55
4293,0.911,0.655
4294,0.357,0.55
4296,0.911,0.655
10135,0.911,0.655
4299,-0.533,0.48
10174,-0.867,0.466
4301,0.357,0.55
4302,0.25,0.521
4304,0.226,0.519
10203,-0.121,0.496
4307,-0.144,0.497
4308,0.911,0.655
4309,0.25,0.521
4310,-0.683,0.468
10102,0.011,0.506
10138,-1.264,0.452
4315,0.357,0.55
10175,-1.264,0.452
4318,0.911,0.655
4319,0.911,0.655
4321,0.911,0.655
10171,0.911,0.655
10129,0.911,0.655
10157,0.357,0.55
10156,0.911,0.655
10227,-1.327,0.466
10112,-0.144,0.497
10147,-0.563,0.469
10124,0.911,0.655
4332,0.911,0.655
4334,0.911,0.655
10139,0.911,0.655
10122,-1.058,0.458
10179,0.25,0.521
10140,0.911,0.655
10132,-0.207,0.485
4340,0.911,0.655
4341,-0.11,0.492
4342,0.357,0.55
10167,0.417,0.55
10161,-1.487,0.469
4345,0.25,0.521
4346,0.911,0.655
4347,-0.144,0.497
4348,0.011,0.506
4349,0.357,0.55
10202,0.417,0.55
10192,-0.415,0.48
4353,0.357,0.55
4354,0.25,0.521
4355,0.911,0.655
10232,-0.774,0.471
4357,0.911,0.655
4358,0.226,0.519
4360,0.911,0.655
10206,0.911,0.655
4363,-0.011,0.511
10211,-1.552,0.474
10207,0.417,0.55
4366,-0.867,0.466
10230,-0.51,0.471
4369,-0.658,0.465
10205,-0.415,0.48
10221,-0.084,0.491
4372,0.911,0.655
4373,0.357,0.55
4374,0.911,0.655
4375,-0.465,0.472
4378,0.911,0.655
4379,0.357,0.55
4382,0.911,0.655
10223,-0.44,0.481
4385,0.357,0.55
10209,-0.533,0.48
10198,-0.563,0.469
10208,-0.392,0.478
4392,0.911,0.655
10215,0.911,0.655
4395,-0.207,0.485
4403,-0.816,0.468
4404,0.25,0.521
10222,-0.144,0.497
10229,-0.207,0.485
4409,-1.295,0.463
4412,0.357,0.55
4413,0.911,0.655
4414,0.911,0.655
10200,-0.307,0.49
10214,0.011,0.506
4422,-0.629,0.469
10199,-1.75,0.458
4426,0.357,0.55
10224,0.911,0.655
10220,-1.83,0.466
4430,-0.121,0.496
4433,-2.024,0.464
4435,0.011,0.506
4436,0.357,0.55
4438,0.357,0.55
4439,0.911,0.655
10194,-0.894,0.468
4441,-0.392,0.478
10226,0.417,0.55
10212,-1.246,0.464
4446,0.011,0.506
10228,0.25,0.521
4449,-1.264,0.452
10219,0.25,0.521
4451,-0.144,0.497
4452,-0.774,0.471
4453,-0.392,0.478
4454,0.226,0.519
10225,-0.121,0.496
10195,-0.121,0.496
4460,-0.011,0.511
4461,0.357,0.55
4463,-1.172,0.459
4466,0.911,0.655
4468,-0.533,0.48
4469,-0.416,0.479
4470,0.357,0.55
4471,0.011,0.506
4472,0.911,0.655
4473,-0.517,0.476
4476,-1.306,0.461
4478,0.911,0.655
4479,-0.533,0.48
4480,-0.533,0.48
10204,-0.121,0.496
4483,-0.44,0.481
4484,0.911,0.655
10234,-0.533,0.48
4489,-0.121,0.496
4490,-0.144,0.497
4491,0.25,0.521
10231,0.911,0.655
4493,0.357,0.55
10196,0.911,0.655
10216,0.911,0.655
4496,0.911,0.655
4497,-0.533,0.48
4499,-0.533,0.48
4500,0.25,0.521
4501,-0.121,0.496
4502,0.911,0.655
4504,0.911,0.655
4506,0.25,0.521
4507,-0.392,0.478
4508,-0.533,0.48
4509,0.357,0.55
4510,-0.415,0.48
4511,0.911,0.655
4512,-0.533,0.48
4514,-1.106,0.457
4515,0.911,0.655
4516,-0.867,0.466
4518,0.911,0.655
4519,0.911,0.655
4520,0.417,0.55
4521,0.911,0.655
4522,-0.392,0.478
4525,0.357,0.55
4528,0.357,0.55
4530,-0.207,0.485
4531,0.25,0.521
4532,-0.415,0.48
4534,-0.144,0.497
4536,-0.533,0.48
4538,0.911,0.655
4539,0.911,0.655
4540,-0.392,0.478
4542,-0.084,0.491
4543,-0.144,0.497
4544,0.357,0.55
4545,0.226,0.519
4547,-0.533,0.48
4548,0.911,0.655
4550,-0.121,0.496
4551,-0.084,0.491
4553,-0.121,0.496
4554,-0.816,0.468
4555,-0.392,0.478
4556,0.25,0.521
4558,-0.207,0.485
4559,0.417,0.55
4560,-1.461,0.447
4562,0.226,0.519
4563,0.25,0.521
4565,-0.392,0.478
10235,-0.062,0.491
4568,-0.207,0.485
4569,-0.816,0.468
4571,-1.89,0.457
4573,-0.207,0.485
4574,0.911,0.655
4575,-0.121,0.496
4576,0.911,0.655
4577,-0.563,0.469
4578,0.911,0.655
4581,0.911,0.655
4586,-0.121,0.496
4587,0.25,0.521
4589,-0.192,0.489
4590,0.911,0.655
4591,0.357,0.55
4592,0.357,0.55
4593,0.011,0.506
4595,-1.058,0.458
4596,-0.683,0.468
4597,-0.339,0.53
4600,-0.207,0.485
4601,0.911,0.655
4602,-0.774,0.471
4606,0.011,0.506
4607,-0.121,0.496
4608,0.25,0.521
4609,-1.31,0.451
4610,0.911,0.655
4612,0.226,0.519
4614,0.911,0.655
4615,-0.207,0.485
4618,0.911,0.655
4619,-2.656,0.542
4620,0.911,0.655
4623,-0.774,0.471
4625,-1.021,0.462
4626,0.25,0.521
4627,0.911,0.655
4628,0.011,0.506
4629,-1.808,0.48
4630,-0.704,0.476
4631,-0.121,0.496
4632,-0.742,0.46
4633,0.417,0.55
4634,-0.144,0.497
4636,-0.867,0.466
4638,0.417,0.55
4639,-0.989,0.475
4640,-0.144,0.497
4641,-0.438,0.477
4643,-0.832,0.456
4644,-1.623,0.463
4645,0.911,0.655
4646,-0.533,0.48
4647,-0.144,0.497
4648,0.25,0.521
4649,0.911,0.655
4650,-0.894,0.468
4651,-0.533,0.48
4652,-0.563,0.469
4653,0.25,0.521
4654,0.911,0.655
4656,-0.533,0.48
4657,0.226,0.519
4658,0.911,0.655
4661,-0.933,0.468
4662,0.911,0.655
4663,-1.215,0.47
4664,-0.816,0.468
4665,-0.465,0.472
4667,0.911,0.655
4668,0.25,0.521
4669,0.911,0.655
4670,-0.798,0.47
4671,-1.264,0.469
4676,0.911,0.655
4677,0.911,0.655
4678,-0.867,0.466
4679,0.911,0.655
4681,0.911,0.655
4682,-0.533,0.48
4683,0.911,0.655
4684,-0.144,0.497
4685,0.357,0.55
4687,0.226,0.519
4689,-0.121,0.496
4690,0.25,0.521
4691,-0.207,0.485
4692,0.357,0.55
4693,0.357,0.55
4694,0.357,0.55
4695,0.911,0.655
4696,0.357,0.55
4697,0.911,0.655
4698,0.226,0.519
4699,-0.44,0.481
4700,-0.792,0.459
4701,0.226,0.519
4702,-0.631,0.482
4703,-1.186,0.457
4705,0.911,0.655
10217,0.911,0.655
4708,0.911,0.655
4709,0.357,0.55
4710,0.911,0.655
4712,0.417,0.55
4714,-0.677,0.463
4715,0.911,0.655
4716,-1.501,0.459
4717,0.911,0.655
4718,-1.663,0.44
4719,0.911,0.655
4720,-0.776,0.463
4721,0.911,0.655
4723,0.911,0.655
4724,-1.83,0.466
4726,-1.984,0.485
4727,0.911,0.655
4728,0.357,0.55
4732,-0.465,0.472
4733,-0.216,0.503
4735,-1.021,0.462
4736,-0.192,0.489
4737,-1.293,0.463
4738,0.226,0.519
4739,0.357,0.55
4741,0.417,0.55
4742,-0.207,0.485
4743,-0.121,0.496
4744,0.011,0.506
4746,-0.774,0.471
4747,-1.398,0.469
4748,-0.062,0.491
4750,-0.533,0.48
4752,0.357,0.55
4753,0.011,0.506
4754,0.226,0.519
4757,0.357,0.55
4759,-0.774,0.471
4760,0.911,0.655
4763,0.25,0.521
4766,0.911,0.655
4767,0.011,0.506
4768,0.357,0.55
4769,-0.062,0.491
4771,0.911,0.655
4773,-1.31,0.451
4775,0.25,0.521
4776,-0.629,0.469
4777,0.911,0.655
4779,0.25,0.521
4780,-0.144,0.497
4781,0.357,0.55
4782,-0.894,0.468
4783,-2.283,0.48
4787,-1.75,0.458
4788,0.911,0.655
4789,0.911,0.655
4790,-1.34,0.447
4793,0.911,0.655
4794,0.911,0.655
4796,-1.57,0.452
4798,0.011,0.506
4799,-1.025,0.463
4800,0.911,0.655
4801,0.911,0.655
4802,0.911,0.655
4803,0.25,0.521
4804,0.911,0.655
4805,0.911,0.655
4806,0.911,0.655
4808,-1.31,0.451
4809,0.911,0.655
4810,0.357,0.55
4811,0.911,0.655
4812,0.911,0.655
4813,0.911,0.655
4814,0.357,0.55
4815,0.226,0.519
4816,-1.15,0.469
4817,0.911,0.655
4818,-0.084,0.491
4819,0.357,0.55
4820,0.911,0.655
4821,-2.182,0.482
4822,0.911,0.655
4824,0.357,0.55
4825,0.911,0.655
4826,0.911,0.655
4828,-0.533,0.48
4829,-1.327,0.466
4830,0.25,0.521
4831,-0.465,0.472
4832,0.911,0.655
4835,-0.144,0.497
4836,0.911,0.655
4837,-0.44,0.484
4838,-0.816,0.468
4839,0.011,0.506
4840,-2.656,0.542
4841,-0.533,0.48
4843,0.417,0.55
4844,0.911,0.655
4846,0.911,0.655
4847,0.911,0.655
4848,-0.587,0.473
4850,0.911,0.655
4851,-0.144,0.497
4852,0.226,0.519
4854,0.911,0.655
4855,0.911,0.655
4856,-0.207,0.485
4857,0.911,0.655
4858,-0.121,0.496
4860,0.911,0.655
4861,0.226,0.519
4862,-0.207,0.485
4863,0.226,0.519
4864,0.911,0.655
4865,0.911,0.655
4867,0.357,0.55
4868,0.911,0.655
4871,-0.533,0.48
4872,0.911,0.655
4874,-0.062,0.491
4876,0.911,0.655
4878,-0.392,0.478
4879,0.911,0.655
4880,-0.084,0.491
4881,0.911,0.655
4882,0.911,0.655
4883,-1.12,0.455
4884,-0.144,0.497
4886,0.911,0.655
4889,-0.121,0.496
4891,-0.144,0.497
4892,-0.631,0.482
4893,-0.563,0.469
4897,-0.533,0.48
