ff_id,SC15,SC15_SE,SC9,SC9_SE,Int15,Int15_SE,Ext15,Ext15_SE,Int9,Int9_SE,Ext9,Ext9_SE,city
361,0.211,0.981,0.856,0.695,0.058,0.984,-0.428,0.961,0.753,0.32,-0.427,0.364,2
362,-0.325,0.976,-1.591,0.494,0.127,0.985,0.256,0.957,-0.095,0.432,0.285,0.28,2
364,-0.963,0.45,-0.464,0.5,-0.02,0.361,0.516,0.382,-0.036,0.401,-0.767,0.428,2
366,0.539,0.558,-0.673,0.445,-0.888,0.478,-1.905,0.57,0.343,0.375,0.415,0.273,2
367,-0.182,0.479,-0.681,0.45,-0.349,0.385,1.035,0.276,0.907,0.309,1.252,0.218,2
368,-0.205,0.468,0.417,0.595,0.217,0.341,0.809,0.297,-0.429,0.477,0.641,0.248,2
369,0.882,0.628,-0.068,0.508,-0.497,0.418,0.405,0.367,-1.419,0.655,-1.308,0.568,2
371,-0.499,0.461,-0.659,0.44,1.168,0.303,-1.465,0.525,1.733,0.256,1.47,0.21,2
372,-0.124,0.976,-0.313,0.488,0.244,0.983,-0.045,0.954,1.29,0.272,0.545,0.257,2
373,0.065,0.989,0.056,0.988,0.048,0.987,-0.255,0.963,0.264,0.374,-0.422,0.371,2
374,-0.013,0.977,0.197,0.538,0.041,0.984,0.07,0.955,0.382,0.357,0.391,0.253,2
375,-0.322,0.47,-0.273,0.488,0.841,0.309,0.666,0.364,-0.787,0.536,-0.936,0.468,2
376,0.418,0.544,0.247,0.539,-0.035,0.345,-0.319,0.435,0.022,0.405,-0.276,0.341,2
377,1.181,0.688,0.979,0.714,-1.523,0.612,-0.619,0.44,-0.887,0.558,-0.443,0.354,2
378,0.209,0.499,0.931,0.704,0.071,0.321,0.343,0.383,-1.384,0.654,-1.366,0.58,2
379,0.897,0.632,-0.707,0.455,-1.015,0.506,0.126,0.403,0.169,0.382,0.327,0.276,2
380,-1.035,0.446,-0.915,0.44,0.02,0.347,-0.519,0.427,-0.009,0.406,0.003,0.307,2
381,-0.074,0.487,0.357,0.566,0.693,0.314,-0.736,0.465,-0.386,0.472,-1.125,0.5,2
383,0.482,0.553,0.132,0.984,-0.361,0.394,-0.937,0.473,-0.094,0.986,-0.278,0.967,2
384,-0.148,0.976,-0.865,0.472,0.009,0.985,0.123,0.959,-0.423,0.479,-0.079,0.319,2
385,-0.055,0.488,0.362,0.588,-0.029,0.353,0.125,0.404,-0.274,0.44,-0.512,0.38,2
386,0.711,0.599,-0.6,0.502,0.204,0.334,0.373,0.387,-0.046,0.412,0.18,0.291,2
388,0.391,0.52,0.827,0.685,-0.893,0.484,-0.75,0.426,1.112,0.297,0.483,0.27,2
389,-1.303,0.447,0.708,0.664,-0.571,0.417,-0.257,0.438,0.01,0.412,0.217,0.279,2
390,-0.091,0.475,0.456,0.6,-0.249,0.391,0.393,0.378,-0.441,0.474,0.048,0.301,2
391,0.251,0.501,0.026,0.512,-0.831,0.451,-0.083,0.412,-0.742,0.524,-0.074,0.325,2
392,-0.386,0.471,-0.128,0.982,1.5,0.312,0.611,0.356,0.246,0.985,0.147,0.963,2
393,0.034,0.98,0.757,0.677,0.201,0.984,-0.071,0.954,1.65,0.26,0.838,0.24,2
394,0.189,0.981,0.856,0.695,-0.124,0.986,-0.109,0.961,-0.279,0.454,-0.268,0.347,2
395,1.1,0.671,-0.014,0.499,-1.458,0.599,-0.734,0.441,-0.218,0.436,-0.245,0.338,2
396,0.008,0.976,-0.387,0.454,-0.117,0.986,-0.028,0.964,-0.944,0.565,-0.628,0.405,2
397,0.796,0.612,-0.424,0.489,0.356,0.318,-0.995,0.473,0.479,0.347,0.171,0.294,2
398,-1.342,0.435,0.693,0.662,0.141,0.344,2.368,0.28,0.073,0.372,0.116,0.296,2
399,0.259,0.529,-1.215,0.439,0.144,0.323,0.467,0.382,1.008,0.29,1.013,0.232,2
401,1.001,0.652,-1.208,0.458,-1.357,0.581,-0.823,0.473,0.715,0.31,-0.005,0.299,2
402,-0.585,0.466,0.802,0.681,1.622,0.308,0.114,0.384,-0.418,0.48,-0.815,0.43,2
403,0.616,0.585,0.187,0.535,0.938,0.312,0.892,0.333,1.691,0.256,1.138,0.219,2
404,-0.181,0.469,0.033,0.494,0.252,0.321,0.213,0.39,0.417,0.36,-0.07,0.314,2
405,-0.513,0.46,0.718,0.666,0.878,0.314,1.137,0.289,0.7,0.324,0.689,0.252,2
407,-1.156,0.443,-0.111,0.545,1.051,0.311,0.344,0.453,2.622,0.238,2.62,0.204,2
408,-1.396,0.458,-0.682,0.469,-0.1,0.334,1.012,0.274,-0.61,0.498,-0.13,0.315,2
409,0.367,0.538,0.24,0.539,0.16,0.312,0.181,0.396,-0.015,0.412,-0.198,0.335,2
410,-0.161,0.48,-0.039,0.519,-0.145,0.366,0.967,0.311,0.34,0.368,0.583,0.251,2
411,-0.365,0.464,-0.044,0.982,-0.492,0.406,-0.282,0.426,-0.055,0.986,-0.029,0.965,2
412,-0.599,0.46,-1.048,0.478,0.983,0.307,2.357,0.269,1.091,0.288,0.947,0.233,2
413,-0.925,0.451,0.424,0.596,-0.268,0.393,0.575,0.37,-0.917,0.549,-0.372,0.356,2
414,0.776,0.609,0,0.523,0.544,0.303,-0.17,0.431,-1.274,0.644,-1.423,0.59,2
415,0.911,0.633,0.277,0.541,-0.454,0.404,-0.133,0.416,-0.421,0.465,-0.244,0.333,2
417,0.546,0.559,-1.339,0.455,-1.181,0.534,-1.531,0.506,-0.28,0.446,-0.881,0.449,2
421,0.637,0.552,0.878,0.695,-1.752,0.652,-2.037,0.59,-0.013,0.417,0.402,0.264,2
423,0.923,0.635,0.891,0.697,-0.389,0.398,0.135,0.406,0.469,0.348,0.125,0.282,2
425,0.785,0.611,0.882,0.695,0.596,0.299,-0.15,0.396,-0.539,0.494,0.054,0.292,2
426,0.115,0.502,-0.657,0.472,0.343,0.317,1.16,0.292,-0.058,0.411,-0.186,0.33,2
427,0.849,0.645,0.793,0.68,-0.36,0.942,0.292,0.929,0.555,0.343,1.65,0.204,2
428,-1.606,0.449,-0.641,0.491,1.678,0.305,1.123,0.304,-0.386,0.467,-0.189,0.333,2
429,-1.333,0.434,-0.731,0.453,0.754,0.298,-0.587,0.444,1.554,0.258,0.38,0.27,2
430,-0.097,0.977,-0.255,0.513,0.211,0.983,-0.066,0.955,1.119,0.289,0.415,0.279,2
435,-1.453,0.454,-0.348,0.982,1.46,0.309,1.353,0.269,0.311,0.985,0.435,0.961,2
437,0.187,0.5,0.026,0.983,-0.385,0.384,0.409,0.361,-0.058,0.986,0.106,0.963,2
438,0.289,0.982,0.912,0.706,-0.178,0.987,-0.344,0.968,-0.633,0.503,-0.974,0.478,2
439,0.373,0.511,0.144,0.983,-1.446,0.598,-1.129,0.496,-0.246,0.988,-0.286,0.968,2
441,-1.423,0.441,-0.011,0.561,-0.045,0.349,-0.308,0.411,-0.456,0.48,-0.09,0.314,2
442,0.011,0.49,-0.425,0.475,-0.344,0.364,-1.52,0.509,-0.269,0.456,-0.547,0.38,2
443,0.173,0.907,0.828,0.688,-0.303,0.398,0.203,0.402,-0.005,0.409,0.155,0.294,2
444,1.203,0.694,-0.185,0.469,-1.766,0.658,-2.06,0.592,1.225,0.283,1.332,0.216,2
445,1.07,0.665,0.429,0.597,-1.321,0.573,-0.193,0.409,0.037,0.407,-0.18,0.322,2
446,0.814,0.615,-0.245,0.461,0.01,0.326,-0.544,0.428,0.344,0.373,0.562,0.254,2
448,0.339,0.516,0.282,0.542,-0.621,0.425,-0.417,0.418,-1.166,0.604,-1.03,0.487,2
450,0.84,0.621,0.106,0.544,-0.36,0.408,0.439,0.386,0.098,0.391,0.087,0.296,2
451,-0.105,0.989,-0.113,0.987,0.114,0.987,0.147,0.956,0.664,0.325,0.67,0.245,2
452,-0.353,0.463,0.796,0.68,-0.086,0.354,-0.592,0.448,0.195,0.386,-0.081,0.316,2
453,-0.101,0.487,-1.497,0.469,1.662,0.307,0.845,0.345,1.048,0.3,0.88,0.234,2
454,-0.659,0.453,-0.229,0.973,2.094,0.316,1.411,0.278,0.56,0.347,0.393,0.272,2
455,0.436,0.561,-1.926,0.485,1.601,0.304,0.159,0.381,1.647,0.254,1.591,0.21,2
458,-0.322,0.469,0.454,0.6,-1.401,0.587,-0.868,0.478,-0.637,0.509,0.097,0.296,2
459,1.054,0.66,0.936,0.706,-0.543,0.418,-1.205,0.498,-0.149,0.434,-0.214,0.324,2
460,-0.522,0.466,-0.613,0.487,0.194,0.313,-0.271,0.428,0.633,0.335,0.468,0.27,2
461,-0.15,0.473,0.19,0.535,-0.676,0.426,-0.526,0.44,0.086,0.405,0.629,0.255,2
462,0.957,0.644,0.457,0.601,-1.286,0.564,0.52,0.339,0.622,0.341,1.556,0.207,2
464,1.177,0.686,-0.067,0.481,-1.344,0.564,-1.929,0.566,0.127,0.399,-0.296,0.336,2
465,-0.021,0.486,-2.162,0.538,-1.396,0.587,-1.13,0.491,-1.33,0.648,-1.349,0.576,2
470,-0.26,0.473,0.066,0.54,-1.084,0.528,0.216,0.394,0.059,0.407,-0.228,0.34,2
471,0.987,0.65,0.24,0.986,-0.301,0.384,-1.419,0.51,-0.121,0.986,-0.451,0.969,2
472,-0.019,0.49,0.81,0.682,-0.448,0.401,0.334,0.394,-0.007,0.412,0.202,0.291,2
473,0.908,0.633,-0.373,0.513,-0.584,0.428,-0.582,0.454,0.212,0.385,0.201,0.277,2
474,1.004,0.655,0.218,0.986,-0.962,0.498,-0.373,0.447,-0.199,0.987,-0.152,0.967,2
475,0.12,0.511,-0.452,0.456,-0.411,0.393,-0.274,0.401,0.95,0.311,0.291,0.275,2
478,-0.843,0.457,-0.178,0.982,1.079,0.302,0.024,0.398,0.2,0.985,0.042,0.964,2
479,1.24,0.7,0.96,0.71,-1.512,0.61,-1.267,0.479,0.432,0.348,-0.228,0.326,2
480,-0.219,0.477,-0.5,0.452,-1.224,0.553,-0.405,0.432,0.713,0.322,0.814,0.241,2
481,0.89,0.628,0.371,0.568,-0.15,0.336,-0.446,0.413,0.05,0.407,-0.014,0.3,2
482,0.243,0.501,0.262,0.556,-0.265,0.368,-0.347,0.435,-1.349,0.653,-1.412,0.59,2
483,-0.201,0.472,-0.022,0.51,-0.256,0.369,-0.136,0.4,0.75,0.307,0.374,0.275,2
484,-1.008,0.448,-0.81,0.475,0.612,0.301,-1.042,0.483,-0.368,0.469,-0.302,0.334,2
487,-2.383,0.49,-0.468,0.982,1.009,0.304,0.392,0.391,0.281,0.985,0.27,0.964,2
489,1.112,0.672,0.964,0.711,-0.946,0.489,-0.864,0.477,-0.05,0.412,-0.531,0.384,2
491,1.291,0.71,0.961,0.711,-1.532,0.615,-1.722,0.525,1.029,0.276,-0.235,0.337,2
492,-0.797,0.465,-0.124,0.982,-0.603,0.437,-0.145,0.43,-0.045,0.986,0.046,0.965,2
493,-1.392,0.434,-0.873,0.439,0.587,0.305,0.858,0.319,1.832,0.248,1.542,0.208,2
495,-0.363,0.468,0.001,0.493,-0.871,0.474,-1.74,0.554,0.443,0.362,1.066,0.232,2
496,0.19,0.506,-0.543,0.45,0.19,0.326,-0.364,0.432,0.104,0.399,0.495,0.261,2
498,-0.079,0.984,-0.392,0.467,0.044,0.995,0.042,0.995,0.052,0.993,0.064,0.989,2
499,-0.277,0.47,0.291,0.56,1.815,0.311,0.558,0.342,0.224,0.383,-0.152,0.324,2
500,0.023,0.978,0.436,0.601,0.045,0.984,0.042,0.955,0.542,0.345,0.45,0.267,2
503,1.215,0.695,0.915,0.702,-1.595,0.624,-1.198,0.484,0.352,0.375,0.492,0.259,2
504,1.277,0.709,0.272,0.541,-1.734,0.654,-2.202,0.607,1.088,0.287,0.574,0.259,2
505,0.573,0.562,0.387,0.569,-1.29,0.567,-0.233,0.419,-0.465,0.462,-0.551,0.374,2
506,0.957,0.641,0.483,0.604,-0.012,0.341,-1.032,0.482,-1.293,0.654,-1.546,0.618,2
507,0.091,0.496,-0.028,0.982,0.315,0.319,0.959,0.306,0.056,0.985,0.238,0.962,2
509,0.768,0.609,0.284,0.581,0.189,0.339,0.489,0.384,-0.024,0.981,0.04,0.959,2
510,-0.458,0.466,-0.737,0.465,-0.443,0.405,-0.12,0.414,-0.112,0.421,-0.839,0.442,2
512,-0.234,0.483,-0.126,0.982,0.818,0.306,1.662,0.258,0.158,0.985,0.437,0.961,2
513,1.089,0.668,0.294,0.544,-1.189,0.538,-0.857,0.466,-0.248,0.983,-0.286,0.961,2
514,0.062,0.978,0.345,0.589,-0.013,0.984,-0.047,0.958,0.11,0.384,0.005,0.311,2
515,0.108,0.495,0.335,0.564,-0.021,0.355,1.755,0.274,-0.962,0.551,-0.241,0.343,2
516,0.058,0.493,0.797,0.68,-0.86,0.483,-0.638,0.429,0.76,0.307,0.561,0.262,2
517,0.943,0.64,-1.272,0.458,-1.112,0.523,-0.477,0.409,-0.841,0.544,-0.829,0.439,2
518,0.722,0.601,-0.616,0.501,0.173,0.34,0.24,0.393,1.032,0.284,0.56,0.256,2
519,-0.965,0.461,-0.398,0.498,0.793,0.301,0.546,0.366,1.087,0.289,1.19,0.224,2
522,0.483,0.551,-0.975,0.439,-0.406,0.388,-1.606,0.531,0.165,0.381,-0.931,0.455,2
524,-0.38,0.475,-1.906,0.546,1.424,0.303,0.76,0.35,1.451,0.259,1.508,0.213,2
525,0.937,0.637,0.87,0.693,-0.063,0.347,-0.868,0.46,0.945,0.294,0.408,0.26,2
526,-0.537,0.46,-2.314,0.552,0.283,0.315,-0.017,0.406,1.689,0.254,1.126,0.228,2
527,0.994,0.649,-0.398,0.474,-0.936,0.479,-0.754,0.438,-0.988,0.565,-0.729,0.401,2
528,0.521,0.557,0.792,0.679,-1.215,0.578,0.143,0.313,0.371,0.367,1.392,0.208,2
531,-0.107,0.976,-0.038,0.511,0.227,0.983,0.033,0.953,1.371,0.263,0.803,0.239,2
532,0.36,0.518,0.799,0.68,-0.587,0.416,-0.988,0.453,1.174,0.281,0.868,0.24,2
533,0.387,0.541,-1.225,0.451,-0.41,0.409,-0.894,0.455,0.024,0.41,0.78,0.245,2
534,-0.091,0.977,-0.952,0.468,0.159,0.984,-0.302,0.963,0.342,0.36,-0.635,0.407,2
535,-0.418,0.901,0.191,0.57,0.959,0.306,0.962,0.312,0.577,0.339,0.314,0.278,2
536,0.149,0.981,0.839,0.692,-0.185,0.987,0.098,0.961,-0.615,0.524,0.014,0.326,2
537,0.066,0.978,-0.271,0.507,-0.052,0.985,-0.258,0.967,-0.538,0.499,-0.908,0.465,2
538,0.62,0.587,0.776,0.677,1.297,0.34,0.478,0.38,0.995,0.302,1.196,0.222,2
539,1.34,0.724,0.993,0.717,-1.502,0.69,-2.283,0.619,0.318,0.358,-0.53,0.368,2
541,0.596,0.582,0.095,0.527,1.184,0.299,1.277,0.309,-0.569,0.496,-0.972,0.474,2
542,-0.243,0.473,-0.02,0.982,0.744,0.316,-1.056,0.479,0.101,0.985,-0.286,0.967,2
544,-0.384,0.462,-0.493,0.491,-0.377,0.411,-0.662,0.455,1.52,0.261,0.841,0.244,2
545,-0.773,0.454,-2.296,0.55,0.891,0.307,1.279,0.288,0.842,0.309,0.223,0.29,2
546,-0.375,0.471,-0.118,0.982,1.462,0.309,0.445,0.371,0.237,0.985,0.103,0.964,2
548,1.183,0.691,0.308,0.987,-1.301,0.552,-1.672,0.538,-0.279,0.988,-0.502,0.97,2
550,-0.361,0.468,0.76,0.673,-0.81,0.476,-0.805,0.454,1.15,0.283,0.553,0.258,2
551,0.071,0.494,0.375,0.591,-0.665,0.444,-1.462,0.516,-0.155,0.982,-0.411,0.963,2
552,-0.881,0.451,0.693,0.662,-0.387,0.401,-0.491,0.439,0.811,0.307,0.957,0.231,2
555,0.602,0.568,0.185,0.984,-1.159,0.523,-1.292,0.512,-0.22,0.987,-0.357,0.969,2
557,-0.066,0.488,-0.297,0.486,1.224,0.304,2.016,0.262,1.782,0.247,1.451,0.208,2
558,0.097,0.495,-1.15,0.438,-0.247,0.39,0.62,0.361,-0.19,0.439,0.772,0.243,2
560,0.611,0.584,-0.134,0.486,0.935,0.303,0.543,0.366,1.264,0.277,1.222,0.221,2
561,-0.841,0.454,0.299,0.58,0.965,0.309,0.459,0.359,-0.296,0.451,-0.376,0.347,2
562,0.062,0.493,0.163,0.547,1.024,0.306,0.303,0.393,0.56,0.337,0.321,0.279,2
564,1.249,0.702,0.148,0.499,-1.605,0.63,-1.683,0.551,-0.375,0.46,-1.098,0.494,2
565,0.302,0.513,-0.436,0.499,-0.309,0.371,-1.082,0.473,-0.955,0.567,-0.871,0.435,2
566,-0.28,0.976,-1.239,0.468,0.227,0.983,0.117,0.955,0.683,0.321,0.445,0.272,2
567,0.944,0.64,0.915,0.705,-0.538,0.413,0.196,0.408,-0.204,0.983,-0.103,0.961,2
568,-0.194,0.473,-0.197,0.974,0.58,0.31,0.287,0.395,1.423,0.266,1.028,0.222,2
570,0.713,0.6,-0.315,0.486,-0.165,0.37,1.36,0.266,0.003,0.981,0.359,0.955,2
571,-0.4,0.468,-1.001,0.614,-0.858,0.471,-1.29,0.506,-0.016,0.983,-0.157,0.963,2
573,-0.358,0.465,0.306,0.561,-0.442,0.414,0.933,0.271,0.196,0.374,-0.21,0.329,2
575,-0.005,0.484,0.486,0.604,-0.582,0.403,-0.927,0.44,-0.198,0.448,-0.391,0.362,2
576,0.266,0.532,0.039,0.983,1.325,0.313,-0.543,0.441,0.166,0.985,-0.209,0.966,2
578,0.176,0.506,0.798,0.68,0.163,0.336,1.53,0.287,0.841,0.288,0.359,0.258,2
579,-0.244,0.471,-0.576,0.455,-0.122,0.361,0.352,0.387,0.001,0.411,-0.414,0.357,2
581,-0.475,0.466,0.052,0.562,-0.045,0.343,-0.141,0.435,0.003,0.981,-0.014,0.96,2
582,1.156,0.681,0.967,0.711,-1.078,0.522,-1.216,0.486,-0.347,0.462,-0.429,0.356,2
583,-0.439,0.463,0.178,0.567,0.533,0.304,0.436,0.37,0.743,0.317,0.675,0.252,2
584,0.96,0.642,-0.149,0.478,-0.625,0.446,-0.496,0.434,0.519,0.341,-0.703,0.414,2
585,-0.056,0.977,-0.342,0.507,0.038,0.984,-0.006,0.958,0.029,0.406,-0.049,0.316,2
586,-0.353,0.47,-0.625,0.501,1.199,0.302,0.306,0.392,-0.164,0.439,-0.707,0.415,2
587,0.266,0.513,-1.035,0.438,-0.001,0.353,0.265,0.383,0.686,0.325,-0.586,0.395,2
588,1.085,0.67,-0.25,0.506,-1.327,0.644,-1.225,0.503,0.017,0.403,0.152,0.292,2
589,0.903,0.631,-0.427,0.447,-0.144,0.369,-1.218,0.49,0.993,0.294,-0.176,0.321,2
590,-0.045,0.977,-0.972,0.471,0.016,0.985,-0.27,0.969,-0.536,0.484,-1.039,0.492,2
591,1.098,0.673,0.28,0.986,-0.86,0.484,-1.607,0.544,-0.21,0.987,-0.492,0.971,2
593,-1.423,0.452,-0.003,0.534,-0.054,0.371,0.357,0.364,0.889,0.302,-0.342,0.354,2
595,0.966,0.645,-0.533,0.471,-1.236,0.558,0.109,0.407,-0.023,0.414,-0.312,0.345,2
596,0.266,0.511,-0.239,0.482,-0.206,0.361,-0.568,0.446,-0.02,0.981,-0.127,0.959,2
598,0.021,0.977,-0.281,0.517,-0.123,0.987,-0.019,0.964,-0.921,0.563,-0.578,0.408,2
599,0.095,0.979,-0.427,0.506,-0.165,0.988,-0.266,0.974,-1.321,0.652,-1.37,0.589,2
600,-1.581,0.449,-0.637,0.454,1.341,0.304,1.215,0.302,-0.367,0.454,-0.258,0.344,2
601,1.079,0.671,0.242,0.986,-1.402,0.592,-0.384,0.43,-0.266,0.988,-0.147,0.966,2
602,0.003,0.977,-0.289,0.509,0.145,0.983,-0.324,0.961,0.64,0.328,-0.427,0.37,2
603,-1.107,0.446,0.089,0.541,1.081,0.298,0.138,0.392,1.229,0.292,0.513,0.263,2
604,-0.482,0.462,0.3,0.581,1.327,0.304,0.177,0.396,0.101,0.394,-0.001,0.301,2
605,0.075,0.495,0.816,0.683,-1.227,0.554,-0.169,0.413,0.303,0.358,0.37,0.263,2
608,0.214,0.51,0.01,0.983,-0.337,0.389,0.926,0.292,-0.044,0.986,0.24,0.962,2
609,0.817,0.62,0.162,0.985,0.344,0.32,-0.574,0.444,-0.005,0.985,-0.232,0.967,2
610,-0.042,0.484,-0.852,0.44,-0.801,0.46,-1.306,0.492,1.991,0.236,1.111,0.227,2
611,-0.109,0.976,-0.256,0.489,0.15,0.983,0.054,0.955,0.776,0.319,0.5,0.261,2
612,-1.326,0.442,-0.282,0.982,1.383,0.307,0.285,0.386,0.275,0.985,0.142,0.964,2
613,-0.963,0.449,-0.422,0.47,1.377,0.303,1.628,0.285,0.073,0.394,-0.698,0.416,2
614,-0.327,0.47,-0.797,0.467,0.383,0.322,0.468,0.357,2.23,0.237,1.667,0.209,2
616,-0.388,0.978,-2.254,0.549,0.37,0.983,-0.134,0.958,0.9,0.305,-0.152,0.326,2
617,-0.278,0.477,0.018,0.523,1.571,0.304,0.003,0.396,0.964,0.307,1.008,0.231,2
619,-0.501,0.466,-0.311,0.51,0.038,0.336,0.359,0.387,-0.605,0.49,-0.994,0.477,2
622,0.875,0.626,0.294,0.581,0.09,0.328,-0.599,0.437,1.136,0.282,-0.141,0.328,2
623,0.685,0.595,-1.064,0.45,0.18,0.332,0.257,0.388,1.413,0.269,0.891,0.235,2
625,0.403,0.543,0.875,0.694,-0.13,0.384,0.955,0.334,0.364,0.361,-0.447,0.369,2
626,-0.472,0.466,0.722,0.667,0.155,0.333,-0.335,0.433,0.755,0.316,0.911,0.234,2
627,-0.212,0.477,0.623,0.705,0.99,0.316,0.199,0.41,0.998,0.299,0.405,0.267,2
628,-0.307,0.463,0.341,0.564,-0.466,0.394,-1.083,0.464,-0.157,0.433,-0.857,0.443,2
629,-0.214,0.975,-0.691,0.441,0.297,0.983,0.029,0.953,1.413,0.266,0.719,0.25,2
632,0.375,0.54,0.942,0.707,0.573,0.326,0.22,0.402,-1.325,0.649,-1.407,0.588,2
634,0.07,0.501,-0.107,0.974,1.385,0.3,0.432,0.394,1.903,0.241,0.393,0.264,2
635,-0.226,0.472,-0.035,0.509,-0.735,0.459,1.101,0.272,-0.223,0.442,0.918,0.223,2
636,-1.606,0.443,0.193,0.551,1.728,0.316,-0.079,0.399,1.168,0.286,0.377,0.278,2
637,-2.215,0.485,-0.498,0.474,0.683,0.306,0.835,0.325,0.418,0.349,-0.008,0.303,2
638,-1.204,0.443,-0.209,0.982,0.08,0.337,-0.266,0.407,0.072,0.985,0.026,0.965,2
640,-0.147,0.484,0.747,0.671,0.33,0.329,1.369,0.291,0.409,0.357,0.837,0.247,2
642,-0.475,0.458,-0.404,0.459,-0.293,0.385,-0.506,0.435,0.012,0.981,-0.042,0.959,2
643,0.785,0.611,-0.076,0.517,0.394,0.324,-0.114,0.408,-0.196,0.428,-0.956,0.463,2
646,0.28,0.512,0.225,0.538,-0.025,0.357,-0.869,0.469,0.241,0.377,0.128,0.296,2
647,-0.366,0.475,-0.275,0.473,-0.037,0.399,0.228,0.415,-0.469,0.468,-0.601,0.395,2
648,0.898,0.63,0.93,0.704,0.097,0.349,-0.466,0.409,-0.765,0.531,-0.418,0.359,2
649,-0.274,0.47,-0.333,0.509,0.045,0.334,0.366,0.389,-0.478,0.482,-0.02,0.312,2
650,-0.476,0.462,0.767,0.675,0.94,0.319,1.194,0.286,-0.608,0.512,0.064,0.287,2
651,0.561,0.56,0.292,0.542,-0.885,0.47,-0.912,0.469,-1.068,0.585,-0.919,0.452,2
653,0.879,0.628,0.288,0.58,-0.872,0.476,1.056,0.268,-0.065,0.425,0.29,0.284,2
656,1.222,0.695,0.952,0.709,-1.31,0.557,-1.607,0.521,0.182,0.386,-0.108,0.318,2
657,-0.125,0.485,0.812,0.682,0.365,0.322,1.075,0.304,-0.758,0.522,-0.069,0.308,3
658,-0.243,0.477,-0.638,0.469,1.51,0.309,1.362,0.268,0.371,0.363,1.038,0.22,3
659,-0.998,0.455,-0.913,0.462,1.807,0.313,1.429,0.292,0.393,0.367,1.02,0.233,3
660,0.163,0.981,0.838,0.692,-0.05,0.985,-0.129,0.959,0.155,0.384,-0.082,0.329,3
661,-0.294,0.464,0.162,0.565,-0.814,0.47,-0.265,0.394,1.047,0.293,1.57,0.21,3
662,-0.841,0.461,-0.17,0.478,1.56,0.309,1.045,0.333,-0.222,0.44,-0.307,0.348,3
663,0.883,0.627,0.179,0.536,0.19,0.331,-0.795,0.457,-0.85,0.559,-1.304,0.548,3
664,0.268,0.529,-1.404,0.462,-0.051,0.343,1.088,0.31,-0.544,0.49,-0.609,0.398,3
665,-0.011,0.486,0.047,0.982,-0.836,0.468,-0.774,0.453,-0.132,0.986,-0.179,0.966,3
666,-2.577,0.516,-0.055,0.55,0.9,0.31,0.288,0.397,-0.277,0.447,-0.433,0.35,3
667,0.102,0.978,0.339,0.567,-0.084,0.985,-0.084,0.961,-0.336,0.463,-0.319,0.35,3
668,-0.048,0.977,-0.136,0.534,0.004,0.984,0.099,0.957,-0.031,0.411,0.186,0.28,3
669,-0.106,0.486,-0.793,0.451,-0.078,0.373,0.108,0.4,0.044,0.403,-0.049,0.308,3
671,0.066,0.493,-1.723,0.5,-0.193,0.379,0.915,0.308,0.161,0.384,0.352,0.275,3
672,-0.201,0.476,-0.572,0.45,-0.675,0.439,-0.057,0.406,0.738,0.332,1.294,0.22,3
673,-0.36,0.466,-0.146,0.982,0.943,0.313,1.53,0.292,0.18,0.985,0.408,0.962,3
674,-0.583,0.457,-1.544,0.455,0.858,0.301,-1.241,0.503,0.532,0.343,0.047,0.303,3
675,0.801,0.615,-1.463,0.466,-0.679,0.455,0.547,0.375,-1.405,0.648,-1.224,0.549,3
676,-1.607,0.446,-0.69,0.468,2.605,0.359,0.681,0.337,1.041,0.282,0.678,0.24,3
677,-0.159,0.48,0.265,0.577,0.467,0.328,0.507,0.371,-0.178,0.433,-0.873,0.449,3
679,0.029,0.498,-1.741,0.473,1.021,0.312,0.174,0.402,0.046,0.411,0.511,0.255,3
680,-1.544,0.455,0.602,0.647,-0.759,0.467,-0.226,0.405,0.75,0.321,1.768,0.202,3
681,0.209,0.51,-0.004,0.983,-0.524,0.426,1.368,0.281,-0.063,0.986,0.365,0.961,3
682,-1.081,0.442,-0.145,0.513,0.151,0.347,1.578,0.295,0.045,0.393,-0.385,0.361,3
683,-0.166,0.976,-0.811,0.441,0.131,0.983,0.041,0.957,0.332,0.364,0.149,0.304,3
685,-0.028,0.487,-0.55,0.454,0.048,0.343,-0.092,0.42,-0.72,0.52,-0.222,0.322,3
686,0.34,0.52,-0.055,0.508,-0.243,0.396,-0.167,0.424,-0.755,0.527,-0.251,0.338,3
687,-1.058,0.461,-0.656,0.468,1.596,0.307,1.068,0.314,-0.174,0.441,0.63,0.247,3
688,-0.754,0.449,0.175,0.567,0.785,0.317,0.629,0.363,-0.079,0.414,0.377,0.272,3
690,0.319,0.534,-0.57,0.476,0.202,0.329,-0.006,0.407,-0.175,0.429,0.213,0.28,3
691,0.253,0.502,0.438,0.598,-0.631,0.439,-0.29,0.41,1.096,0.288,0.82,0.24,3
692,0.115,0.502,-0.4,0.476,0.505,0.315,1.068,0.31,0.373,0.349,-0.055,0.314,3
693,-0.339,0.472,0.025,0.524,0.228,0.344,0.07,0.409,1.736,0.248,0.841,0.241,3
694,-0.018,0.488,0.403,0.593,0.206,0.339,0.698,0.3,-1.377,0.649,-1.299,0.564,3
697,-0.844,0.455,0.056,0.561,0.783,0.3,1.118,0.276,-1.045,0.575,-0.718,0.421,3
699,-1.532,0.463,-1.119,0.45,0.514,0.32,2.044,0.277,0.872,0.313,1.107,0.229,3
